id	text	iset	shellnoun	content	content_phrase	comment
781	Überzeugung	50689	true	given	380	_
782	Verpflichtung	50791	false	_		_
783	Frage	50932	false	_		_
784	Voraussetzungen	51024	false	_		_
785	Vorschlag	51103	true	external		_
786	Vorschlägen	52595	false	_		_
787	Ansicht	52545	true	given	348	_
788	Ziel	52569	true	given	414	_
789	Auftrag	52393	false	_		_
790	Annahme	52467	false	_		_
791	Ziel	52296	false	_		_
792	Gefahren	52307	false	_		_
793	Bedürfnisse	66094	false	_		_
794	Meinung	51921	false	_		_
795	Scheitern	66058	false	_		_
796	Anreize	66045	false	_		_
797	deshalb	66037	false	_		_
798	Frage	52027	false	_		_
799	Vorschläge	52054	false	_		_
800	Vorschläge	52071	false	_		_
801	Aufgabe	52097	false	_		_
802	Meinung	51937	false	_		_
803	Auffassung	51966	true	given	427	_
804	Hinweise	73385	false	_		_
805	Vorschläge	62221	false	_		_
806	Entscheidungen	73432	false	_		_
807	Vorschlag	62281	true	given	367	_
808	Ansicht	62181	false	_		_
809	Rechtes	62195	false	_		_
810	Standpunktes	62508	false	_		_
811	Voraussetzungen	73022	true	given	450	_
812	Umständen	62292	false	_		_
813	Ansicht	62296	false	_		_
814	Versuch	55051	true	given	492	_
815	Gefahr	54855	false	_		_
816	Erkenntnissen	68804	false	_		_
817	Standpunkt	68797	false	_		_
818	Ansicht	68773	false	_		_
819	Vorschlag	68727	true	given	422	_
820	Überzeugung	68723	true	given	421	_
821	Frage	68665	true	external		_
822	Frage	68562	true	external		_
823	Vorschlags	62121	false	_		_
824	Frage	68473	true	given	467 468	_
825	Ansicht	62090	false	_		_
826	Recht	62071	false	_		_
827	Frage	62775	true	given	354	_
828	Frage	62786	true	given	354	_
829	Recht	62875	false	_		_
830	Auffassung	62884	true	given	358	_
831	Vorschlag	62890	true	given	389	_
832	Frage	55441	true	given	429	_
833	Meinung	55275	false	_		_
834	Gefahr	62659	false	_		_
835	Frage	55392	false	_		_
836	Versuche	68980	true	given	442	_
837	Frage	55222	true	given	428	_
838	Ansicht	68925	false	_		_
839	Frage	55079	true	given	431	_
840	Entscheidungen	68904	false	_		_
841	Versuchen	68946	true	given	438	_
842	Meinung	55196	true	given	432	_
843	Meinung	55098	false	_		_
844	Erkenntnisse	68845	false	_		_
845	Frage	62627	false	_		_
846	Entscheidungen	68842	false	_		_
847	Tatsache	62623	true	given	353	_
848	Möglichkeit	73017	true	given	453	_
849	Lage	68875	true	given	434	_
850	Meinung	68860	true	given	436	_
851	Feststellung	61514	true	given	504	_
852	Recht	61560	false	_		_
853	Frage	61274	false	_		_
854	Versuch	61295	true	given	503	_
855	Meinung	55980	false	_		_
856	Aufgabe	55962	true	given	413	_
857	Standpunkt	56233	true	given	457	_
858	Aufgaben	56357	false	_		_
859	Anträge	55931	false	_		_
860	Frage	55796	true	given	417	_
861	Frage	55597	true	external		_
862	daran	53833	false	_		_
863	daran	53870	false	_		_
864	Vorschlägen	61246	false	_		_
865	Entscheidungen	61053	false	_		_
866	Frage	61050	false	_		_
867	Recht	62018	false	_		_
868	Ansicht	62055	false	_		_
869	Bedürfnissen	62141	false	_		_
870	Frage	56963	true	given	338	_
871	Gelegenheit	57073	true	given	339	_
872	Frage	57112	true	external		_
873	Frage	57161	true	external		_
874	Frage	57182	true	external		_
875	Frage	57313	true	given	406	_
876	Vorschlägen	56403	false	_		_
877	Frage	56803	false	_		_
878	Forderung	61704	true	given	342 345	_
879	Eindruck	61655	true	given	510	_
880	Bereitschaft	61976	true	given	341	_
881	Forderungen	61838	false	_		_
882	Ziele	57947	false	_		_
883	Rechte	57925	false	_		_
884	Fragen	57887	false	_		_
885	Vorschlag	67025	false	_		_
886	Schwierigkeiten	57825	false	_		_
887	Zielsetzung	63507	false	_		_
888	Fragen	66893	true	given	508 507 482	_
889	Absicht	57711	true	given	403	_
890	Aufgaben	57675	true	given	405	_
891	Frage	64027	false	_		_
892	Recht	57562	false	_		_
893	Ansichten	57503	false	_		_
894	deswegen	58996	false	_		_
895	Standpunkt	64282	false	_		_
896	Entscheidungen	71998	false	_		_
897	Voraussetzung	49120	true	given	363	_
898	Notwendigkeit	49073	true	given	365	_
899	Plan	49089	true	given	364	_
900	Frage	72128	true	external		_
901	Rechte	72302	false	_		_
902	Gründen	50753	true	given	383 382 402	_
903	Lage	72407	false	_		_
904	Meinungen	72156	false	_		_
905	Frage	72177	true	external		_
906	Vorschlägen	67128	false	_		_
907	Entscheidung	72007	unclear	given	423	_
908	Möglichkeit	67052	true	given	481	_
909	Ansicht	67063	false	_		_
910	Frage	57347	true	external		_
911	Vorschlags	67045	false	_		_
912	Frage	49510	true	given	355	_
913	Grund	57975	true	given	385	_
914	Chancen	49751	false	_		_
915	Gedanken	49849	false	_		_
916	Vorschläge	58187	false	_		_
917	Gefahr	64673	false	_		_
918	Vorschläge	49200	false	_		_
919	Kompromissvorschlag	63128	true	given	384	_
920	Vorschlag	64638	unclear	undefined		_
921	Ziele	49374	true	given	366 372 374	_
922	Ansicht	64753	false	_		_
923	Vorschlag	64686	false	_		_
924	Vorhaben	50464	true	external		_
925	Forderungen	64945	true	given	439	_
926	Vorschlag	64923	true	given	435	_
927	Kommissionsvorschlag	58284	false	_		_
928	Tatsache	49952	true	given	362	_
929	Frage	50070	unclear	undefined		_
930	Zielsetzung	50382	false	_		_
931	Rechte	72570	false	_		_
932	Vorschläge	72637	false	_		_
933	Ansichten	72695	false	_		_
934	Rechte	72816	false	_		_
935	Gefahr	72995	false	_		_
936	Verpflichtung	67462	false	_		_
937	Vorschläge	67159	false	_		_
938	Recht	67166	false	_		_
939	Vorschlägen	67193	false	_		_
940	Ideen	72561	false	_		_
941	Fragen	67209	true	given	476 475 477	_
942	Gleichstellungspolitik	57715	false	_		_
943	Recht	62949	false	_		_
944	Fragen	58446	false	_		_
945	Chancengleichheit	57687	false	_		_
946	Zielsetzungen	64597	false	_		_
947	Pflicht	67602	false	_		_
948	Fragen	58400	false	_		_
949	Chancengleichheit	57753	false	_		_
950	Frage	67578	true	given	490 486	_
951	Fragen	58391	false	_		_
952	Grund	64905	false	_		_
953	Frage	63511	true	given	375	_
954	Gleichstellungspolitik	57949	false	_		_
955	Vorschläge	63490	true	external		_
956	Chancengleichheit	57929	false	_		_
957	Frage	63425	false	_		_
958	Sachargumenten	64118	false	_		_
959	Möglichkeit	63364	true	given	378	_
960	Begründungen	64103	false	_		_
961	Fragen	63277	true	given	377	_
962	Vorschlag	58336	false	_		_
963	Frage	71103	true	external		_
964	Ansichten	63260	false	_		_
965	Ansicht	58331	true	given	388	_
966	Aufwand	64223	false	_		_
967	Standpunkt	71094	false	_		_
968	Frage	71071	true	external		_
969	Meinung	63045	true	external		_
970	Beweggründe	57856	false	_		_
971	Notifizierungspflicht	51199	true	given	399	_
972	Chancen	71362	false	_		_
973	Argumentation	51300	true	external		_
974	Bedarfsfall	51250	false	_		_
975	Ansicht	67612	true	given	447	_
976	Frage	71117	true	external		_
977	Vorschlag	62917	true	given	387	_
978	Vorschläge	71229	false	_		_
979	Vorschlag	67894	false	_		_
980	Schwierigkeiten	67644	true	given	446	_
981	Frage	67734	true	given	447	_
982	Möglichkeit	67976	false	_		_
983	Ansicht	67902	true	given	455	_
984	Tatsache	67943	true	given	452	_
985	Auffassung	63533	true	given	404	_
986	Vorschlag	58713	false	_		_
987	Erkenntnisse	68084	false	_		_
988	Zieles	58584	true	given	376	_
989	Veranlassung	57285	false	_		_
990	Standpunkt	63674	false	_		_
991	Argumentation	64048	true	given	400	_
992	Überzeugung	63595	true	given	407	_
993	Forderung	59145	true	given	466	_
994	Möglichkeit	58976	false	_		_
995	Wunsch	63825	false	_		_
996	Vorschläge	63937	false	_		_
997	Frage	71613	false	_		_
998	Anreiz	63624	false	_		_
999	Ziel	58576	true	given	376	_
1000	Ziel	58560	false	_		_
1001	Entscheidung	71909	true	external		_
1002	Rechte	71940	false	_		_
1003	Argumente	51038	true	given	409	_
1004	Entscheidung	71971	true	given	423	_
1005	Ziele	71989	true	given	424	_
1006	Ziel	71793	true	given	512	_
1007	Tatsache	71830	true	given	513	_
1008	dadurch	51060	false	_		_
1009	Meinung	71898	false	_		_
1010	Aufgabe	68167	true	given	463	_
1011	Ansicht	71749	false	_		_
1012	Frage	68278	false	_		_
1013	Frage	68367	true	external		_
1014	Annahme	65112	false	_		_
1015	Ansicht	65168	true	given	433	_
1016	Ansicht	65154	false	_		_
1017	Lage	70649	false	_		_
1018	Lage	70560	false	_		_
1019	Entscheidung	70693	true	given	480	_
1020	Vorschläge	70657	false	_		_
1021	Schlussfolgerungen	52254	false	_		_
1022	Ansicht	70760	true	given	479	_
1023	dadurch	55528	false	_		_
1024	Argumente	65531	false	_		_
1025	Vorschlags	70451	true	external		_
1026	Vorschlag	70476	false	_		_
1027	Überzeugungskraft	65237	false	_		_
1028	Grund	65276	true	given	420	_
1029	Gründen	60858	false	_		_
1030	Zivilcourage	60714	false	_		_
1031	Anforderungen	61000	false	_		_
1032	Forderungen	65629	false	_		_
1033	Entscheidungen	65595	false	_		_
1034	Gefahr	65582	true	given	418	_
1035	Vorschläge	70942	false	_		_
1036	Gefahr	70929	true	given	489	_
1037	Angelegenheiten	51705	false	_		_
1038	Meinung	71051	true	given	498	_
1039	Verpflichtung	71023	true	given	487	_
1040	Vorschläge	71019	false	_		_
1041	Frage	71002	true	external		_
1042	Schlussfolgerungen	60483	true	given	412	_
1043	Sicherheitsanforderungen	65020	false	_		_
1044	Frage	70793	true	given	478	_
1045	Standpunkt	70862	false	_		_
1046	Zielsetzung	51285	false	_		_
1047	Weigerung	72386	false	_		_
1048	Anreiz	65087	false	_		_
1049	Grundsatz	72484	true	given	441	_
1050	Gelegenheit	65291	false	_		_
1051	Ansicht	69789	false	_		_
1052	Frage	69553	true	given	349	_
1053	Entscheidung	69450	false	_		_
1054	Voraussetzungen	69501	true	given	357 351 350	_
1055	Entscheidung	69523	false	_		_
1056	Möglichkeit	69386	true	given	393	_
1057	Lage	69415	false	_		_
1058	Schlussfolgerungen	59907	false	_		_
1059	Standpunkt	69436	false	_		_
1060	Möglichkeit	65809	true	given	426	_
1061	Einsicht	65830	false	_		_
1062	Bestreben	59919	true	given	440	_
1063	Konsequenz	72909	true	given	448	_
1064	Ziele	65860	false	_		_
1065	Schlussfolgerungen	68031	false	_		_
1066	Lage	65924	true	given	458	_
1067	Notwendigkeit	65975	true	given	461	_
1068	Verpflichtung	66598	true	given	498	_
1069	Ansicht	66585	true	given	495	_
1070	Frage	66752	true	given	494 493	_
1071	Fragen	66725	false	_		_
1072	Frage	70413	unclear	undefined		_
1073	Wunsch	70303	false	_		_
1074	Zielen	70272	false	_		_
1075	Vorschlag	70136	true	given	340	_
1076	dagegen	56537	false	_		_
1077	Frage	69939	true	external		_
1078	Wünschen	68295	false	_		_
1079	Ansicht	69942	false	_		_
1080	Schlussfolgerung	68316	false	_		_
1081	Standpunkten	69892	false	_		_
1082	Vorschläge	69901	false	_		_
1083	Bedürfnisse	56003	false	_		_
1084	Fragen	69814	true	external		_
1085	Ansicht	66297	false	_		_
1086	Standpunkt	66478	false	_		_
1087	Schlussfolgerung	68325	false	_		_
1088	Standpunkt	66528	false	_		_
1089	Frage	69091	true	external		_
1090	Tatsache	69136	true	given	395	_
1091	Ansicht	60535	false	_		_
1092	Anforderungen	67059	false	_		_
1093	Gefahren	60643	false	_		_
1094	Rechte	60977	false	_		_
1095	Aufgaben	60986	false	_		_
1096	Ziele	61011	unclear	undefined		_
1097	Ziele	61030	unclear	undefined		_
1098	Hauptziel	54294	true	given	470 471	_
1099	Wunsch	69335	true	given	396	_
1100	Nachweispflicht	54766	true	given	491	_
1101	Tat	54933	false	_		_
1102	Zusagen	66538	false	_		_
1103	Argument	66682	unclear	given	495	_
1104	Projektion	71285	true	given	497	_
1105	Mitchell-Plan	61234	false	_		_
1106	Anstrengungen	71576	true	given	509	_
1107	Sicherheitsstandards	71696	false	_		_
