id	text	iset	np_replfirst_noun	annotationcompleted	np_replfirst_deverbal	namely_difficultcase	np_replalternative	np_repl_difficultcase	namely_majordivergingantecedent	candidateanaphor	namelytest_naemlich	np_replfirst_article	namely_antecedent
317	Es	18975		yes						error_wrong_marking			
318	es	19098		na						error_wrong_marking			
319	Es	19123		yes						error_wrong_marking			
320	es	19193		yes						error_wrong_marking			
321	es	19202		yes						error_wrong_marking			
322	es	18988		yes						deictic			
323	es	18934		yes						error_wrong_marking			
324	es	19063		na						error_wrong_marking			
325	es	18994		yes						error_wrong_marking			
326	Das	19169	massnahme	yes	na	na	yes	na	yes	discourse_anaphor	naemlich dass wir ein gemeinsames satellitenaufklaerungssystem der europaeischen union und gemeinsame standards fuer die telekommunikation in diesem bereich haben	diese	121
327	das	19615		yes						error_wrong_marking			
328	dies	19653		yes						error_no_discourse_anaphor			
329	das	19462		yes						error_no_discourse_anaphor			
330	Das	19417	na	yes	yes	na	na	na	na	discourse_anaphor	naemlich maximalharmonisierung im bereich des verbraucherschutzes	na	122
331	Das	19612		yes						error_wrong_marking			
332	es	19647		yes						error_wrong_marking			
333	es	19947		yes						error_wrong_marking			
334	es	19975		yes						error_wrong_marking			
335	Es	19668		yes						error_wrong_marking			
336	es	19998	tatsache	yes	na	na	na	na	yes	discourse_anaphor	naemlich, dass diese debatte nicht mehr zuschauer undzuhoerer hatte	diese	123
337	es	19962		yes						error_wrong_marking			
338	Das	19767	forderung	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir als haushaltsinstitution tatsaechlich voll und ganz ueber die finanziellen aspekte des galileo-projekts informiert sein sollten	diese	124
339	es	20141		yes						error_wrong_marking			
340	es	20437		na						error_no_discourse_anaphor			
341	es	20590		yes						error_wrong_marking			
342	es	20298		yes						error_no_discourse_anaphor			
343	das	20180		na						error_no_discourse_anaphor			
344	es	20452		yes						error_wrong_marking			
345	es	20376		yes						error_wrong_marking			
346	Das	20457	ansicht	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass es schwer vorstellbar ist , dass wir beitrittsverhandlungen mit einem land aufnehmen koennen , das ein mitgliedsland der europaeischen union nicht anerkennt oder truppen in einer solchen zahl dort stationiert hat , dass es den beschluessen der vereinten nationen zuwider laeuft	diese	125
347	es	20238		yes						error_wrong_marking			
348	das	20471		yes						error_no_discourse_anaphor			
349	es	20404		yes						error_wrong_marking			
350	es	20544		yes						error_wrong_marking			
351	Es	20493		yes						error_wrong_marking			
352	dies	20280		yes						error_no_discourse_anaphor			
353	dies	21053	sachverhalt	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass die nationalen interessen nur noch ueber europa wahrgenommen werden koennen	diese	127
354	es	20863		yes						error_no_discourse_anaphor			
355	Es	20943		yes						error_wrong_marking			
356	das	20793		yes						error_no_discourse_anaphor			
357	es	21005		yes						error_wrong_marking			
358	Dies	20743		yes						error_no_discourse_anaphor			
359	Dies	20711		yes						error_no_discourse_anaphor			
360	es	20730		yes						error_no_discourse_anaphor			
361	es	21259		yes						error_no_discourse_anaphor			
362	Es	21386		yes						error_wrong_marking			
363	Es	21363		yes						error_wrong_marking			
364	das	21286	entwicklung	yes	na	yes	na	yes	yes	discourse_anaphor	naemlich dass wir uns von der vorstellung  trennen. gesundheit sei lediglich das ergebnis eines selbst gewaehlten lebensstils	eine_solche	130
365	Es	21601		yes						error_wrong_marking			
366	Das	21825	behauptung	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass die behandlung der tiere mit den graeueln des naziregimes verglichen wird	eine_solche	133
367	das	21558		yes						error_wrong_marking			
368	Das	21648	forderung	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass das ganze  in einem sinnvollen oekonomischen kontext bleiben muss , und es muss auch den rechtsvorschriften der europaeischen union entsprechen   in einem sinnvollen oekonomischen kontext bleiben , und es  auch den rechtsvorschriften der europaeischen union entsprechen muss	diese	132
369	Es	21655		yes						error_wrong_marking			
370	es	21638		yes						error_no_discourse_anaphor			
371	Das	21684	forderung	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass diese wohlbehalten und unter bestmoeglichen bedingungen am zielort ankommen	diese	131
372	es	22073		yes						error_no_discourse_anaphor			
373	Das	21970	umstand	yes	na	yes	na	na	na	discourse_anaphor	naemlich, dass sie parallel dazu eine gute ausbildung brauchen, dass sie bildung brauchen, dass sie die entsprechende infrastruktur brauchen	diese	135
374	Es	22174		yes						error_wrong_marking			
375	Das	22210	tatsache	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir auch weiterhin die beihilfen gemaess artikel 87 fuer die regionen, die jetzt vom statistischen effekt betroffen sind, brauchen	diese	136
376	das	22041	umstand	yes	na	na	na	yes	na	discourse_anaphor	naemlich, dass sie tatsaechlich auch fuer dienstleistungen im sinne des oeffentlichen interesses wahrgenommen werden	diese	137
377	Es	22055		yes						error_no_discourse_anaphor			
378	Es	22156		yes						error_wrong_marking			
379	Das	22141	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass diese unternehmen geschlossen werden, die produktion ausgelagert wird, und dann noch einmal subventioniert wird	eine_solche	134
380	es	22340		yes						error_wrong_marking			
381	Das	22628	vorgang	yes	na	na	na	na	na	discourse_anaphor	naemlich das die damalige kommission prodi handelte ohne vorwarnung und ohne die arbeitnehmer rechtzeitig zu konsultieren und zu informieren	eine_solche	138
382	Es	22863		yes						error_wrong_marking			
383	es	22744		yes						error_wrong_marking			
384	Es	22551		yes						error_wrong_marking			
385	es	23115		yes						error_no_discourse_anaphor			
386	Das	23064	tatsache	yes	na	na	na	na	na	discourse_anaphor	naemlich dass bei einer aussprache zu diesem thema die evp-fraktion 18 minuten zur verfuegung hat , meine fraktion 14 , die liberalen 7 , die gruenen 4,5 .	diese	139
387	Das	23005	umstand	yes	na	na	na	na	na	discourse_anaphor	dass der rat  30 minuten redezeit , die kommission 20 minuten redezeit und das gesamte plenum 60 minuten erhaelt	diese	142
388	Das	23102	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wenn ich alle meine expertinnen und experten zu wort kommen lassen wuerde , ich schon mehr redezeit braeuchte, als wir hier zur verfuegung haben.	diese	144
389	Das	23120	umstand	yes	na	na	na	na	na	discourse_anaphor	dass fraktionen ihre redezeiten so weit reduzieren , dass es diese ein-minuten-reden gibt.	diese	143
390	das	23251	handlung	yes	na	na	na	yes	na	discourse_anaphor	meine kernbotschaften auch in fuenf minuten rueberzubringen	diese	141
391	das	23380	na	yes	na	na	yes	yes	na	discourse_anaphor	dass [am nachmittag redet zu den berichten , die ich eben hier vorgetragen habe , der rat 50 minuten , die komnaemlich dass der berichterstatter brok fuenf minuten hat	diese	140
392	das	23267	umstand	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass ich hier einmal 20 minuten zur verfuegung haette	eine_solche	146
393	Das	23136	entwicklung	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass fraktionen ihre redezeiten so weit reduzieren, dass es diese ein-minuten-reden gibt.	diese	143
394	das	23398	zustand	yes	na	na	na	na	na	discourse_anaphor	dass [alle abgeordneten 90 minuten haben] naemlich dass am nachmittag zu den berichten, die ich eben hier vorgetragen habe, der rat 50 minuten redet, die kommission 50 minuten, der berichterstatter brock fuenf minuten hat und alle abgeordneten 90 minuten haben.	diese	145
395	Es	23860		yes						error_wrong_marking			
396	das	23578	na	yes	yes	na	na	na	yes	discourse_anaphor	naemlich die illegale einleitung	na	148
397	das	23798	forderung	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass  das zukuenftig auch auf see moeglich sein muss	diese	152
398	es	23760		yes						error_wrong_marking			
399	Das	23782	vorgang	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass die lkws nicht nur auf den hoefen kontrolliert werden , sondern auch auf der strasse	diese	151
400	es	23613		yes						error_wrong_marking			
401	es	23685	zustand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass staaten  diese richtlinie nicht ordentlich umgesetzt haben	diese	147
402	es	23508		na						error_no_discourse_anaphor			
403	das	23912	entwicklung	yes	na	na	yes	na	na	discourse_anaphor	naemlich nicht nur die katastrophen zu vermeiden sondern auch gezielte , boesartige , kriminelle delikte auf unseren meeren nicht mehr zuzulassen	diese	149
404	es	23543		na						error_wrong_marking			
405	das	23564	na	yes	yes	na	na	na	yes	discourse_anaphor	naemlich die illegale einleitung	na	148
406	es	23556		na						error_wrong_marking			
407	es	24092		yes						error_wrong_marking			
408	es	23994		yes						error_no_discourse_anaphor			
409	es	23965		yes						error_wrong_marking			
410	es	24407		yes						error_wrong_marking			
411	Es	24433		yes						error_wrong_marking			
412	Das	24447	frage	yes	na	na	na	na	na	discourse_anaphor	naemlich, wo  der nutzen fuer den verbraucher liegt	diese	153
413	dies	24689	moeglichkeit	yes	na	na	na	yes	na	discourse_anaphor	naemlich,  dass im gesamten binnenmarkt ein und dieselbe maschine mit ein und derselben ausfuehrung in den verkehr gebracht werden kann	diese	155
414	dies	24704	zustand	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass im gesamten binnenmarkt ein und dieselbe maschine mit ein und derselben ausfuehrung in den verkehr gebracht werden kann und dass dies alles natuerlich ohne zusaetzliche pruefungen in den mitgliedstaaten der europaeischen union moeglich ist	diese	154
415	Das	24590		yes						error_no_discourse_anaphor			
416	dies	24731	sachverhalt	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass im gesamten binnenmarkt ein und dieselbe maschine mit ein und derselben ausfuehrung in den verkehr gebracht werden kann und dass dies alles natuerlich ohne zusaetzliche pruefungen in den mitgliedstaaten der europaeischen union moeglich ist	diese	154
417	Dies	24825		yes						error_no_discourse_anaphor			
418	Das	25044		yes						error_wrong_marking			
419	Dies	25103	zustand	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass der verfassungsentwurf den neuen zielen der gemeinsamen agrarpolitik nach der agrarreform nicht rechnung traegt	diese	156
420	es	25064		yes						error_wrong_marking			
421	es	25308		yes						error_no_discourse_anaphor			
422	Es	25291		yes						error_wrong_marking			
423	Dies	25506	moeglichkeit	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass zwei richtlinien , die eine aehnliche materie behandeln , auch in der mitgliedstaatlichen gesetzgebung gleich behandelt werden koennen	diese	157
424	das	25586	problem	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass unsere verhandlungsposition gegenueber den amerikanern in der frage der durchsetzung von ias verschlechtert werden koennte	diese	160
425	Es	25465		yes						error_wrong_marking			
426	es	25354	na	yes	yes	na	na	na	na	discourse_anaphor	naemlich die verpflichtung zur quartalsberichterstattung	na	159
427	das	26088		na						error_no_discourse_anaphor			
428	es	25963		yes						error_no_discourse_anaphor			
429	das	25912	zustand	na	na	na	yes	na	na	discourse_anaphor	naemlich, dass  es auch eine verbindung gibt zwischen einer anstaendigen nationalen industriepolitik , die sich vielleicht in einem mitgliedstaat abspielt und einer anstaendigen industriepolitk, die wir in europa machen	diese	162
430	es	25893		yes						error_wrong_marking			
431	Das	25743	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir aber auf der anderen seite die zweite saeule nicht vergessen , naemlich gesundheitsschutz , umweltschutz und arbeitnehmerschutz	diese	164
432	das	25754	massnahme	na	na	na	na	na	na	discourse_anaphor	naemlich, dass wir auf der einen seite alles tun wollen , um eine vernuenftige industriepolitik zu betreiben , sie weiter auszubauen und die wettbewerbsfaehigkeit zu erhalten , dass wir aber auf der anderen seite die zweite saeule nicht vergessen , naemlich gesundheitsschutz , umweltschutz und arbeitnehmerschutz	diese	163
433	Das	25993		yes						error_no_discourse_anaphor			
434	Das	25738	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir aber auf der anderen seite die zweite saeule nicht vergessen , naemlich gesundheitsschutz , umweltschutz und arbeitnehmerschutz	diese	161
435	es	25786		yes						error_no_discourse_anaphor			
436	Es	26296		yes						error_wrong_marking			
437	Es	26436		yes						error_wrong_marking			
438	dies	26183		na						error_no_discourse_anaphor			
439	es	26362		yes						error_wrong_marking			
440	Es	26117		yes						deictic			
441	Es	26315		yes						error_wrong_marking			
442	es	26211	einschaetzung	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass wir natuerlich nicht absolut zufrieden sind, aber wir wissen auch , dass mehr nicht erreichbar war .	diese	165
443	es	26192		yes						error_wrong_marking			
444	es	26305		yes						error_wrong_marking			
445	es	26729		yes						error_no_discourse_anaphor			
446	es	26695		yes						error_wrong_marking			
447	dies	27008	problem	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass wir nicht mit dem wort terrorismus die innere sensibilitaet abstumpfen lassen und eine generalvollmacht fuer jede art von kampf ausstellen duerfen	diese	166
448	es	26975	umstand	yes	na	yes	na	na	na	discourse_anaphor	naemlich, dass wir hier im kampf einem gegner aus dem dunklen gegenueberstehen, der ungreifabr und ohne jede grenze ist	diese	167
449	Das	26922	na	yes	na	na	na	yes	na	discourse_anaphor	naemlich, diesem kampf zu gewinnen , ohne selbst die maessigung zu verlieren , die menschlichkeit abzulegen , die eigenen gesetze zu verraten und die freiheit des menschen im eigenen , inneren bereich zu gefaehrden	na	169
450	es	26886		yes						error_wrong_marking			
451	Das	26963	umstand	yes	na	yes	na	na	yes	discourse_anaphor	naemlich, dass wir hier im kampf einem gegner aus dem dunkeln gegenueberstehen, der ungreifabr und ohne jede grenze ist	diese	167
452	Das	27106	na	yes	na	na	na	yes	na	discourse_anaphor	naemlich, dass sie die grundlagen mit der charta der grundrechte , der mitentscheidung des parlaments , der oeffentlichkeit , der gesetzgebung , der solidaritaetsklausel , der informationellen selbstbestimmung des menschen , der parlamentarischen und gerichtlichen kontrolle , der aufloesung der saeulenstruktur zugunsten eines gemeinschaftlichen europas schafft	na	168
453	Es	27011		yes						error_wrong_marking			
454	Es	27337		yes						error_wrong_marking			
455	es	27392		yes						error_no_discourse_anaphor			
456	es	27442		yes						error_wrong_marking			
457	es	27453		yes						error_wrong_marking			
458	es	27489		yes						error_wrong_marking			
459	das	27586		yes						error_wrong_marking			
460	es	27582		yes						error_wrong_marking			
461	Es	27609		yes						error_wrong_marking			
462	Es	27811		yes						error_wrong_marking			
463	es	28044		yes						error_wrong_marking			
464	Es	28089		yes						error_wrong_marking			
465	Dies	27962	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir nur so  unseren bauern planungssicherheit bieten koennen	diese	171
466	es	28065		yes						error_wrong_marking			
467	es	28142	massnahme	yes	na	yes	na	na	yes	discourse_anaphor	naemlich die loesungen umzusetzten	eine_solche	170
468	Das	28374	na	na	yes	na	na	na	na	discourse_anaphor	naemlich die entschuldung	na	174
469	das	28314	problem	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass das im fall von indonesien in diesem jahr 4 mrd euro waeren, die indonesien zurueckzahlen muesste	diese	175
470	dies	28211	sachverhalt	yes	na	na	yes	na	na	discourse_anaphor	naemlich,  dass es in den laendern des suedens zu keiner selbststaendigen dynamischen wirtschaftlichen entwicklung kommen kann	diese	172
471	es	28189		yes						error_wrong_marking			
472	es	28302		yes						error_wrong_marking			
473	Das	28332	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass das in diesem jahr vier milliarden euro waeren, die indonesien zurueckzahlen muesste	diese	173
474	das	28319		na						error_no_discourse_anaphor			
475	es	28585		yes						error_wrong_marking			
476	Das	28473	sachverhalt	yes	na	na	yes	na	yes	discourse_anaphor	naemlich, dass in der schweiz 66 % der gueter auf der schiene transportiert werden und 30 % auf der strasse und dass  in der eu das verhaeltnis umgekehrt und sogar noch viel krasser ist	diese	176
477	Das	28678	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass dieser maximalbetrag  so niedrig ist, dass kein mensch ernsthaft davon ausgehen kann , dass ueberhaupt ein richtiger anreiz besteht , von der strasse auf die schiene zu wechseln und dass es den laendern auch nicht erlaubt ist, den grossteil dieser gelder fuer die alternative zu verwenden	diese	177
478	Es	28660		yes						error_wrong_marking			
479	was	28483		na						na			
480	das	28612		yes						error_no_discourse_anaphor			
481	das	28481		yes						error_wrong_marking			
482	es	28822		yes						error_wrong_marking			
483	es	29110		yes						error_wrong_marking			
484	Das	29140		yes						error_no_discourse_anaphor			
485	es	28895		yes						error_wrong_marking			
486	Das	29265	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich, wenn sie sie wahrnehmen, wenn sie sich aendern, wenn sie die zeit des schweigens der oesterreichischen innenplitik beenden, wenn sie zu einem europaeischen aufklaerer werden	eine_solche	179
487	Es	28874		yes						error_wrong_marking			
488	es	29156		yes						error_wrong_marking			
489	es	29042	na	yes	na	na	na	yes	na	discourse_anaphor	naemlich vertrauen herstellen	na	178
490	es	29195		yes						error_no_discourse_anaphor			
491	es	29147		yes						error_wrong_marking			
492	es	29164		yes						error_wrong_marking			
493	das	29518	ansicht	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass man in verschiedenen europaeischen staaten glaubte, man muesste rasch handeln , man muesste die amerikaner unterstuetzen .	diese	180
494	es	29553		yes						error_wrong_marking			
495	Es	29460		yes						error_wrong_marking			
496	es	29824		yes						error_wrong_marking			
497	Es	29847		yes						error_wrong_marking			
498	es	29645	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass sie , frau kommissarin , heute diese balance wirklich exzellent getroffen haben	diese	181
499	dies	29951		yes						error_no_discourse_anaphor			
500	Dies	30212	massnahme	yes	na	na	na	yes	na	discourse_anaphor	naemlich hilfe zu organisieren , einen dialog zustande zu bringen , strukturen zu bauen , aus denen dann eine dauerhafte entwicklung erwaechst	diese	185
501	es	30359		yes						error_wrong_marking			
502	es	30295		yes						error_wrong_marking			
503	dies	30111	aktion	yes	na	na	na	na	na	discourse_anaphor	naemlich deutlich zu machen, dass terror in keiner weise begruendet sein kann und wir immer gegen terror sind , der hier von minderheiten im irak veruebt wird , und dass wir die mehrheit der bevoelkerung unterstuetzen muessen	eine_solche	182
504	es	29899		yes						error_wrong_marking			
505	es	30222		yes						error_no_discourse_anaphor			
506	dies	30049	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass sie nicht hingeht	diese	183
507	es	30031		yes						error_wrong_marking			
508	es	30043		yes						error_wrong_marking			
509	es	29915		yes						error_wrong_marking			
510	Das	30018	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir uns als uno erst dann wieder voll engagieren , dort wieder hingehen koennen , wenn sicherheit gegeben ist	eine_solche	186
511	es	30243		yes						error_wrong_marking			
512	das	30469	na	yes	na	na	na	yes	na	discourse_anaphor	naemlich, dass der vorschlag des rates und der vier staaten keine entschaedigungsregelung enthaelt	na	189
513	das	30687	na	yes	yes	na	na	na	na	discourse_anaphor	naemlich das vertrauen in kontrolle	na	188
514	es	30558		yes						error_wrong_marking			
515	es	30411		yes						error_wrong_marking			
516	das	30593		yes						error_no_discourse_anaphor			
517	Es	31025		yes						error_wrong_marking			
518	Es	30932		yes						error_wrong_marking			
519	es	30749		yes						error_wrong_marking			
520	Es	31151		yes						error_wrong_marking			
521	das	31264	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass die anzahl der beschwerden stetig ansteigt	diese	191
522	es	31559		yes						error_wrong_marking			
523	es	31293		yes						error_wrong_marking			
524	Das	31452	massnahme	yes	na	na	na	na	yes	discourse_anaphor	naemlich, dass sie voll zu unterstuetzen sind	diese	190
525	Es	31609		yes						error_wrong_marking			
526	Es	31633		yes						error_no_discourse_anaphor			
527	das	31996	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich auch die moeglichkeit des rueckholrechts zu h	diese	195
528	das	32131		yes						error_wrong_marking			
529	Es	31786		yes						error_wrong_marking			
530	was	32134		na						na			
531	was	32236		na						na			
532	Es	31764		yes						error_wrong_marking			
533	das	31861	moeglichkeit	yes	yes	na	na	yes	na	discourse_anaphor	naemlich einen teil unserer gesetzgebungskompetenz herzugeben	diese	194
534	es	31983		yes						error_wrong_marking			
535	Es	31736		yes						error_wrong_marking			
536	das	32015	moeglichkeit	yes	na	na	na	na	na	discourse_anaphor	aemlich auch die moeglichkeit des rueckholrechts zu h	diese	195
537	was	32220		na						na			
538	es	31847		yes						error_wrong_marking			
539	es	32586		yes						error_wrong_marking			
540	Das	32344	umstand	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass inzwischen aus dieser ehemals gouvernementalen zusammenarbeit eine interinstitutionelle sache geworden ist	diese	196
541	das	32405		yes						error_no_discourse_anaphor			
542	es	32468		yes						error_wrong_marking			
543	es	32330		yes						error_wrong_marking			
544	Es	32578		yes						error_wrong_marking			
545	es	32290		yes						error_wrong_marking			
546	es	32354		yes						error_wrong_marking			
547	Es	32741		yes						error_wrong_marking			
548	es	33071		yes						error_no_discourse_anaphor			
549	Das	33093	sachverhalt	yes	na	na	na	na	yes	discourse_anaphor	naemlich, das syrien sich jetzt daran messen lassen muss, ob es hamas und hisbollah im libanon und in syrien bekaempft ,weil sie ansonsten kein guter partner der europaeischen politik sein koennen	diese	198
550	das	32724	ereignis	yes	na	na	yes	yes	yes	discourse_anaphor	naemlich, dass wir heute praesident juschtschenko hier haben	diese	197
551	es	33028		yes						error_no_discourse_anaphor			
552	das	32950		yes						error_wrong_marking			
553	das	33378	na	na	na	yes	na	na	na	discourse_anaphor		na	
554	Das	33734	na	yes	na	na	na	yes	na	discourse_anaphor	naemlich, dass alles verboten ist, es sei denn , es ist erlaubt	na	200
555	das	33783	sachverhalt	yes	na	na	na	yes	yes	discourse_anaphor	naemlich, dass es nicht nur um etiketten , sondern auch um werbeangaben geht	diese	199
556	es	33729		yes						error_no_discourse_anaphor			
557	es	33769		yes						error_wrong_marking			
558	es	33776		yes						error_wrong_marking			
559	Es	33476		yes						error_wrong_marking			
560	es	33471		yes						error_wrong_marking			
561	dies	33631	entwicklung	yes	na	na	na	na	yes	discourse_anaphor	naemlich gegen die dickleibigkeit vieler kinder etwas zu tun	eine_solche	201
562	Das	33623	einschaetzung	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir in europa gegen die dickleibigkeit vieler kinder etwas tun muessen	diese	202
563	es	33725		yes						error_wrong_marking			
564	Das	33893		yes						error_no_discourse_anaphor			
565	es	34056		yes						error_no_discourse_anaphor			
566	es	34033		yes						error_wrong_marking			
567	es	34042	entwicklung	yes	na	na	na	na	yes	discourse_anaphor	naemlich was geschieht wenn wir keine fuelle von konkreten massnahmen haben	eine_solche	203
568	es	34049	problem	yes	na	na	na	na	yes	discourse_anaphor	naemlich was geschieht wenn wir keine fuelle von konkreten massnahmen haben	diese	203
569	es	34315		yes						error_wrong_marking			
570	Es	34480		yes						error_wrong_marking			
571	Es	34571		yes						error_wrong_marking			
572	es	34962		yes						error_no_discourse_anaphor			
573	es	34945		yes						error_no_discourse_anaphor			
574	das	34650		yes						error_wrong_marking			
575	es	34950		yes						error_no_discourse_anaphor			
576	es	34970		yes						error_no_discourse_anaphor			
577	es	34940		yes						error_no_discourse_anaphor			
578	Dies	34824	forderung	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass die infrastrukturellen investitionen durch israel nicht wieder zerstoert werden	diese	204
579	es	34986		yes						error_no_discourse_anaphor			
580	es	35127		yes						error_wrong_marking			
581	es	35252		yes						error_wrong_marking			
582	es	35491		yes						error_wrong_marking			
583	Das	35401	umstand	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass andere an diese stelle treten und einfluss gewinnen	diese	205
584	dies	35618	sachverhalt	yes	na	yes	yes	na	na	discourse_anaphor	dass er der gewalt abgeschworen hat und dass er das existenzrecht des staates israel anerkannt hat.	diese	
585	es	35485		yes						error_wrong_marking			
586	Dies	35308		yes						deictic			
587	es	35374		yes						error_wrong_marking			
588	Es	35329		yes						error_wrong_marking			
589	es	35846		yes						error_wrong_marking			
590	es	36030	massnahme	yes	yes	na	yes	na	na	discourse_anaphor	dieser einbau	diese	210
591	es	35791	einschaetzung	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass ich diese zahlen fuer masslos ueberschaetzt halte.	diese	209
592	es	36157		yes						error_wrong_marking			
593	es	35953		yes						error_wrong_marking			
594	das	35913	meinung	yes	na	na	na	yes	na	discourse_anaphor	naemlich dass offensichtlich sicherheit nur mehr in einem technologischen kontext verstanden wird	eine_solche	207
595	es	36021		yes						error_wrong_marking			
596	Es	35997		yes						error_wrong_marking			
597	es	36064	massnahme	yes	na	na	yes	na	na	discourse_anaphor	naemlich ein solches ding einzubauen	eine_solche	206
598	Das	35898	umstand	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass wenn es um massnahmen geht , die wirklich an die substanz der unfaelle gehen , die wirklich das potenzial haetten , menschen zu einem besseren fahrverhalten zu bringen , wie etwa der verzicht auf alkohol oder an die fahrverhaeltnisse angepasste geschwindigkeiten , dann im verkehrsausschuss entsprechende antraege samt und sonders abgelehnt  werden.	diese	208
599	es	35941		yes						error_wrong_marking			
600	es	35924		yes						error_wrong_marking			
601	Es	36069		yes						error_wrong_marking			
602	das	36548		yes						error_wrong_marking			
603	Es	36407		yes						error_wrong_marking			
604	es	36366		yes						error_wrong_marking			
605	es	36230		yes						error_wrong_marking			
606	es	36315		yes						error_wrong_marking			
607	Es	36493		yes						error_wrong_marking			
608	es	36528		yes						error_wrong_marking			
609	Das	36471	entwicklung	yes	na	na	yes	yes	na	discourse_anaphor	naemlich dass aethiopien und eritrea ihren konflikt auf dem gebiet von somalia ausfechten	diese	211
610	es	36453		yes						error_wrong_marking			
611	es	36831		yes						error_wrong_marking			
612	Es	36822		yes						error_wrong_marking			
613	es	36837	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich dass es keine beimischungsverpflichtung gab	diese	212
614	das	36596		yes						error_wrong_marking			
615	es	37099	na	yes	na	yes	na	yes	na	discourse_anaphor		na	
616	das	37062	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass in den vermittlungsverfahren eine reihe von substanziellen fortschritten in unsere richtung erzielt worden sind	diese	213
617	was	37224		na						na			
618	Es	37288		yes						error_wrong_marking			
619	was	37265		na						na			
620	was	37188		na						na			
621	dies	37218	na	yes	yes	na	na	na	na	discourse_anaphor	naemlich dieser vorschlag	na	215
622	Das	37152	entwicklung	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass durch die uebertreibung bei den oeko-sozialen kriterien der binnenmarkt wieder zurueckgefahren wird gegenueber der situation , die 1993 erreicht wurde	eine_solche	214
623	es	37238		yes						error_no_discourse_anaphor			
624	Das	37569	behauptung	yes	na	na	na	na	na	discourse_anaphor	naemlich,  dass eine loesung der zypern-frage die eu bestrebungen der tuerkei erheblich erleichtern wuerde	diese	216
625	es	37825		yes						error_wrong_marking			
626	es	37785		yes						error_wrong_marking			
627	es	37777		yes						error_wrong_marking			
628	das	37802		yes						error_wrong_marking			
629	es	37817		yes						error_no_discourse_anaphor			
630	es	38048	aktivitaet	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir uns der weltpolitik stellen muessen	eine_solche	217
631	es	38043		yes						error_no_discourse_anaphor			
632	das	37999	tatsache	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir mit den zahlen, die wir ansetzten, die weichen fuer die zukunft stellen werden und dass sie auch eine grundlage fuer die debatte sein werden	diese	218
633	es	38020	aktivitaet	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir uns der weltpolitik stellen muessen	eine_solche	217
634	Das	38382	entwicklung	yes	na	na	na	na	na	discourse_anaphor	dass, wer noch arbeit hat ,  ueberwiegend zu schlechteren konditionen arbeitet.	diese	219
635	es	38393	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass, wer noch arbeit hat ,  ueberwiegend zu schlechteren konditionen arbeitet.	diese	219
636	es	38648		yes						error_wrong_marking			
