id	text	source
20587	.	t_01-09-05_165
20588	Thus	t_01-09-05_165
20589	,	t_01-09-05_165
20590	I	t_01-09-05_165
20591	cannot	t_01-09-05_165
20592	support	t_01-09-05_165
20593	the	t_01-09-05_165
20594	report	t_01-09-05_165
20595	.	t_01-09-05_165
20596	Mr	t_01-09-05_240
20597	President	t_01-09-05_240
20598	,	t_01-09-05_240
20599	I	t_01-09-05_240
20600	have	t_01-09-05_240
20601	listened	t_01-09-05_240
20602	to	t_01-09-05_240
20603	your	t_01-09-05_240
20604	comments	t_01-09-05_240
20605	with	t_01-09-05_240
20606	interest	t_01-09-05_240
20607	,	t_01-09-05_240
20608	but	t_01-09-05_240
20609	I	t_01-09-05_240
20610	would	t_01-09-05_240
20611	like	t_01-09-05_240
20612	to	t_01-09-05_240
20613	refer	t_01-09-05_240
20614	back	t_01-09-05_240
20615	to	t_01-09-05_240
20616	my	t_01-09-05_240
20617	question	t_01-09-05_240
20618	,	t_01-09-05_240
20619	Question	t_01-09-05_240
20620	No	t_01-09-05_240
20621	6	t_01-09-05_240
20622	:	t_01-09-05_240
20623	What	t_01-09-05_240
20624	conclusions	t_01-09-05_240
20625	should	t_01-09-05_240
20626	now	t_01-09-05_240
20627	be	t_01-09-05_240
20628	drawn	t_01-09-05_240
20629	for	t_01-09-05_240
20630	European	t_01-09-05_240
20631	Council	t_01-09-05_240
20632	meetings	t_01-09-05_240
20633	in	t_01-09-05_240
20634	future	t_01-09-05_240
20635	,	t_01-09-05_240
20636	not	t_01-09-05_240
20637	only	t_01-09-05_240
20638	as	t_01-09-05_240
20639	regards	t_01-09-05_240
20640	policing	t_01-09-05_240
20641	but	t_01-09-05_240
20642	also	t_01-09-05_240
20643	in	t_01-09-05_240
20644	organisational	t_01-09-05_240
20645	and	t_01-09-05_240
20646	policy	t_01-09-05_240
20647	terms	t_01-09-05_240
20648	?	t_01-09-05_240
20649	In	t_01-09-05_240
20650	particular	t_01-09-05_240
20651	,	t_01-09-05_240
20652	I	t_01-09-05_240
20653	should	t_01-09-05_240
20654	like	t_01-09-05_240
20655	to	t_01-09-05_240
20656	know	t_01-09-05_240
20657	whether	t_01-09-05_240
20658	you	t_01-09-05_240
20659	are	t_01-09-05_240
20660	considering	t_01-09-05_240
20661	reducing	t_01-09-05_240
20662	the	t_01-09-05_240
20663	number	t_01-09-05_240
20664	of	t_01-09-05_240
20665	participants	t_01-09-05_240
20666	and	t_01-09-05_240
20667	the	t_01-09-05_240
20668	agenda	t_01-09-05_240
20669	,	t_01-09-05_240
20670	as	t_01-09-05_240
20671	has	t_01-09-05_240
20672	happened	t_01-09-05_240
20673	with	t_01-09-05_240
20674	the	t_01-09-05_240
20675	G8	t_01-09-05_240
20676	summits	t_01-09-05_240
20677	.	t_01-09-05_240
20678	If	t_01-09-05_240
20679	the	t_01-09-05_240
20680	European	t_01-09-05_240
20681	Council	t_01-09-05_240
20682	meetings	t_01-09-05_240
20683	are	t_01-09-05_240
20684	only	t_01-09-05_240
20685	to	t_01-09-05_240
20686	take	t_01-09-05_240
20687	place	t_01-09-05_240
20688	in	t_01-09-05_240
20689	Belgium	t_01-09-05_240
20690	in	t_01-09-05_240
20691	future	t_01-09-05_240
20692	,	t_01-09-05_240
20693	has	t_01-09-05_240
20694	the	t_01-09-05_240
20695	idea	t_01-09-05_240
20696	of	t_01-09-05_240
20697	its	t_01-09-05_240
20698	own	t_01-09-05_240
20699	designated	t_01-09-05_240
20700	location	t_01-09-05_240
20701	been	t_01-09-05_240
20702	considered	t_01-09-05_240
20703	?	t_01-09-05_240
20704	Are	t_01-09-05_240
20705	there	t_01-09-05_240
20706	any	t_01-09-05_240
20707	thoughts	t_01-09-05_240
20708	on	t_01-09-05_240
20709	this	t_01-09-05_240
20710	issue	t_01-09-05_240
20711	and	t_01-09-05_240
20712	if	t_01-09-05_240
20713	so	t_01-09-05_240
20714	,	t_01-09-05_240
20715	what	t_01-09-05_240
20716	are	t_01-09-05_240
20717	they	t_01-09-05_240
20718	?	t_01-09-05_240
20719	Question	t_01-09-05_245
20720	No	t_01-09-05_245
20721	7	t_01-09-05_245
20722	by	t_01-09-05_245
20723	(	t_01-09-05_245
20724	H-0601/	t_01-09-05_245
20725	01	t_01-09-05_245
20726	)	t_01-09-05_245
20727	:	t_01-09-05_245
20728	Subject	t_01-09-05_245
20729	:	t_01-09-05_245
20730	Shannon	t_01-09-05_245
20731	as	t_01-09-05_245
20732	EU	t_01-09-05_245
20733	headquarters	t_01-09-05_245
20734	for	t_01-09-05_245
20735	natural	t_01-09-05_245
20736	or	t_01-09-05_245
20737	environmental	t_01-09-05_245
20738	emergencies	t_01-09-05_245
20739	response	t_01-09-05_245
20740	At	t_01-09-05_245
20741	its	t_01-09-05_245
20742	meeting	t_01-09-05_245
20743	of	t_01-09-05_245
20744	28-29	t_01-09-05_245
20745	May	t_01-09-05_245
20746	2001	t_01-09-05_245
20747	,	t_01-09-05_245
20748	the	t_01-09-05_245
20749	Council	t_01-09-05_245
20750	agreed	t_01-09-05_245
20751	to	t_01-09-05_245
20752	improve	t_01-09-05_245
20753	and	t_01-09-05_245
20754	coordinate	t_01-09-05_245
20755	EU	t_01-09-05_245
20756	civil	t_01-09-05_245
20757	protection	t_01-09-05_245
20758	intervention	t_01-09-05_245
20759	in	t_01-09-05_245
20760	the	t_01-09-05_245
20761	event	t_01-09-05_245
20762	of	t_01-09-05_245
20763	major	t_01-09-05_245
20764	natural	t_01-09-05_245
20765	,	t_01-09-05_245
20766	technological	t_01-09-05_245
20767	,	t_01-09-05_245
20768	radiological	t_01-09-05_245
20769	or	t_01-09-05_245
20770	environmental	t_01-09-05_245
20771	emergencies	t_01-09-05_245
20772	by	t_01-09-05_245
20773	setting	t_01-09-05_245
20774	up	t_01-09-05_245
20775	a	t_01-09-05_245
20776	common	t_01-09-05_245
20777	emergency	t_01-09-05_245
20778	communications	t_01-09-05_245
20779	system	t_01-09-05_245
20780	,	t_01-09-05_245
20781	common	t_01-09-05_245
20782	training	t_01-09-05_245
20783	and	t_01-09-05_245
20784	fast	t_01-09-05_245
20785	mobilisation	t_01-09-05_245
20786	of	t_01-09-05_245
20787	assessment/	t_01-09-05_245
20788	coordination	t_01-09-05_245
20789	teams	t_01-09-05_245
20790	and	t_01-09-05_245
20791	intervention	t_01-09-05_245
20792	teams	t_01-09-05_245
20793	.	t_01-09-05_245
20794	Would	t_01-09-05_245
20795	the	t_01-09-05_245
20796	Council	t_01-09-05_245
20797	consider	t_01-09-05_245
20798	locating	t_01-09-05_245
20799	an	t_01-09-05_245
20800	operational	t_01-09-05_245
20801	headquarters	t_01-09-05_245
20802	for	t_01-09-05_245
20803	this	t_01-09-05_245
20804	civil	t_01-09-05_245
20805	protection	t_01-09-05_245
20806	plan	t_01-09-05_245
20807	in	t_01-09-05_245
20808	Shannon	t_01-09-05_245
20809	which	t_01-09-05_245
20810	,	t_01-09-05_245
20811	among	t_01-09-05_245
20812	its	t_01-09-05_245
20813	many	t_01-09-05_245
20814	relevant	t_01-09-05_245
20815	facilities	t_01-09-05_245
20816	,	t_01-09-05_245
20817	includes	t_01-09-05_245
20818	a	t_01-09-05_245
20819	major	t_01-09-05_245
20820	international	t_01-09-05_245
20821	airport	t_01-09-05_245
20822	which	t_01-09-05_245
20823	could	t_01-09-05_245
20824	be	t_01-09-05_245
20825	used	t_01-09-05_245
20826	for	t_01-09-05_245
20827	transporting	t_01-09-05_245
20828	resources	t_01-09-05_245
20829	and	t_01-09-05_245
20830	provisions	t_01-09-05_245
20831	for	t_01-09-05_245
20832	interventions	t_01-09-05_245
20833	in	t_01-09-05_245
20834	third	t_01-09-05_245
20835	countries	t_01-09-05_245
20836	and	t_01-09-05_245
20837	could	t_01-09-05_245
20838	handle	t_01-09-05_245
20839	the	t_01-09-05_245
20840	pooling	t_01-09-05_245
20841	of	t_01-09-05_245
20842	information	t_01-09-05_245
20843	on	t_01-09-05_245
20844	serums	t_01-09-05_245
20845	and	t_01-09-05_245
20846	vaccines	t_01-09-05_245
20847	to	t_01-09-05_245
20848	which	t_01-09-05_245
20849	the	t_01-09-05_245
20850	Council	t_01-09-05_245
20851	Decision	t_01-09-05_245
20852	also	t_01-09-05_245
20853	refers	t_01-09-05_245
20854	?	t_01-09-05_245
20855	As	t_01-09-05_251
20856	the	t_01-09-05_251
20857	honourable	t_01-09-05_251
20858	Member	t_01-09-05_251
20859	has	t_01-09-05_251
20860	repeated	t_01-09-05_251
20861	the	t_01-09-05_251
20862	question	t_01-09-05_251
20863	which	t_01-09-05_251
20864	was	t_01-09-05_251
20865	addressed	t_01-09-05_251
20866	to	t_01-09-05_251
20867	us	t_01-09-05_251
20868	earlier	t_01-09-05_251
20869	,	t_01-09-05_251
20870	I	t_01-09-05_251
20871	can	t_01-09-05_251
20872	only	t_01-09-05_251
20873	repeat	t_01-09-05_251
20874	the	t_01-09-05_251
20875	answer	t_01-09-05_251
20876	I	t_01-09-05_251
20877	gave	t_01-09-05_251
20878	.	t_01-09-05_251
20879	I	t_01-09-05_251
20880	am	t_01-09-05_251
20881	sorry	t_01-09-05_251
20882	.	t_01-09-05_251
20883	The	t_01-09-05_251
20884	thinking	t_01-09-05_251
20885	is	t_01-09-05_251
20886	developing	t_01-09-05_251
20887	and	t_01-09-05_251
20888	this	t_01-09-05_251
20889	is	t_01-09-05_251
20890	shown	t_01-09-05_251
20891	by	t_01-09-05_251
20892	the	t_01-09-05_251
20893	conclusions	t_01-09-05_251
20894	to	t_01-09-05_251
20895	which	t_01-09-05_251
20896	I	t_01-09-05_251
20897	refer	t_01-09-05_251
20898	.	t_01-09-05_251
20899	The	t_01-09-05_251
20900	seminar	t_01-09-05_251
20901	is	t_01-09-05_251
20902	a	t_01-09-05_251
20903	further	t_01-09-05_251
20904	initiative	t_01-09-05_251
20905	.	t_01-09-05_251
20906	I	t_01-09-05_251
20907	expect	t_01-09-05_251
20908	that	t_01-09-05_251
20909	eventually	t_01-09-05_251
20910	you	t_01-09-05_251
20911	or	t_01-09-05_251
20912	some	t_01-09-05_251
20913	of	t_01-09-05_251
20914	your	t_01-09-05_251
20915	colleagues	t_01-09-05_251
20916	might	t_01-09-05_251
20917	invite	t_01-09-05_251
20918	the	t_01-09-05_251
20919	Commission	t_01-09-05_251
20920	to	t_01-09-05_251
20921	take	t_01-09-05_251
20922	a	t_01-09-05_251
20923	number	t_01-09-05_251
20924	of	t_01-09-05_251
20925	measures	t_01-09-05_251
20926	.	t_01-09-05_251
20927	I	t_01-09-05_251
20928	know	t_01-09-05_251
20929	that	t_01-09-05_251
20930	the	t_01-09-05_251
20931	Council	t_01-09-05_251
20932	attaches	t_01-09-05_251
20933	great	t_01-09-05_251
20934	importance	t_01-09-05_251
20935	to	t_01-09-05_251
20936	small	t_01-09-05_251
20937	and	t_01-09-05_251
20938	medium-sized	t_01-09-05_251
20939	enterprises	t_01-09-05_251
20940	and	t_01-09-05_251
20941	recognises	t_01-09-05_251
20942	that	t_01-09-05_251
20943	these	t_01-09-05_251
20944	constitute	t_01-09-05_251
20945	the	t_01-09-05_251
20946	backbone	t_01-09-05_251
20947	of	t_01-09-05_251
20948	our	t_01-09-05_251
20949	individual	t_01-09-05_251
20950	economies	t_01-09-05_251
20951	and	t_01-09-05_251
20952	of	t_01-09-05_251
20953	our	t_01-09-05_251
20954	European	t_01-09-05_251
20955	economy	t_01-09-05_251
20956	in	t_01-09-05_251
20957	general	t_01-09-05_251
20958	.	t_01-09-05_251
20959	I	t_01-09-05_255
20960	note	t_01-09-05_255
20961	that	t_01-09-05_255
20962	the	t_01-09-05_255
20963	President-in-Office	t_01-09-05_255
20964	has	t_01-09-05_255
20965	referred	t_01-09-05_255
20966	to	t_01-09-05_255
20967	the	t_01-09-05_255
20968	discussions	t_01-09-05_255
20969	which	t_01-09-05_255
20970	she	t_01-09-05_255
20971	hopes	t_01-09-05_255
20972	will	t_01-09-05_255
20973	come	t_01-09-05_255
20974	to	t_01-09-05_255
20975	a	t_01-09-05_255
20976	fruitful	t_01-09-05_255
20977	and	t_01-09-05_255
20978	successful	t_01-09-05_255
20979	conclusion	t_01-09-05_255
20980	.	t_01-09-05_255
20981	I	t_01-09-05_255
20982	would	t_01-09-05_255
20983	add	t_01-09-05_255
20984	that	t_01-09-05_255
20985	I	t_01-09-05_255
20986	hope	t_01-09-05_255
20987	it	t_01-09-05_255
20988	will	t_01-09-05_255
20989	also	t_01-09-05_255
20990	be	t_01-09-05_255
20991	a	t_01-09-05_255
20992	fair	t_01-09-05_255
20993	conclusion	t_01-09-05_255
20994	.	t_01-09-05_255
20995	In	t_01-09-05_255
20996	addition	t_01-09-05_255
20997	,	t_01-09-05_255
20998	I	t_01-09-05_255
20999	am	t_01-09-05_255
21000	pleased	t_01-09-05_255
21001	that	t_01-09-05_255
21002	she	t_01-09-05_255
21003	has	t_01-09-05_255
21004	referred	t_01-09-05_255
21005	to	t_01-09-05_255
21006	discards	t_01-09-05_255
21007	.	t_01-09-05_255
21008	This	t_01-09-05_255
21009	has	t_01-09-05_255
21010	to	t_01-09-05_255
21011	be	t_01-09-05_255
21012	top	t_01-09-05_255
21013	priority	t_01-09-05_255
21014	because	t_01-09-05_255
21015	too	t_01-09-05_255
21016	many	t_01-09-05_255
21017	fish	t_01-09-05_255
21018	that	t_01-09-05_255
21019	are	t_01-09-05_255
21020	taken	t_01-09-05_255
21021	aboard	t_01-09-05_255
21022	vessels	t_01-09-05_255
21023	are	t_01-09-05_255
21024	discards	t_01-09-05_255
21025	-	t_01-09-05_255
21026	and	t_01-09-05_255
21027	then	t_01-09-05_255
21028	it	t_01-09-05_255
21029	is	t_01-09-05_255
21030	much	t_01-09-05_255
21031	too	t_01-09-05_255
21032	late	t_01-09-05_255
21033	.	t_01-09-05_255
21034	I	t_01-09-05_255
21035	would	t_01-09-05_255
21036	ask	t_01-09-05_255
21037	the	t_01-09-05_255
21038	President-in-Office	t_01-09-05_255
21039	whether	t_01-09-05_255
21040	she	t_01-09-05_255
21041	would	t_01-09-05_255
21042	take	t_01-09-05_255
21043	into	t_01-09-05_255
21044	consideration	t_01-09-05_255
21045	the	t_01-09-05_255
21046	initiative	t_01-09-05_255
21047	taken	t_01-09-05_255
21048	by	t_01-09-05_255
21049	both	t_01-09-05_255
21050	Ireland	t_01-09-05_255
21051	and	t_01-09-05_255
21052	the	t_01-09-05_255
21053	UK	t_01-09-05_255
21054	in	t_01-09-05_255
21055	relation	t_01-09-05_255
21056	to	t_01-09-05_255
21057	technical	t_01-09-05_255
21058	conservation	t_01-09-05_255
21059	measures	t_01-09-05_255
21060	and	t_01-09-05_255
21061	see	t_01-09-05_255
21062	that	t_01-09-05_255
21063	some	t_01-09-05_255
21064	effort	t_01-09-05_255
21065	is	t_01-09-05_255
21066	made	t_01-09-05_255
21067	by	t_01-09-05_255
21068	all	t_01-09-05_255
21069	countries	t_01-09-05_255
21070	to	t_01-09-05_255
21071	try	t_01-09-05_255
21072	to	t_01-09-05_255
21073	ensure	t_01-09-05_255
21074	that	t_01-09-05_255
21075	the	t_01-09-05_255
21076	smaller	t_01-09-05_255
21077	fish	t_01-09-05_255
21078	are	t_01-09-05_255
21079	not	t_01-09-05_255
21080	taken	t_01-09-05_255
21081	on	t_01-09-05_255
21082	board	t_01-09-05_255
21083	.	t_01-09-05_255
21084	You	t_01-09-05_255
21085	referred	t_01-09-05_255
21086	to	t_01-09-05_255
21087	the	t_01-09-05_255
21088	point	t_01-09-05_255
21089	that	t_01-09-05_255
21090	relative	t_01-09-05_255
21091	stability	t_01-09-05_255
21092	and	t_01-09-05_255
21093	special	t_01-09-05_255
21094	unique	t_01-09-05_255
21095	circumstances	t_01-09-05_255
21096	cannot	t_01-09-05_255
21097	be	t_01-09-05_255
21098	taken	t_01-09-05_255
21099	into	t_01-09-05_255
21100	consideration	t_01-09-05_255
21101	.	t_01-09-05_255
21102	We	t_01-09-05_255
21103	are	t_01-09-05_255
21104	now	t_01-09-05_255
21105	20	t_01-09-05_255
21106	years	t_01-09-05_255
21107	on	t_01-09-05_255
21108	and	t_01-09-05_255
21109	if	t_01-09-05_255
21110	we	t_01-09-05_255
21111	continue	t_01-09-05_255
21112	with	t_01-09-05_255
21113	the	t_01-09-05_255
21114	same	t_01-09-05_255
21115	principle	t_01-09-05_255
21116	as	t_01-09-05_255
21117	we	t_01-09-05_255
21118	had	t_01-09-05_255
21119	in	t_01-09-05_255
21120	1983	t_01-09-05_255
21121	then	t_01-09-05_255
21122	small	t_01-09-05_255
21123	countries	t_01-09-05_255
21124	like	t_01-09-05_255
21125	Ireland	t_01-09-05_255
21126	will	t_01-09-05_255
21127	be	t_01-09-05_255
21128	worse	t_01-09-05_255
21129	off	t_01-09-05_255
21130	.	t_01-09-05_255
21131	We	t_01-09-05_255
21132	have	t_01-09-05_255
21133	to	t_01-09-05_255
21134	be	t_01-09-05_255
21135	pragmatic	t_01-09-05_255
21136	about	t_01-09-05_255
21137	this	t_01-09-05_255
21138	.	t_01-09-05_255
21139	The	t_01-09-05_255
21140	Council	t_01-09-05_255
21141	,	t_01-09-05_255
21142	the	t_01-09-05_255
21143	Council	t_01-09-05_255
21144	of	t_01-09-05_255
21145	Ministers	t_01-09-05_255
21146	,	t_01-09-05_255
21147	the	t_01-09-05_255
21148	presidency	t_01-09-05_255
21149	have	t_01-09-05_255
21150	to	t_01-09-05_255
21151	take	t_01-09-05_255
21152	into	t_01-09-05_255
21153	consideration	t_01-09-05_255
21154	that	t_01-09-05_255
21155	in	t_01-09-05_255
21156	Ireland	t_01-09-05_255
21157	the	t_01-09-05_255
21158	coastal	t_01-09-05_255
21159	regions	t_01-09-05_255
21160	have	t_01-09-05_255
21161	no	t_01-09-05_255
21162	alternative	t_01-09-05_255
21163	source	t_01-09-05_255
21164	of	t_01-09-05_255
21165	employment	t_01-09-05_255
21166	.	t_01-09-05_255
21167	It	t_01-09-05_255
21168	is	t_01-09-05_255
21169	a	t_01-09-05_255
21170	peripheral	t_01-09-05_255
21171	area	t_01-09-05_255
21172	,	t_01-09-05_255
21173	an	t_01-09-05_255
21174	Objective	t_01-09-05_255
21175	1	t_01-09-05_255
21176	area	t_01-09-05_255
21177	.	t_01-09-05_255
21178	Those	t_01-09-05_255
21179	regions	t_01-09-05_255
21180	must	t_01-09-05_255
21181	be	t_01-09-05_255
21182	taken	t_01-09-05_255
21183	into	t_01-09-05_255
21184	consideration	t_01-09-05_255
21185	.	t_01-09-05_255
21186	I	t_01-09-05_255
21187	would	t_01-09-05_255
21188	ask	t_01-09-05_255
21189	the	t_01-09-05_255
21190	President-in-Office	t_01-09-05_255
21191	to	t_01-09-05_255
21192	keep	t_01-09-05_255
21193	an	t_01-09-05_255
21194	open	t_01-09-05_255
21195	mind	t_01-09-05_255
21196	.	t_01-09-05_255
21197	I	t_01-09-05_263
21198	thank	t_01-09-05_263
21199	the	t_01-09-05_263
21200	President-in-Office	t_01-09-05_263
21201	for	t_01-09-05_263
21202	her	t_01-09-05_263
21203	positive	t_01-09-05_263
21204	response	t_01-09-05_263
21205	and	t_01-09-05_263
21206	for	t_01-09-05_263
21207	outlining	t_01-09-05_263
21208	the	t_01-09-05_263
21209	present	t_01-09-05_263
21210	position	t_01-09-05_263
21211	with	t_01-09-05_263
21212	regard	t_01-09-05_263
21213	to	t_01-09-05_263
21214	my	t_01-09-05_263
21215	question	t_01-09-05_263
21216	.	t_01-09-05_263
21217	Alternative	t_01-09-05_263
21218	fuels	t_01-09-05_263
21219	have	t_01-09-05_263
21220	been	t_01-09-05_263
21221	a	t_01-09-05_263
21222	live	t_01-09-05_263
21223	agenda	t_01-09-05_263
21224	item	t_01-09-05_263
21225	in	t_01-09-05_263
21226	this	t_01-09-05_263
21227	Parliament	t_01-09-05_263
21228	for	t_01-09-05_263
21229	a	t_01-09-05_263
21230	number	t_01-09-05_263
21231	of	t_01-09-05_263
21232	years	t_01-09-05_263
21233	but	t_01-09-05_263
21234	we	t_01-09-05_263
21235	do	t_01-09-05_263
21236	not	t_01-09-05_263
21237	seem	t_01-09-05_263
21238	to	t_01-09-05_263
21239	be	t_01-09-05_263
21240	any	t_01-09-05_263
21241	closer	t_01-09-05_263
21242	to	t_01-09-05_263
21243	a	t_01-09-05_263
21244	practical	t_01-09-05_263
21245	outcome	t_01-09-05_263
21246	.	t_01-09-05_263
21247	It	t_01-09-05_263
21248	is	t_01-09-05_263
21249	obvious	t_01-09-05_263
21250	that	t_01-09-05_263
21251	hydrogen	t_01-09-05_263
21252	energy	t_01-09-05_263
21253	represents	t_01-09-05_263
21254	an	t_01-09-05_263
21255	alternative	t_01-09-05_263
21256	to	t_01-09-05_263
21257	fossil	t_01-09-05_263
21258	fuels	t_01-09-05_263
21259	,	t_01-09-05_263
21260	but	t_01-09-05_263
21261	there	t_01-09-05_263
21262	are	t_01-09-05_263
21263	other	t_01-09-05_263
21264	possible	t_01-09-05_263
21265	alternatives	t_01-09-05_263
21266	,	t_01-09-05_263
21267	such	t_01-09-05_263
21268	as	t_01-09-05_263
21269	bio-energy	t_01-09-05_263
21270	,	t_01-09-05_263
21271	which	t_01-09-05_263
21272	is	t_01-09-05_263
21273	relevant	t_01-09-05_263
21274	to	t_01-09-05_263
21275	sustainable	t_01-09-05_263
21276	land	t_01-09-05_263
21277	use	t_01-09-05_263
21278	.	t_01-09-05_263
21279	Can	t_01-09-05_263
21280	the	t_01-09-05_263
21281	President-in-Office	t_01-09-05_263
21282	give	t_01-09-05_263
21283	the	t_01-09-05_263
21284	House	t_01-09-05_263
21285	an	t_01-09-05_263
21286	update	t_01-09-05_263
21287	on	t_01-09-05_263
21288	research	t_01-09-05_263
21289	in	t_01-09-05_263
21290	these	t_01-09-05_263
21291	areas	t_01-09-05_263
21292	and	t_01-09-05_263
21293	how	t_01-09-05_263
21294	soon	t_01-09-05_263
21295	we	t_01-09-05_263
21296	can	t_01-09-05_263
21297	expect	t_01-09-05_263
21298	a	t_01-09-05_263
21299	positive	t_01-09-05_263
21300	breakthrough	t_01-09-05_263
21301	in	t_01-09-05_263
21302	the	t_01-09-05_263
21303	area	t_01-09-05_263
21304	of	t_01-09-05_263
21305	alternative	t_01-09-05_263
21306	fuels	t_01-09-05_263
21307	?	t_01-09-05_263
21308	Mr	t_01-09-05_286
21309	President	t_01-09-05_286
21310	,	t_01-09-05_286
21311	Madam	t_01-09-05_286
21312	President-in-Office	t_01-09-05_286
21313	of	t_01-09-05_286
21314	the	t_01-09-05_286
21315	Council	t_01-09-05_286
21316	,	t_01-09-05_286
21317	you	t_01-09-05_286
21318	yourselves	t_01-09-05_286
21319	are	t_01-09-05_286
21320	familiar	t_01-09-05_286
21321	with	t_01-09-05_286
21322	the	t_01-09-05_286
21323	hundred	t_01-09-05_286
21324	franc	t_01-09-05_286
21325	note	t_01-09-05_286
21326	in	t_01-09-05_286
21327	Belgium	t_01-09-05_286
21328	,	t_01-09-05_286
21329	which	t_01-09-05_286
21330	is	t_01-09-05_286
21331	worth	t_01-09-05_286
21332	about	t_01-09-05_286
21333	2	t_01-09-05_286
21334	euro	t_01-09-05_286
21335	.	t_01-09-05_286
21336	In	t_01-09-05_286
21337	Greece	t_01-09-05_286
21338	,	t_01-09-05_286
21339	there	t_01-09-05_286
21340	is	t_01-09-05_286
21341	the	t_01-09-05_286
21342	thousand	t_01-09-05_286
21343	drachma	t_01-09-05_286
21344	note	t_01-09-05_286
21345	,	t_01-09-05_286
21346	which	t_01-09-05_286
21347	is	t_01-09-05_286
21348	only	t_01-09-05_286
21349	worth	t_01-09-05_286
21350	0.5	t_01-09-05_286
21351	cents	t_01-09-05_286
21352	.	t_01-09-05_286
21353	In	t_01-09-05_286
21354	other	t_01-09-05_286
21355	words	t_01-09-05_286
21356	,	t_01-09-05_286
21357	we	t_01-09-05_286
21358	are	t_01-09-05_286
21359	quite	t_01-09-05_286
21360	used	t_01-09-05_286
21361	to	t_01-09-05_286
21362	having	t_01-09-05_286
21363	a	t_01-09-05_286
21364	largely	t_01-09-05_286
21365	paper-based	t_01-09-05_286
21366	currency	t_01-09-05_286
21367	,	t_01-09-05_286
21368	so	t_01-09-05_286
21369	my	t_01-09-05_286
21370	question	t_01-09-05_286
21371	is	t_01-09-05_286
21372	this	t_01-09-05_286
21373	:	t_01-09-05_286
21374	do	t_01-09-05_286
21375	you	t_01-09-05_286
21376	think	t_01-09-05_286
21377	it	t_01-09-05_286
21378	is	t_01-09-05_286
21379	likely	t_01-09-05_286
21380	that	t_01-09-05_286
21381	we	t_01-09-05_286
21382	will	t_01-09-05_286
21383	ultimately	t_01-09-05_286
21384	have	t_01-09-05_286
21385	one	t_01-09-05_286
21386	or	t_01-09-05_286
21387	two	t_01-09-05_286
21388	euro	t_01-09-05_286
21389	notes	t_01-09-05_286
21390	as	t_01-09-05_286
21391	well	t_01-09-05_286
21392	,	t_01-09-05_286
21393	given	t_01-09-05_286
21394	that	t_01-09-05_286
21395	the	t_01-09-05_286
21396	five	t_01-09-05_286
21397	euro	t_01-09-05_286
21398	note	t_01-09-05_286
21399	is	t_01-09-05_286
21400	currently	t_01-09-05_286
21401	the	t_01-09-05_286
21402	smallest	t_01-09-05_286
21403	denomination	t_01-09-05_286
21404	?	t_01-09-05_286
21405	In	t_01-09-05_286
21406	the	t_01-09-05_286
21407	southern	t_01-09-05_286
21408	countries	t_01-09-05_286
21409	in	t_01-09-05_286
21410	particular	t_01-09-05_286
21411	,	t_01-09-05_286
21412	notes	t_01-09-05_286
21413	are	t_01-09-05_286
21414	far	t_01-09-05_286
21415	more	t_01-09-05_286
21416	popular	t_01-09-05_286
21417	than	t_01-09-05_286
21418	coins	t_01-09-05_286
21419	.	t_01-09-05_286
21420	Mr	t_01-09-05_328
21421	President	t_01-09-05_328
21422	,	t_01-09-05_328
21423	I	t_01-09-05_328
21424	should	t_01-09-05_328
21425	like	t_01-09-05_328
21426	to	t_01-09-05_328
21427	join	t_01-09-05_328
21428	in	t_01-09-05_328
21429	congratulating	t_01-09-05_328
21430	the	t_01-09-05_328
21431	rapporteurs	t_01-09-05_328
21432	on	t_01-09-05_328
21433	their	t_01-09-05_328
21434	work	t_01-09-05_328
21435	.	t_01-09-05_328
21436	Obviously	t_01-09-05_328
21437	the	t_01-09-05_328
21438	whole	t_01-09-05_328
21439	area	t_01-09-05_328
21440	of	t_01-09-05_328
21441	new	t_01-09-05_328
21442	technologies	t_01-09-05_328
21443	is	t_01-09-05_328
21444	one	t_01-09-05_328
21445	that	t_01-09-05_328
21446	has	t_01-09-05_328
21447	presented	t_01-09-05_328
21448	us	t_01-09-05_328
21449	with	t_01-09-05_328
21450	many	t_01-09-05_328
21451	problems	t_01-09-05_328
21452	as	t_01-09-05_328
21453	well	t_01-09-05_328
21454	as	t_01-09-05_328
21455	boundless	t_01-09-05_328
21456	opportunities	t_01-09-05_328
21457	.	t_01-09-05_328
21458	Unfortunately	t_01-09-05_328
21459	,	t_01-09-05_328
21460	however	t_01-09-05_328
21461	,	t_01-09-05_328
21462	as	t_01-09-05_328
21463	with	t_01-09-05_328
21464	most	t_01-09-05_328
21465	new	t_01-09-05_328
21466	opportunities	t_01-09-05_328
21467	,	t_01-09-05_328
21468	these	t_01-09-05_328
21469	have	t_01-09-05_328
21470	been	t_01-09-05_328
21471	hijacked	t_01-09-05_328
21472	to	t_01-09-05_328
21473	a	t_01-09-05_328
21474	huge	t_01-09-05_328
21475	extent	t_01-09-05_328
21476	by	t_01-09-05_328
21477	people	t_01-09-05_328
21478	of	t_01-09-05_328
21479	criminal	t_01-09-05_328
21480	intent	t_01-09-05_328
21481	who	t_01-09-05_328
21482	use	t_01-09-05_328
21483	them	t_01-09-05_328
21484	for	t_01-09-05_328
21485	illicit	t_01-09-05_328
