id	text	iset	shellnoun	content	content_phrase	comment
775	Annahme	59227	false	_		_
776	Tatsache	59591	true	given	423	_
777	Wunsch	52738	true	given	384	_
778	Möglichkeit	59442	true	given	422	_
779	Frage	52788	true	external		_
780	Recht	59845	false	_		_
781	Bemühungen	59686	true	given	428	_
782	Auffassung	52920	false	_		_
783	Vorschläge	52820	false	_		_
784	Schwierigkeiten	59924	false	_		_
785	Argument	66682	true	given	517	_
786	Zusagen	66538	false	_		_
787	Lage	59990	false	_		_
788	Rechte	59953	false	_		_
789	Chancen	53206	false	_		_
790	Vorschlag	60055	false	_		_
791	Ziel	53058	true	given	480	_
792	Lage	60150	false	_		_
793	Überzeugung	60086	true	given	441	_
794	Eindruck	53273	true	given	488	_
795	Ansicht	60476	false	_		_
796	Rechts	60303	false	_		_
797	Frage	53325	false	_		_
798	Versuch	53452	true	given	496	_
799	Gelegenheit	53342	false	_		_
800	Absicht	53473	true	given	502	_
801	Forderung	53660	true	given	503	_
802	Bedürfnissen	62141	false	_		_
803	Vorschlag	53558	false	_		_
804	Anforderungen	67059	false	_		_
805	Recht	53937	true	given	418	_
806	Recht	53905	false	_		_
807	Notwendigkeit	53972	true	given	420	_
808	Pflicht	53942	true	given	418	_
809	Projektion	71285	true	given	533	_
810	Möglichkeit	54174	true	given	424	_
811	Anstrengungen	71576	unclear	given	545	_
812	Fragen	54195	true	given	432 435 437 439	_
813	Lage	54512	false	_		_
814	Fragen	54459	true	given	445 443	_
815	Sicherheitsstandards	71696	false	_		_
816	Verdacht	54665	false	_		_
817	Frage	68473	true	given	472 470	_
818	Ansichten	57503	false	_		_
819	Frage	68562	true	external		_
820	Recht	62949	false	_		_
821	Verpflichtung	50791	true	given	373	_
822	Überzeugung	68723	true	given	484	_
823	Aufgaben	57675	true	given	460	_
824	Frage	68665	true	external		_
825	Recht	57562	false	_		_
826	Meinung	63045	true	external		_
827	Schwierigkeiten	57825	false	_		_
828	Fragen	63277	true	given	466 404	_
829	Frage	50932	false	_		_
830	Vorschlag	68727	true	given	481	_
831	Absicht	57711	true	given	464	_
832	Ansichten	63260	false	_		_
833	Standpunkt	68797	false	_		_
834	Rechte	57925	false	_		_
835	Frage	63425	true	given	405 407	_
836	Ansicht	68773	false	_		_
837	Fragen	57887	false	_		_
838	Möglichkeit	63364	true	given	468	_
839	Vorschlag	51103	true	external		_
840	Frage	63511	true	given	473	_
841	Voraussetzungen	51024	false	_		_
842	Erkenntnissen	68804	false	_		_
843	Ziele	57947	false	_		_
844	Vorschläge	63490	true	external		_
845	Überzeugung	50689	true	given	477	_
846	Frage	57347	true	external		_
847	Vorschlag	62917	true	given	455	_
848	Erkenntnisse	68845	false	_		_
849	Auffassung	63533	true	given	479	_
850	Entscheidungen	68842	false	_		_
851	Lage	68875	true	given	500	_
852	Standpunkt	63674	false	_		_
853	Meinung	68860	true	given	501	_
854	Überzeugung	63595	true	given	482	_
855	Ansicht	68925	false	_		_
856	Entscheidungen	68904	false	_		_
857	Fragen	51398	true	external		_
858	Versuchen	68946	true	given	505	_
859	Erfordernissen	69432	false	_		_
860	Garantien	69495	false	_		_
861	Lage	51522	false	_		_
862	Wunsch	63825	false	_		_
863	Abschluss	69439	false	_		_
864	Pläne	51429	true	given	421	_
865	Versuche	68980	true	given	507	_
866	Hoffnung	51535	true	given	376	_
867	Vorschläge	58187	false	_		_
868	Vorschläge	63937	false	_		_
869	dann	53341	false	_		_
870	Forderung	51148	true	given	508	_
871	Möglichkeit	51107	true	given	512 374	_
872	Frage	64027	unclear	given	406	_
873	Meinung	51921	false	_		_
874	Vorschlag	58336	false	_		_
875	Ansicht	58331	true	given	495	_
876	Auffassung	51966	true	given	425	_
877	Standpunkt	64282	false	_		_
878	Fragen	58400	false	_		_
879	Meinung	51937	false	_		_
880	Fragen	58391	false	_		_
881	Fragen	58446	false	_		_
882	Gründen	69580	false	_		_
883	Vorschläge	52054	false	_		_
884	Frage	52027	false	_		_
885	deshalb	69588	false	_		_
886	Aufgabe	52097	false	_		_
887	Vorschläge	52071	false	_		_
888	Gefahr	64673	false	_		_
889	Vorschlag	64638	false	_		_
890	Ansicht	64753	false	_		_
891	Ziel	58576	true	given	506	_
892	Vorschlag	64686	false	_		_
893	Ziel	58560	false	_		_
894	Gefahren	52307	false	_		_
895	Forderungen	64945	true	given	415	_
896	Vorschlag	58713	false	_		_
897	Ziel	52296	true	given	388 387	_
898	deshalb	66037	false	_		_
899	Vorschlag	64923	true	given	413	_
900	Zieles	58584	true	given	506	_
901	Annahme	52467	false	_		_
902	Scheitern	66058	false	_		_
903	Auftrag	52393	false	_		_
904	Anreize	66045	false	_		_
905	Zweifel	69962	false	_		_
906	Ziel	52569	true	given	438	_
907	Bedürfnisse	66094	false	_		_
908	Forderung	59145	true	given	416	_
909	Ansicht	52545	true	given	469	_
910	Möglichkeit	58976	false	_		_
911	Vorschlägen	52595	false	_		_
912	Vorstellungen	69652	false	_		_
913	Vorschlags	67045	false	_		_
914	Vorschläge	71229	false	_		_
915	Frage	71117	true	external		_
916	Versuch	61295	true	given	379	_
917	Ansicht	67063	false	_		_
918	Angelegenheiten	51705	false	_		_
919	Frage	61274	false	_		_
920	Möglichkeit	67052	true	given	531	_
921	Chancen	71362	false	_		_
922	Gefahr	54855	true	given	399	_
923	Vorschlägen	67128	false	_		_
924	Recht	61560	true	given	401	_
925	Versuch	55051	true	given	448	_
926	Feststellung	61514	true	given	372	_
927	Entscheidungen	61053	false	_		_
928	Standpunkt	71094	false	_		_
929	Frage	61050	false	_		_
930	Frage	71071	true	external		_
931	Zielsetzung	51285	true	given	375	_
932	Vorschlag	67025	false	_		_
933	Fragen	66893	true	given	528 526 529	_
934	Frage	71103	true	external		_
935	Vorschlägen	61246	false	_		_
936	Ansicht	71749	false	_		_
937	Recht	67166	false	_		_
938	Tatsache	71830	true	given	552	_
939	Vorschläge	67159	false	_		_
940	Ziel	71793	true	given	550	_
941	Schlussfolgerungen	52254	false	_		_
942	Frage	55392	false	_		_
943	Fragen	67209	true	given	535 532 537	_
944	Meinung	71898	false	_		_
945	Meinung	55275	false	_		_
946	Vorschlägen	67193	false	_		_
947	Rechte	71940	false	_		_
948	Frage	55441	true	given	370 392	_
949	Entscheidung	71909	true	external		_
950	Ansicht	62055	false	_		_
951	Verpflichtung	67462	true	given	408	_
952	Ziele	71989	true	given	453	_
953	Recht	62018	false	_		_
954	Entscheidung	71971	true	given	456	_
955	Frage	55079	true	given	380	_
956	Forderung	61704	true	given	400	_
957	Frage	71613	false	_		_
958	Eindruck	61655	true	given	371	_
959	Meinung	55196	true	given	378	_
960	Bereitschaft	61976	true	given	524	_
961	Meinung	55098	false	_		_
962	Forderungen	61838	false	_		_
963	Frage	55222	true	given	369	_
964	Ansicht	67612	true	given	451	_
965	Entscheidung	72007	true	given	453	_
966	Rechtes	62195	false	_		_
967	Aufgabe	55962	true	given	382	_
968	Frage	67734	false	_		_
969	Ansicht	62181	false	_		_
970	Schwierigkeiten	67644	false	_		_
971	Frage	50210	true	external		_
972	Vorschlag	62281	true	given	534	_
973	Frage	72128	true	external		_
974	Vorschlag	67894	false	_		_
975	Fragen	50084	true	external		_
976	Vorschläge	62221	false	_		_
977	Meinung	55980	false	_		_
978	Frage	50254	false	_		_
979	Ansicht	62296	false	_		_
980	Aufgaben	56357	false	_		_
981	Frage	72177	true	external		_
982	Tatsache	67943	true	given	461	_
983	Ziel	50228	false	_		_
984	Umständen	62292	false	_		_
985	Standpunkt	56233	true	given	391	_
986	Meinungen	72156	false	_		_
987	Ansicht	67902	true	given	459	_
988	Lage	72407	false	_		_
989	Standpunktes	62508	false	_		_
990	Rechte	72302	false	_		_
991	Möglichkeit	67976	false	_		_
992	Ansicht	62090	false	_		_
993	Frage	55597	true	external		_
994	Pflicht	67602	false	_		_
995	Recht	62071	false	_		_
996	Entscheidungen	71998	true	given	453	_
997	Frage	67578	true	given	546 553	_
998	Anträge	55931	false	_		_
999	Vorschlags	62121	false	_		_
1000	Frage	55796	true	given	381	_
1001	Gefahr	62659	false	_		_
1002	Ideen	72561	false	_		_
1003	Ziele	50354	false	_		_
1004	Frage	62786	true	given	548	_
1005	Gelegenheit	57073	true	given	549	_
1006	Vorschläge	72637	false	_		_
1007	Frage	62775	true	given	548	_
1008	Frage	56963	true	given	551	_
1009	Rechte	72570	false	_		_
1010	Ziele	50444	false	_		_
1011	Frage	57112	true	external		_
1012	Rechte	72816	false	_		_
1013	Verpflichtung	50385	true	given	462	_
1014	Ansichten	72695	false	_		_
1015	Aufgabe	68167	true	given	465	_
1016	Zweifel	73172	false	_		_
1017	Möglichkeit	50576	true	given	463	_
1018	Recht	62875	false	_		_
1019	Frage	57182	true	external		_
1020	Verpflichtung	50449	true	given	462	_
1021	Frage	57161	true	external		_
1022	Forderung	50674	true	given	377	_
1023	Vorschlag	62890	true	given	454	_
1024	Frage	57313	true	given	458	_
1025	Frage	68367	true	external		_
1026	Recht	50652	true	given	476	_
1027	Auffassung	62884	true	given	555	_
1028	Gefahr	72995	false	_		_
1029	Frage	68278	false	_		_
1030	Frage	62627	false	_		_
1031	Vorschlägen	56403	false	_		_
1032	Tatsache	62623	true	given	544	_
1033	Erkenntnisse	68084	false	_		_
1034	Frage	56803	false	_		_
1035	Annahme	65112	false	_		_
1036	Ansicht	69789	false	_		_
1037	Frage	69553	true	given	393	_
1038	Ansicht	65168	true	given	419	_
1039	Ansicht	65154	false	_		_
1040	Möglichkeit	69386	true	given	417	_
1041	Standpunkt	69436	false	_		_
1042	Zielsetzung	50382	false	_		_
1043	Lage	69415	false	_		_
1044	Vorhaben	50464	true	external		_
1045	Voraussetzungen	69501	true	given	385 398 397	_
1046	Entscheidung	69450	false	_		_
1047	Entscheidung	69523	false	_		_
1048	Gründen	50753	true	given	474 475 499	_
1049	Gefahr	65582	true	given	433	_
1050	Zielen	70272	false	_		_
1051	Vorschlag	70136	true	given	409	_
1052	Forderungen	65629	false	_		_
1053	Frage	70413	false	_		_
1054	Entscheidungen	65595	false	_		_
1055	Wunsch	70303	false	_		_
1056	Gelegenheit	65291	false	_		_
1057	Fragen	69814	true	external		_
1058	Vorschläge	69901	false	_		_
1059	Standpunkten	69892	false	_		_
1060	Ansicht	69942	false	_		_
1061	Frage	69939	true	external		_
1062	Lage	70649	false	_		_
1063	Argumente	51038	true	given	494	_
1064	Lage	70560	false	_		_
1065	Entscheidung	70693	true	given	516	_
1066	Vorschläge	70657	false	_		_
1067	Ansicht	60535	false	_		_
1068	dadurch	51060	false	_		_
1069	Ansicht	70760	true	given	518	_
1070	Gefahren	60643	false	_		_
1071	Einsicht	65830	false	_		_
1072	Möglichkeit	65809	true	given	434	_
1073	Vorschlags	70451	true	external		_
1074	Lage	65924	false	_		_
1075	Ziele	65860	false	_		_
1076	Vorschlag	70476	false	_		_
1077	Notwendigkeit	65975	true	given	442	_
1078	Gefahr	70929	true	given	523	_
1079	Notifizierungspflicht	51199	unclear	given	511	_
1080	Verpflichtung	66598	true	given	514	_
1081	Vorschläge	70942	false	_		_
1082	Ansicht	66585	true	given	517	_
1083	Vorschläge	71019	false	_		_
1084	Frage	71002	true	external		_
1085	Fragen	66725	false	_		_
1086	Bedarfsfall	51250	false	_		_
1087	Meinung	71051	true	given	530	_
1088	Frage	66752	true	given	521 520	_
1089	Argumentation	51300	true	external		_
1090	Verpflichtung	71023	true	given	527	_
1091	Standpunkt	70862	false	_		_
1092	Frage	70793	true	given	519	_
1093	Standpunkt	66478	false	_		_
1094	Aufgaben	60986	false	_		_
1095	Ansicht	66297	false	_		_
1096	Rechte	60977	false	_		_
1097	Ziele	61030	false	_		_
1098	Standpunkt	66528	false	_		_
1099	Ziele	61011	false	_		_
1100	Möglichkeit	73017	true	given	485	_
1101	Voraussetzungen	73022	false	_		_
1102	Entscheidungen	73432	false	_		_
1103	Hinweise	73385	false	_		_
1104	Tatsache	69136	true	given	411	_
1105	Frage	69091	true	external		_
1106	Wunsch	69335	true	given	414	_
