id	text	lemma	sent	source	pos	mother	rel
16183	gemeinsame	gemeinsam	729	t_01-09-05_69	ADJA	16186	nk
16184	Sicherheits-	Sicherheits-	729	t_01-09-05_69	TRUNC	16185	cj
16185	und	und	729	t_01-09-05_69	KON	16186	cd
16186	Verteidigungspolitik	Verteidigungspolitik	729	t_01-09-05_69	NN	16165	cj
16187	über	über	729	t_01-09-05_69	APPR	16186	mnr
16188	den	der	729	t_01-09-05_69	ART	16189	nk
16189	Antrag	Antrag	729	t_01-09-05_69	NN	16187	nk
16190	der	der	729	t_01-09-05_69	ART	16192	nk
16191	Tschechischen	Tschechische	729	t_01-09-05_69	ADJA	16192	nk
16192	Republik	Republik	729	t_01-09-05_69	NN	16189	ag
16193	auf	auf	729	t_01-09-05_69	APPR	16186	mnr
16194	Beitritt	Beitritt	729	t_01-09-05_69	NN	16193	nk
16195	zur	zur	729	t_01-09-05_69	APPRART	16194	mnr
16196	Europäischen	Europäische	729	t_01-09-05_69	ADJA	16197	nk
16197	Union	Union	729	t_01-09-05_69	NN	16195	nk
16198	und	und	729	t_01-09-05_69	KON	16186	cd
16199	den	der	729	t_01-09-05_69	ART	16200	nk
16200	Stand	Stand	729	t_01-09-05_69	NN	16198	cj
16201	der	der	729	t_01-09-05_69	ART	16202	nk
16202	Verhandlungen	Verhandlung	729	t_01-09-05_69	NN	16200	ag
16203	(	(	729	t_01-09-05_69	$(	16204	punct
16204	KOM(2000)703	KOM(2000)703	729	t_01-09-05_69	NE	16202	par
16205	-	-	729	t_01-09-05_69	$(	16204	punct
16206	C5-0603/	C5-0603/	729	t_01-09-05_69	NE	16204	app
16207	2000	2000	729	t_01-09-05_69	CARD	16206	nk
16208	-	-	729	t_01-09-05_69	$(	16204	punct
16209	1997/	1997/	729	t_01-09-05_69	CARD	16210	pnc
16210	2180(COS	2180(COS	729	t_01-09-05_69	NE	16211	ag
16211	)	)	729	t_01-09-05_69	$(	16204	punct
16212	)	)	729	t_01-09-05_69	$(	16204	punct
16213	(	(	729	t_01-09-05_69	$(	16216	punct
16214	Das	Das	729	t_01-09-05_69	ART	16215	nk
16215	Parlament	Parlament	729	t_01-09-05_69	NN	16216	sb
16216	nimmt	nehmen	729	t_01-09-05_69	VVFIN	16216	ROOT
16217	den	der	729	t_01-09-05_69	ART	16218	nk
16218	Entschließungsantrag	Entschließungsantrag	729	t_01-09-05_69	NN	16216	oa
16219	an	an	729	t_01-09-05_69	PTKVZ	16216	svp
16220	.	.	729	t_01-09-05_69	$.	16216	punct
16221	)	)	729	t_01-09-05_69	$(	16216	punct
16222	Bericht	Bericht	730	t_01-09-05_69	NN	16222	ROOT
16223	(	(	730	t_01-09-05_69	$(	16224	punct
16224	A5-0256/	A5-0256/	730	t_01-09-05_69	NE	16222	par
16225	2001	2001	730	t_01-09-05_69	CARD	16224	nk
16226	)	)	730	t_01-09-05_69	$(	16224	punct
16227	von	von	730	t_01-09-05_69	APPR	16222	pg
16228	Herrn	Herrn	730	t_01-09-05_69	NN	16227	nk
16229	Wiersma	Wiersma	730	t_01-09-05_69	NN	16228	nk
16230	im	im	730	t_01-09-05_69	APPRART	16222	mnr
16231	Namen	Name	730	t_01-09-05_69	NN	16230	nk
16232	des	der	730	t_01-09-05_69	ART	16233	nk
16233	Ausschusses	Ausschuß	730	t_01-09-05_69	NN	16231	ag
16234	für	für	730	t_01-09-05_69	APPR	16233	mnr
16235	auswärtige	auswärtig	730	t_01-09-05_69	ADJA	16236	nk
16236	Angelegenheiten	Angelegenheit	730	t_01-09-05_69	NN	16234	nk
16237	,	,	730	t_01-09-05_69	$,	16231	punct
16238	Menschenrechte	Menschenrechte	730	t_01-09-05_69	NN	16231	cj
16239	,	,	730	t_01-09-05_69	$,	16222	punct
16240	gemeinsame	gemeinsam	730	t_01-09-05_69	ADJA	16243	nk
16241	Sicherheits-	Sicherheits-	730	t_01-09-05_69	TRUNC	16242	cj
16242	und	und	730	t_01-09-05_69	KON	16243	cd
16243	Verteidigungspolitik	Verteidigungspolitik	730	t_01-09-05_69	NN	16222	cj
16244	über	über	730	t_01-09-05_69	APPR	16243	mnr
16245	den	der	730	t_01-09-05_69	ART	16246	nk
16246	Antrag	Antrag	730	t_01-09-05_69	NN	16244	nk
16247	der	der	730	t_01-09-05_69	ART	16248	nk
16248	Slowakei	Slowakei	730	t_01-09-05_69	NE	16246	ag
16249	auf	auf	730	t_01-09-05_69	APPR	16222	mnr
16250	Beitritt	Beitritt	730	t_01-09-05_69	NN	16249	nk
16251	zur	zur	730	t_01-09-05_69	APPRART	16250	mnr
16252	Europäischen	Europäische	730	t_01-09-05_69	ADJA	16253	nk
16253	Union	Union	730	t_01-09-05_69	NN	16251	nk
16254	und	und	730	t_01-09-05_69	KON	16222	cd
16255	den	der	730	t_01-09-05_69	ART	16256	nk
16256	Stand	Stand	730	t_01-09-05_69	NN	16254	cj
16257	der	der	730	t_01-09-05_69	ART	16258	nk
16258	Verhandlungen	Verhandlung	730	t_01-09-05_69	NN	16256	ag
16259	(	(	730	t_01-09-05_69	$(	16260	punct
16260	KOM)(2000)711	KOM)(2000)711	730	t_01-09-05_69	NN	16256	par
16261	-	-	730	t_01-09-05_69	$(	16260	punct
16262	C5-0611/	C5-0611/	730	t_01-09-05_69	NE	16263	pnc
16263	2000	2000	730	t_01-09-05_69	CARD	16260	cj
16264	-	-	730	t_01-09-05_69	$(	16265	punct
16265	1997/	1997/	730	t_01-09-05_69	CARD	16266	pnc
16266	2173(COS	2173(COS	730	t_01-09-05_69	NE	16267	ag
16267	)	)	730	t_01-09-05_69	$(	16260	punct
16268	)	)	730	t_01-09-05_69	$(	16222	punct
16269	Vor	Vor	731	t_01-09-05_69	APPR	16288	mo
16270	der	der	731	t_01-09-05_69	ART	16271	nk
16271	Abstimmung	Abstimmung	731	t_01-09-05_69	NN	16269	nk
16272	Frau	Frau	731	t_01-09-05_84	NN	16271	ag
16273	Präsidentin	Präsidentin	731	t_01-09-05_84	NE	16272	nk
16274	,	,	731	t_01-09-05_84	$,	16272	punct
16275	meine	meinen	731	t_01-09-05_84	PPOSAT	16276	nk
16276	Fraktion	Fraktion	731	t_01-09-05_84	NN	16277	sb
16277	hat	haben	731	t_01-09-05_84	VAFIN	16277	ROOT
16278	für	für	731	t_01-09-05_84	APPR	16288	mo
16279	den	der	731	t_01-09-05_84	ART	16284	nk
16280	ausgezeichneten	ausgezeichnet	731	t_01-09-05_84	ADJA	16284	nk
16281	und	und	731	t_01-09-05_84	KON	16280	cd
16282	sehr	sehr	731	t_01-09-05_84	ADV	16283	mo
16283	umfassenden	umfassend	731	t_01-09-05_84	ADJA	16281	cj
16284	Bericht	Bericht	731	t_01-09-05_84	NN	16278	nk
16285	von	von	731	t_01-09-05_84	APPR	16284	pg
16286	Herrn	Herrn	731	t_01-09-05_84	NN	16285	nk
16287	Watson	Watson	731	t_01-09-05_84	NE	16286	nk
16288	gestimmt	stimmen	731	t_01-09-05_84	VVPP	16277	oc
16289	.	.	731	t_01-09-05_84	$.	16277	punct
16290	In	In	732	t_01-09-05_84	APPR	16297	mo
16291	dem	der	732	t_01-09-05_84	ART	16292	nk
16292	Bericht	Bericht	732	t_01-09-05_84	NN	16290	nk
16293	werden	werden	732	t_01-09-05_84	VAFIN	16293	ROOT
16294	jedoch	jedoch	732	t_01-09-05_84	ADV	16297	mo
16295	grundlegende	grundlegende	732	t_01-09-05_84	ADJA	16296	nk
16296	Änderungen	Änderung	732	t_01-09-05_84	NN	16293	sb
16297	vorgeschlagen	vorschlagen	732	t_01-09-05_84	VVPP	16293	oc
16298	,	,	732	t_01-09-05_84	$,	16293	punct
16299	die	der	732	t_01-09-05_84	PRELS	16306	sb
16300	zu	zu	732	t_01-09-05_84	APPR	16305	mo
16301	Problemen	Problem	732	t_01-09-05_84	NN	16300	nk
16302	in	in	732	t_01-09-05_84	APPR	16305	mo
16303	einigen	einig	732	t_01-09-05_84	PIAT	16304	nk
16304	Mitgliedstaaten	Mitgliedstaaten	732	t_01-09-05_84	NN	16302	nk
16305	führen	fahren	732	t_01-09-05_84	VVINF	16306	oc
16306	können	können	732	t_01-09-05_84	VMINF	16296	rc
16307	,	,	732	t_01-09-05_84	$,	16306	punct
16308	insbesondere	insbesondere	732	t_01-09-05_84	ADV	16309	mo
16309	in	in	732	t_01-09-05_84	APPR	16296	mnr
16310	den	der	732	t_01-09-05_84	ART	16311	nk
16311	Staaten	Staat	732	t_01-09-05_84	NN	16309	nk
16312	,	,	732	t_01-09-05_84	$,	16311	punct
16313	in	in	732	t_01-09-05_84	APPR	16318	mo
16314	denen	der	732	t_01-09-05_84	PRELS	16313	nk
16315	der	der	732	t_01-09-05_84	ART	16316	nk
16316	Terrorismus	Terrorismus	732	t_01-09-05_84	NN	16318	sb
16317	aktiv	aktiv	732	t_01-09-05_84	ADJD	16318	pd
16318	ist	sein	732	t_01-09-05_84	VAFIN	16311	rc
16319	.	.	732	t_01-09-05_84	$.	16293	punct
16320	Ohne	Ohne	733	t_01-09-05_84	APPR	16329	mo
16321	eine	einen	733	t_01-09-05_84	ART	16326	nk
16322	klare	klaren	733	t_01-09-05_84	ADJA	16326	nk
16323	und	und	733	t_01-09-05_84	KON	16322	cd
16324	allgemein	allgemein	733	t_01-09-05_84	ADJD	16325	mo
16325	akzeptierte	akzeptieren	733	t_01-09-05_84	ADJA	16323	cj
16326	Definition	Definition	733	t_01-09-05_84	NN	16320	nk
16327	des	der	733	t_01-09-05_84	ART	16328	nk
16328	Terrorismus	Terrorismus	733	t_01-09-05_84	NN	16326	ag
16329	müssen	müssen	733	t_01-09-05_84	VMFIN	16329	ROOT
16330	die	der	733	t_01-09-05_84	ART	16331	nk
16331	Staaten	Staat	733	t_01-09-05_84	NN	16329	sb
16332	in	in	733	t_01-09-05_84	APPR	16335	mo
16333	der	der	733	t_01-09-05_84	ART	16334	nk
16334	Lage	Lage	733	t_01-09-05_84	NN	16332	nk
16335	sein	mein	733	t_01-09-05_84	VAINF	16329	oc
16336	,	,	733	t_01-09-05_84	$,	16335	punct
16337	alle	all	733	t_01-09-05_84	PIAT	16338	nk
16338	Maßnahmen	Maßnahme	733	t_01-09-05_84	NN	16340	oa
16339	zu	zu	733	t_01-09-05_84	PTKZU	16340	pm
16340	ergreifen	ergreifen	733	t_01-09-05_84	VVINF	16334	oc
16341	,	,	733	t_01-09-05_84	$,	16340	punct
16342	die	der	733	t_01-09-05_84	PRELS	16353	sb
16343	aus	aus	733	t_01-09-05_84	APPR	16353	mo
16344	ihrer	sich	733	t_01-09-05_84	PPOSAT	16345	nk
16345	Sicht	Sicht	733	t_01-09-05_84	NN	16343	nk
16346	im	im	733	t_01-09-05_84	APPRART	16352	mo
16347	Umgang	Umgang	733	t_01-09-05_84	NN	16346	nk
16348	mit	mit	733	t_01-09-05_84	APPR	16347	op
16349	dieser	dies	733	t_01-09-05_84	PDAT	16351	nk
16350	ernsthaften	ernsthaft	733	t_01-09-05_84	ADJA	16351	nk
16351	Bedrohung	Bedrohung	733	t_01-09-05_84	NN	16348	nk
16352	erforderlich	erforderlich	733	t_01-09-05_84	ADJD	16353	pd
16353	sind	sein	733	t_01-09-05_84	VAFIN	16338	rc
16354	.	.	733	t_01-09-05_84	$.	16329	punct
16355	Dies	Dies	734	t_01-09-05_84	PDS	16356	oa
16356	hindert	hindern	734	t_01-09-05_84	VVFIN	16356	ROOT
16357	die	der	734	t_01-09-05_84	ART	16358	nk
16358	Mitgliedstaaten	Mitgliedstaaten	734	t_01-09-05_84	NN	16356	sb
16359	jedoch	jedoch	734	t_01-09-05_84	ADV	16356	mo
16360	nicht	nicht	734	t_01-09-05_84	PTKNEG	16356	ng
16361	daran	daran	734	t_01-09-05_84	PROAV	16356	op
16362	,	,	734	t_01-09-05_84	$,	16361	punct
16363	die	der	734	t_01-09-05_84	ART	16364	nk
16364	Bereiche	Bereich	734	t_01-09-05_84	NN	16365	oa
16365	festzustellen	feststellen	734	t_01-09-05_84	VVIZU	16361	re
16366	,	,	734	t_01-09-05_84	$,	16365	punct
16367	in	in	734	t_01-09-05_84	APPR	16375	mo
16368	denen	der	734	t_01-09-05_84	PRELS	16367	nk
16369	die	der	734	t_01-09-05_84	ART	16370	nk
16370	Zusammenarbeit	Zusammenarbeit	734	t_01-09-05_84	NN	16375	sb
16371	zwischen	zwischen	734	t_01-09-05_84	APPR	16370	mnr
16372	den	der	734	t_01-09-05_84	ART	16373	nk
16373	Mitgliedstaaten	Mitgliedstaaten	734	t_01-09-05_84	NN	16371	nk
16374	problematisch	problematisch	734	t_01-09-05_84	ADJD	16375	pd
16375	ist	sein	734	t_01-09-05_84	VAFIN	16364	rc
16376	und	und	734	t_01-09-05_84	KON	16375	cd
16377	nach	nach	734	t_01-09-05_84	APPR	16380	mo
16378	Wegen	Weg	734	t_01-09-05_84	NN	16377	nk
16379	zu	zu	734	t_01-09-05_84	PTKZU	16380	pm
16380	suchen	suchen	734	t_01-09-05_84	VVINF	16376	cj
16381	,	,	734	t_01-09-05_84	$,	16380	punct
16382	wie	wie	734	t_01-09-05_84	PWAV	16387	mo
16383	diese	dies	734	t_01-09-05_84	PDAT	16384	nk
16384	Zusammenarbeit	Zusammenarbeit	734	t_01-09-05_84	NN	16387	sb
16385	verbessert	verbessern	734	t_01-09-05_84	VVPP	16386	oc
16386	werden	werden	734	t_01-09-05_84	VAINF	16387	oc
16387	könnte	können	734	t_01-09-05_84	VMFIN	16380	mo
16388	.	.	734	t_01-09-05_84	$.	16356	punct
16389	Wirksame	Wirksame	735	t_01-09-05_84	ADJA	16390	nk
16390	Maßnahmen	Maßnahme	735	t_01-09-05_84	NN	16391	sb
16391	müssen	müssen	735	t_01-09-05_84	VMFIN	16391	ROOT
16392	eingeleitet	einleiten	735	t_01-09-05_84	VVPP	16393	oc
16393	werden	werden	735	t_01-09-05_84	VAINF	16391	oc
16394	,	,	735	t_01-09-05_84	$,	16393	punct
16395	um	um	735	t_01-09-05_84	KOUI	16411	cp
16396	die	der	735	t_01-09-05_84	ART	16397	nk
16397	Bildung	Bildung	735	t_01-09-05_84	NN	16411	oa
16398	und	und	735	t_01-09-05_84	KON	16397	cd
16399	Aktivitäten	Aktivität	735	t_01-09-05_84	NN	16398	cj
16400	gewaltbereiter	gewaltbereiter	735	t_01-09-05_84	ADJA	16401	nk
16401	Gruppen	Gruppe	735	t_01-09-05_84	NN	16397	ag
16402	in	in	735	t_01-09-05_84	APPR	16401	mnr
16403	Europa	Europa	735	t_01-09-05_84	NE	16402	nk
16404	und	und	735	t_01-09-05_84	KON	16401	cd
16405	die	der	735	t_01-09-05_84	ART	16406	nk
16406	Zusammenarbeit	Zusammenarbeit	735	t_01-09-05_84	NN	16404	cj
16407	zwischen	zwischen	735	t_01-09-05_84	APPR	16406	mnr
16408	diesen	dies	735	t_01-09-05_84	PDAT	16409	nk
16409	Gruppen	Gruppe	735	t_01-09-05_84	NN	16407	nk
16410	zu	zu	735	t_01-09-05_84	PTKZU	16411	pm
16411	verhindern	verhindern	735	t_01-09-05_84	VVINF	16392	mo
16412	.	.	735	t_01-09-05_84	$.	16391	punct
16413	Ich	Ich	736	t_01-09-05_84	PPER	16414	sb
16414	gratuliere	gratulieren	736	t_01-09-05_84	ADJA	16414	ROOT
16415	Herrn	Herrn	736	t_01-09-05_84	NN	16414	oa
16416	Watson	Watson	736	t_01-09-05_84	NE	16415	nk
16417	zu	zu	736	t_01-09-05_84	APPR	16414	mo
16418	seinem	mein	736	t_01-09-05_84	PPOSAT	16419	nk
16419	Bericht	Bericht	736	t_01-09-05_84	NN	16417	nk
16420	.	.	736	t_01-09-05_84	$.	16414	punct
16421	Die	Die	737	t_01-09-05_92	ART	16423	nk
16422	britischen	britisch	737	t_01-09-05_92	ADJA	16423	nk
16423	Konservativen	Konservative	737	t_01-09-05_92	NN	16424	sb
16424	haben	haben	737	t_01-09-05_92	VAFIN	16424	ROOT
16425	für	für	737	t_01-09-05_92	APPR	16431	mo
16426	den	der	737	t_01-09-05_92	ART	16427	nk
16427	Bericht	Bericht	737	t_01-09-05_92	NN	16425	nk
16428	von	von	737	t_01-09-05_92	APPR	16427	pg
16429	Herrn	Herrn	737	t_01-09-05_92	NN	16428	nk
16430	Watson	Watson	737	t_01-09-05_92	NE	16429	nk
16431	gestimmt	stimmen	737	t_01-09-05_92	VVPP	16424	oc
16432	,	,	737	t_01-09-05_92	$,	16431	punct
16433	um	um	737	t_01-09-05_92	KOUI	16434	cp
16434	mitzuteilen	mitteilen	737	t_01-09-05_92	VVIZU	16431	mo
16435	,	,	737	t_01-09-05_92	$,	16434	punct
16436	dass	dass	737	t_01-09-05_92	KOUS	16445	cp
16437	wir	ich	737	t_01-09-05_92	PPER	16445	sb
16438	den	der	737	t_01-09-05_92	ART	16439	nk
16439	Kampf	Kampf	737	t_01-09-05_92	NN	16444	oa
16440	gegen	gegen	737	t_01-09-05_92	APPR	16439	mnr
16441	den	der	737	t_01-09-05_92	ART	16442	nk
16442	Terrorismus	Terrorismus	737	t_01-09-05_92	NN	16440	nk
16443	unerbittlich	unerbittlich	737	t_01-09-05_92	ADJD	16444	mo
16444	weiterführen	weiterfahren	737	t_01-09-05_92	VVINF	16445	oc
16445	werden	werden	737	t_01-09-05_92	VAFIN	16434	oc
16446	.	.	737	t_01-09-05_92	$.	16424	punct
16447	Außerdem	Außerdem	738	t_01-09-05_92	PROAV	16448	mo
16448	möchten	mögen	738	t_01-09-05_92	VMFIN	16448	ROOT
16449	wir	ich	738	t_01-09-05_92	PPER	16448	sb
16450	damit	damit	738	t_01-09-05_92	PROAV	16448	mo
16451	unsere	mein	738	t_01-09-05_92	PPOSAT	16453	nk
16452	besondere	besonder	738	t_01-09-05_92	ADJA	16453	nk
16453	Solidarität	Solidarität	738	t_01-09-05_92	NN	16459	oa
16454	mit	mit	738	t_01-09-05_92	APPR	16453	mnr
16455	unseren	mein	738	t_01-09-05_92	PPOSAT	16456	nk
16456	Kollegen	Kollege	738	t_01-09-05_92	NN	16454	nk
16457	zum	zum	738	t_01-09-05_92	APPRART	16459	cvc
16458	Ausdruck	Ausdruck	738	t_01-09-05_92	NN	16457	nk
16459	bringen	bringen	738	t_01-09-05_92	VVINF	16448	oc
16460	,	,	738	t_01-09-05_92	$,	16459	punct
16461	die	der	738	t_01-09-05_92	PRELS	16470	sb
16462	in	in	738	t_01-09-05_92	APPR	16470	mo
16463	die	der	738	t_01-09-05_92	ART	16464	nk
16464	Bekämpfung	Bekämpfung	738	t_01-09-05_92	NN	16462	nk
16465	des	der	738	t_01-09-05_92	ART	16466	nk
16466	Terrorismus	Terrorismus	738	t_01-09-05_92	NN	16464	ag
16467	,	,	738	t_01-09-05_92	$,	16470	punct
16468	vor	vor	738	t_01-09-05_92	APPR	16470	mo
16469	allem	alle	738	t_01-09-05_92	PIS	16468	nk
16470	vonseiten	vonseiten	738	t_01-09-05_92	VVFIN	16453	rc
16471	der	der	738	t_01-09-05_92	ART	16472	nk
16472	ETA	ETA	738	t_01-09-05_92	NE	16470	da
16473	,	,	738	t_01-09-05_92	$,	16448	punct
16474	involviert	involvieren	738	t_01-09-05_92	VVPP	16475	oc
16475	sind	sein	738	t_01-09-05_92	VAFIN	16448	oc
16476	.	.	738	t_01-09-05_92	$.	16448	punct
16477	Die	Die	739	t_01-09-05_92	ART	16478	nk
16478	Konservativen	Konservative	739	t_01-09-05_92	NN	16479	sb
16479	können	können	739	t_01-09-05_92	VMFIN	16479	ROOT
16480	auf	auf	739	t_01-09-05_92	APPR	16491	mo
16481	eine	einen	739	t_01-09-05_92	ART	16485	nk
16482	lange	lang	739	t_01-09-05_92	ADJA	16485	nk
16483	und	und	739	t_01-09-05_92	KON	16482	cd
16484	erfolgreiche	erfolgreich	739	t_01-09-05_92	ADJA	16483	cj
16485	Bilanz	Bilanz	739	t_01-09-05_92	NN	16480	nk
16486	im	im	739	t_01-09-05_92	APPRART	16485	mnr
16487	Kampf	Kampf	739	t_01-09-05_92	NN	16486	nk
16488	gegen	gegen	739	t_01-09-05_92	APPR	16487	mnr
16489	den	der	739	t_01-09-05_92	ART	16490	nk
16490	Terrorismus	Terrorismus	739	t_01-09-05_92	NN	16488	nk
16491	zurückblicken	zurückblicken	739	t_01-09-05_92	VVINF	16479	oc
16492	,	,	739	t_01-09-05_92	$,	16479	punct
16493	aber	aber	739	t_01-09-05_92	KON	16479	cd
16494	wir	ich	739	t_01-09-05_92	PPER	16495	sb
16495	sind	sein	739	t_01-09-05_92	VAFIN	16493	cj
16496	auch	auch	739	t_01-09-05_92	ADV	16497	mo
16497	von	von	739	t_01-09-05_92	APPR	16495	mo
16498	jeher	jeher	739	t_01-09-05_92	ADV	16497	nk
16499	äußerst	äußern	739	t_01-09-05_92	ADV	16500	mo
16500	wachsam	wachsam	739	t_01-09-05_92	ADJD	16495	pd
16501	,	,	739	t_01-09-05_92	$,	16495	punct
16502	wenn	wenn	739	t_01-09-05_92	KOUS	16513	cp
16503	es	ich	739	t_01-09-05_92	PPER	16513	ep
16504	um	um	739	t_01-09-05_92	APPR	16513	op
16505	unzulässige	unzulässige	739	t_01-09-05_92	ADJA	16506	nk
16506	Eingriffe	Eingriff	739	t_01-09-05_92	NN	16504	nk
16507	in	in	739	t_01-09-05_92	APPR	16506	mnr
16508	ordnungsgemäße	ordnungsgemäße	739	t_01-09-05_92	ADJA	16509	nk
16509	Verfahren	Verfahren	739	t_01-09-05_92	NN	16507	nk
16510	und	und	739	t_01-09-05_92	KON	16509	cd
16511	deren	der	739	t_01-09-05_92	PDS	16512	ag
16512	Politisierung	Politisierung	739	t_01-09-05_92	NN	16510	cj
16513	geht	gehen	739	t_01-09-05_92	VVFIN	16495	mo
16514	.	.	739	t_01-09-05_92	$.	16479	punct
16515	Wir	Wir	740	t_01-09-05_92	PPER	16516	sb
16516	befürchten	befürchten	740	t_01-09-05_92	VVFIN	16516	ROOT
16517	,	,	740	t_01-09-05_92	$,	16516	punct
16518	dass	dass	740	t_01-09-05_92	KOUS	16533	cp
16519	die	der	740	t_01-09-05_92	ART	16520	nk
16520	Erweiterung	Erweiterung	740	t_01-09-05_92	NN	16533	sb
16521	der	der	740	t_01-09-05_92	ART	16522	nk
16522	Zuständigkeit	Zuständigkeit	740	t_01-09-05_92	NN	16520	ag
16523	der	der	740	t_01-09-05_92	ART	16524	nk
16524	Gemeinschaft	Gemeinschaft	740	t_01-09-05_92	NN	16522	ag
16525	auf	auf	740	t_01-09-05_92	APPR	16532	mo
16526	diesen	dies	740	t_01-09-05_92	PDAT	16527	nk
16527	Bereich	Bereich	740	t_01-09-05_92	NN	16525	nk
16528	die	der	740	t_01-09-05_92	ART	16529	nk
16529	Möglichkeiten	Möglichkeit	740	t_01-09-05_92	NN	16532	oa
16530	der	der	740	t_01-09-05_92	ART	16531	nk
16531	Mitgliedstaaten	Mitgliedstaaten	740	t_01-09-05_92	NN	16529	ag
16532	beschneiden	beschneiden	740	t_01-09-05_92	VVINF	16533	oc
16533	wird	werden	740	t_01-09-05_92	VAFIN	16516	oc
16534	,	,	740	t_01-09-05_92	$,	16533	punct
16535	die	der	740	t_01-09-05_92	PRELS	16540	nk
16536	aus	aus	740	t_01-09-05_92	APPR	16539	mo
16537	ihrer	sich	740	t_01-09-05_92	PPOSAT	16538	nk
16538	Sicht	Sicht	740	t_01-09-05_92	NN	16536	nk
16539	erforderlichen	erforderlich	740	t_01-09-05_92	ADJA	16540	nk
16540	Maßnahmen	Maßnahme	740	t_01-09-05_92	NN	16546	oa
16541	zur	zur	740	t_01-09-05_92	APPRART	16540	mnr
16542	Bekämpfung	Bekämpfung	740	t_01-09-05_92	NN	16541	nk
16543	dieses	dies	740	t_01-09-05_92	PDAT	16544	nk
16544	Problems	Problem	740	t_01-09-05_92	NN	16542	ag
16545	zu	zu	740	t_01-09-05_92	PTKZU	16546	pm
16546	ergreifen	ergreifen	740	t_01-09-05_92	VVINF	16532	oc
16547	.	.	740	t_01-09-05_92	$.	16516	punct
16548	Wir	Wir	741	t_01-09-05_92	PPER	16549	sb
16549	sind	sein	741	t_01-09-05_92	VAFIN	16549	ROOT
16550	der	der	741	t_01-09-05_92	ART	16551	nk
16551	Auffassung	Auffassung	741	t_01-09-05_92	NN	16549	og
16552	,	,	741	t_01-09-05_92	$,	16551	punct
16553	dass	dass	741	t_01-09-05_92	KOUS	16558	cp
16554	es	ich	741	t_01-09-05_92	PPER	16558	sb
16555	noch	noch	741	t_01-09-05_92	ADV	16558	mo
16556	zu	zu	741	t_01-09-05_92	PTKA	16557	mo
16557	früh	früh	741	t_01-09-05_92	ADJD	16558	pd
16558	ist	sein	741	t_01-09-05_92	VAFIN	16551	oc
16559	,	,	741	t_01-09-05_92	$,	16558	punct
16560	um	um	741	t_01-09-05_92	KOUI	16566	cp
16561	Europol	Europol	741	t_01-09-05_92	NE	16566	da
16562	weit	weit	741	t_01-09-05_92	ADJD	16563	mo
16563	reichende	reichend	741	t_01-09-05_92	ADJA	16564	nk
16564	Befugnisse	Befugnis	741	t_01-09-05_92	NN	16566	oa
16565	zu	zu	741	t_01-09-05_92	PTKZU	16566	pm
16566	übertragen	übertragen	741	t_01-09-05_92	VVINF	16558	mo
16567	und	und	741	t_01-09-05_92	KON	16558	cd
16568	vertreten	vertreten	741	t_01-09-05_92	VVFIN	16567	cj
16569	auch	auch	741	t_01-09-05_92	ADV	16568	mo
16570	weiterhin	weiterhin	741	t_01-09-05_92	ADV	16568	mo
16571	die	der	741	t_01-09-05_92	ART	16572	nk
16572	Überzeugung	Überzeugung	741	t_01-09-05_92	NN	16568	oa
16573	,	,	741	t_01-09-05_92	$,	16572	punct
16574	dass	dass	741	t_01-09-05_92	KOUS	16585	cp
16575	unterschiedliche	unterschiedlich	741	t_01-09-05_92	ADJA	16577	nk
16576	nationale	national	741	t_01-09-05_92	ADJA	16577	nk
16577	Rechtstraditionen	Rechtstraditionen	741	t_01-09-05_92	NN	16585	sb
16578	eine	einen	741	t_01-09-05_92	ART	16580	nk
16579	intensivere	intensiv	741	t_01-09-05_92	ADJA	16580	nk
16580	Zusammenarbeit	Zusammenarbeit	741	t_01-09-05_92	NN	16585	oa
16581	,	,	741	t_01-09-05_92	$,	16580	punct
16582	aber	aber	741	t_01-09-05_92	KON	16580	cd
16583	keine	kein	741	t_01-09-05_92	PIAT	16584	nk
16584	Harmonisierung	Harmonisierung	741	t_01-09-05_92	NN	16582	cj
16585	erfordern	erfordern	741	t_01-09-05_92	VVINF	16572	oc
16586	.	.	741	t_01-09-05_92	$.	16549	punct
16587	Wir	Wir	742	t_01-09-05_92	PPER	16588	sb
16588	werden	werden	742	t_01-09-05_92	VAFIN	16588	ROOT
16589	niemals	niemals	742	t_01-09-05_92	ADV	16601	mo
16590	und	und	742	t_01-09-05_92	KON	16589	cd
16591	unter	unter	742	t_01-09-05_92	APPR	16596	mo
16592	keinen	kein	742	t_01-09-05_92	PIAT	16593	nk
16593	Umständen	Umstand	742	t_01-09-05_92	NN	16591	nk
16594	denjenigen	derjenige	742	t_01-09-05_92	PDAT	16595	nk
16595	Beistand	Beistand	742	t_01-09-05_92	NN	16596	oa
16596	gewähren	gewähren	742	t_01-09-05_92	VVINF	16590	cj
16597	,	,	742	t_01-09-05_92	$,	16601	punct
16598	die	der	742	t_01-09-05_92	ART	16599	nk
16599	Gewalt	Gewalt	742	t_01-09-05_92	NN	16600	oa
16600	anwenden	anwenden	742	t_01-09-05_92	VVINF	16601	oc
16601	wollen	wollen	742	t_01-09-05_92	VMFIN	16588	oc
16602	,	,	742	t_01-09-05_92	$,	16601	punct
16603	um	um	742	t_01-09-05_92	KOUI	16608	cp
16604	rechtmäßige	rechtmäßig	742	t_01-09-05_92	ADJA	16606	nk
