id	text	iset	np_replfirst_noun	annotationcompleted	np_replfirst_deverbal	namely_difficultcase	np_replalternative	np_repl_difficultcase	namely_majordivergingantecedent	candidateanaphor	namelytest_naemlich	np_replfirst_article	namely_antecedent
323	das	18475	umstand	yes	na	na	na	na	yes	discourse_anaphor	naemlich dass das ratsdokument so positiven anklang gefunden hat	diese	108
324	das	18721		yes						error_wrong_marking			
325	dies	18699	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich dass es die oeffnung eines gemeinsamen marktes betrifft, aber kein soziales dumping	diese	105
326	es	18863		yes						error_wrong_marking			
327	Das	18521	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich dass es um ein soziales europa im sozialen wettbewerb geht	diese	109
328	Es	18780		yes						error_wrong_marking			
329	Das	18672		yes						error_wrong_marking			
330	Es	18511		yes						error_wrong_marking			
331	es	18596	einschaetzung	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass die verfassung so negativ oder kritisch gesehen wird	diese	107
332	es	18541		yes						error_wrong_marking			
333	es	18988		yes						error_no_discourse_anaphor			
334	es	19063		yes						error_no_discourse_anaphor			
335	Es	19123		yes						error_no_discourse_anaphor			
336	es	18934		yes						error_no_discourse_anaphor			
337	es	19202		yes						error_no_discourse_anaphor			
338	es	19193		yes						error_no_discourse_anaphor			
339	es	19098		yes						error_no_discourse_anaphor			
340	Es	18975		yes						error_no_discourse_anaphor			
341	es	18994		yes						error_no_discourse_anaphor			
342	Das	19169	notwendigkeit	yes	na	na	yes	na	yes	discourse_anaphor	dass wir ein gemeinsames satellitenaufklaerungssystem der europaeischen union und gemeinsame standards fuer die telekommunikation in diesem bereich haben	diese	112
343	das	19615		yes						error_no_discourse_anaphor			
344	dies	19653	entwicklung	yes	na	na	na	na	yes	discourse_anaphor	naemlich eine europaeische regulierung und aufsicht von unten aufzubauen	eine_solche	113
345	das	19462		yes						error_no_discourse_anaphor			
346	Das	19417		yes						deictic			
347	Das	19612		yes						error_no_discourse_anaphor			
348	es	19647		yes						error_wrong_marking			
349	es	19975		yes						error_wrong_marking			
350	Es	19668		yes						error_wrong_marking			
351	es	19947		yes						error_wrong_marking			
352	es	19998	sachverhalt	yes	na	na	na	na	yes	discourse_anaphor	naemlich dass diese debatte nicht mehr zuschauer und mehr zuhoerer hatte	diese	115
353	Das	19767	forderung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir als als haushaltsinstitution tatsaechlich voll und ganz ueber die finanziellen aspekte des galileo-projekts informiert sein sollten	diese	114
354	es	19962		yes						error_wrong_marking			
355	es	20437		yes						error_no_discourse_anaphor			
356	es	20238		yes						error_wrong_marking			
357	Es	20493		yes						error_wrong_marking			
358	was	20213											
359	es	20544		yes						error_wrong_marking			
360	das	20180		yes						error_wrong_marking			
361	Das	20457	ansicht	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass [es] schwer vorstellbar ist , dass wir beitrittsverhandlungen mit einem land aufnehmen koennen , das ein mitgliedsland der europaeischen union nicht anerkennt oder truppen in einer solchen zahl dort stationiert hat , dass [es] den beschluessen der vereinten nationen zuwider laeuft	diese	117
362	es	20141		yes						error_wrong_marking			
363	es	20404		yes						error_wrong_marking			
364	es	20452		yes						error_wrong_marking			
365	dies	20280		yes						error_no_discourse_anaphor			
366	das	20471	aktivitaet	yes	na	na	na	na	yes	discourse_anaphor	naemlich dass wir diese position eingenommen haben	diese	116
367	es	20298		yes						error_no_discourse_anaphor			
368	es	20376		yes						error_wrong_marking			
369	was	20616											
370	es	20590		yes						error_wrong_marking			
371	was	20182											
372	es	21005		yes						error_wrong_marking			
373	dies	21053	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass die nationalen interessen nur noch ueber europa wahrgenommen werden koennen	diese	120
374	das	20793		yes						error_no_discourse_anaphor			
375	Das	20771	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich dass dies ein offener prozess gewesen ist, wo jedes detail im konvent der oeffentlichkeit da war, man es nachlesen, ueberpruefen und seine eingaben machen konnte sowieso diskutieren konnte und dass dies ein prozess ist, an dem alle legitimierten, von den nationalen parlamenten bis zum rat und zum europaeischen parlament und der kommission beteiligt waren	diese	119
376	es	20782	ansicht	yes	na	na	na	na	na	discourse_anaphor	naemlich das niedrigzureden	eine_solche	118
377	es	20730		yes						error_no_discourse_anaphor			
378	Es	20943		yes						error_wrong_marking			
379	es	20863		yes						error_no_discourse_anaphor			
380	Dies	20711		yes						error_no_discourse_anaphor			
381	Dies	20743		yes						error_no_discourse_anaphor			
382	Es	21386		yes						error_wrong_marking			
383	es	21259	na	yes	yes	na	na	na	na	discourse_anaphor	naemlich das vollstaendige rauchverbot am arbeitsplatz	na	121
384	Es	21363		yes						error_wrong_marking			
385	das	21286	entwicklung	yes	na	yes	na	na	na	discourse_anaphor	naemlich dass wir uns von der vorstellung trennen, gesundheit sei lediglich das ergebnis eines selbst gewaehlten lebensstils trennen	eine_solche	122
386	was	21561											
387	Das	21825	behauptung	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass die behandlung der tiere mit den graeueln des naziregimes verglichen wird	eine_solche	124
388	es	21638		yes						error_no_discourse_anaphor			
389	Es	21655		yes						error_wrong_marking			
390	Das	21648	einschaetzung	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass das ganze in einem sinnvollen oekonomischen kontext bleiben muss und es auch den rechtsvorschriften der europaeischen union entsprechen muss	diese	123
391	das	21558		yes						error_wrong_marking			
392	Es	21601		yes						error_wrong_marking			
393	Das	21684	forderung	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass diese wohlbehalten und unter bestmoeglichen bedingungen am zielort ankommen	diese	125
394	Es	22156		yes						error_wrong_marking			
395	das	22041	umstand	yes	na	na	na	yes	na	discourse_anaphor	naemlich dass sie tatsaechlich auch fuer dienstleistungen im sinne des oeffentlichen interesses wahrgenommen werden	diese	129
396	es	22073		yes						error_wrong_marking			
397	Es	22055	massnahme	yes	na	na	na	na	yes	discourse_anaphor	naemlich beihilfen zu leisten	eine_solche	126
398	Es	22174		yes						error_wrong_marking			
399	Das	21970	umstand	yes	na	yes	na	na	na	discourse_anaphor	naemlich dass die dann parallel dazu eine gute ausbildung brauchen, dass sie bildung brauchen, dass sie die entsprechende infrastruktur brauchen	diese	127
400	Das	22210	tatsache	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir auch weiterhin die beihilfen gemaess artikel 87 fuer die regionen , die jetzt vom statistischen effekt betroffen sind, brauchen	diese	128
401	Das	22141	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass diese unternehmen hinterher geschlossen werden, die produktion ausgelagert wird und dann noch einmal subventioniert wird	eine_solche	130
402	es	22340		yes						error_wrong_marking			
403	Das	22628	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich dass die damalige kommission prodi ohne vorwarnung und ohne die arbeitnehmer rechtzeitig zu konsultieren und zu informieren handelte	eine_solche	131
404	Es	22863		yes						error_wrong_marking			
405	es	22744		yes						error_wrong_marking			
406	Es	22551		yes						error_wrong_marking			
407	Das	23064	umstand	yes	na	na	yes	na	na	discourse_anaphor	dass bei einer aussprache zu diesem thema die evp-fraktion 18 minuten zur verfuegung hat , meine fraktion 14 , die liberalen 7 , die gruenen 4,5 .	diese	137
408	Das	23136	entwicklung	yes	na	na	yes	na	na	discourse_anaphor	dass fraktionen ihre redezeiten so weit reduzieren , dass [es] diese ein-minuten-reden gibt	diese	135
409	Das	23005	umstand	yes	na	na	na	na	na	discourse_anaphor	dass der rat 30 minuten redezeit , die kommission 20 minuten redezeit und das gesamte plenum 60 minuten erhaelt.	diese	139
410	Das	23120	massnahme	yes	na	na	na	na	na	discourse_anaphor	dass fraktionen ihre redezeiten so weit reduzieren , dass [es] diese ein-minuten-reden gibt	diese	135
411	das	23251	aktion	yes	na	na	yes	na	na	discourse_anaphor	meine kernbotschaften auch in fuenf minuten rueberzubringen	diese/eine_art_von	136
412	Das	23102	umstand	yes	na	na	na	na	na	discourse_anaphor	dass wenn ich alle meine expertinnen und experten zu wort kommen lassen wuerde , ich schon mehr redezeit braeuchte, als wir hier zur verfuegung haben .	diese	138
413	es	23115		yes						error_no_discourse_anaphor			
414	das	23267	sachverhalt	yes	na	na	yes	na	na	discourse_anaphor	dass ich hier einmal 20 minuten zur verfuegung haette	diese/eine_art_von	134
415	das	23380	na	yes	yes	na	na	yes	na	discourse_anaphor	dass der berichterstatter brok fuenf minuten hat	na	133
416	das	23398	zustand	yes	na	na	na	na	na	discourse_anaphor	dass am nachmittag redet zu den berichten , die ich eben hier vorgetragen habe , der rat 50 minuten , die kommission 50 minuten , der berichterstatter brok hat fuenf minuten und alle abgeordneten haben 90 minuten !	eine_solche	132
417	es	23613		yes						error_wrong_marking			
418	Es	23860		yes						error_wrong_marking			
419	es	23508	forderung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir unser augenmerk nicht immer nur auf die schiffskatastrophen und ihre folgen richten sollten, sondern vielmehr etwas gegen die taegliche schweinerei auf unseren meeren unternehmen	diese	144
420	das	23798	forderung	na	na	na	na	na	na	discourse_anaphor	naemlich dass das zukuenftig auch auf see moeglich sein muss	eine_solche	145
421	das	23564	na	yes	yes	na	na	na	yes	discourse_anaphor	naemlich die illegale einleitung	na	140
422	das	23912	aktivitaet	yes	na	na	yes	na	na	discourse_anaphor	naemlich alles zu tun , um nicht nur die katastrophen zu vermeiden , sondern auch gezielte , boesartige , kriminelle delikte auf unseren meeren nicht mehr zuzulassen	diese	141
423	es	23760		yes						error_wrong_marking			
424	Das	23782	massnahme	yes	na	yes	na	na	na	discourse_anaphor	naemlich dass lkwa nicht nur auf hoefen kontrolliert werden, sondern auch auf der strasse	eine_solche	143
425	es	23556		yes						error_wrong_marking			
426	das	23578	na	yes	yes	na	na	na	na	discourse_anaphor	naemlich die illegale einleitung	na	140
427	es	23685	sachverhalt	yes	na	yes	na	na	yes	discourse_anaphor	naemlich dass staaten diese richtlinie nicht ordentlich umgesetzt haben	diese	142
428	es	23543		yes						error_wrong_marking			
429	es	23965		yes						error_wrong_marking			
430	es	23994		yes						error_no_discourse_anaphor			
431	es	24092		yes						error_wrong_marking			
432	Es	24433		yes						error_wrong_marking			
433	Das	24447	frage	yes	na	na	na	na	na	discourse_anaphor	naemlich wo der nutzen fuer den verbraucher liegt	diese	146
434	es	24407		yes						error_wrong_marking			
435	Das	24590	sachverhalt	yes	na	yes	na	na	yes	discourse_anaphor	naemlich dass der maschinenbau wichtig ist	diese	148
436	dies	24689	moeglichkeit	yes	na	na	na	na	na	discourse_anaphor	naemlich dass im gesamten binnenmarkt ein und dieselbe maschine mit ein und derselben ausfuehrung in den verkehr gebracht werden kann	diese	147
437	dies	24704	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass im gesamten binnenmarkt ein und dieselbe maschine mit ein und derselben ausfuehrung in den verkehr gebracht werden kann und [dies] alles natuerlich ohne zusaetzliche pruefungen in den mitgliedstaaten der europaeischen union	diese	149
438	Dies	24825		yes						error_no_discourse_anaphor			
439	dies	24731	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich dass im gesamten binnenmarkt ein und dieselbe maschine mit ein und derselben ausfuehrung in den verkehr gebracht werden kann und [dies] alles natuerlich ohne zusaetzliche pruefungen in den mitgliedstaaten der europaeischen union	diese	149
440	Dies	25103	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass der neue verfassungsentwurf den neuen zielen der gemeinsamen agrarpolitik nach der agrarreform nicht rechnung traegt	eine_solche	150
441	es	25064		yes						error_wrong_marking			
442	Das	25044		yes						error_wrong_marking			
443	das	25586	problem	yes	na	na	na	na	na	discourse_anaphor	naemlich dass unsere verhandlungsposition gegenueber den amerikanern in der frage der durchsetzung von ias verschlechtert werden koennte	eine_solche	153
444	es	25308	na	yes	na	yes	na	yes	na	discourse_anaphor		na	
445	Dies	25506	entwicklung	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass zwei richtlinien, die eine aehnliche materie behandeln, auch in der mitgliedstaatlichen gesetzgebung gleich behandelt werden koennen	diese	152
446	Es	25465		yes						error_wrong_marking			
447	es	25354	na	yes	yes	na	na	na	na	discourse_anaphor	naemlich die verpflichtung zur quartalsberichterstattung	na	151
448	Es	25291		yes						error_wrong_marking			
449	es	25786		yes						error_no_discourse_anaphor			
450	das	25912	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich dass [es] auch eine verbindung gibt zwischen einer anstaendigen nationalen industriepolitik , die sich vielleicht in einem mitgliedstaat abspielt und einer anstaendigen industriepolitik , die wir in europa machen	diese	155
451	das	26088		yes						error_no_discourse_anaphor			
452	Das	25993		yes						error_no_discourse_anaphor			
453	es	25893		yes						error_wrong_marking			
454	das	25754	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir auf der einen seite alles tun wollen , um eine vernuenftige industriepolitik zu betreiben , sie weiter auszubauen und die wettbewerbsfaehigkeit zu erhalten , dass wir aber auf der anderen seite die zweite saeule nicht vergessen , naemlich gesundheitsschutz , umweltschutz und arbeitsschutz	diese	154
455	Das	25743	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir aber auf der anderen seite die zweite saeule nicht vergessen , naemlich gesundheitsschutz , umweltschutz und arbeitsschutz	diese	156
456	Das	25738	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir aber auf der anderen seite die zweite saeule nicht vergessen , naemlich gesundheitsschutz , umweltschutz und arbeitsschutz	diese	156
457	es	25963		yes						error_no_discourse_anaphor			
458	es	26305		yes						error_no_discourse_anaphor			
459	Es	26296		yes						error_no_discourse_anaphor			
460	dies	26183		yes						error_no_discourse_anaphor			
461	es	26192		yes						error_no_discourse_anaphor			
462	Es	26315		yes						error_no_discourse_anaphor			
463	es	26211	ansicht	yes	na	na	yes	yes	na	discourse_anaphor	dass wir sind natuerlich nicht absolut zufrieden , aber wir wissen auch , dass mehr nicht erreichbar war .	diese	157
464	es	26362		yes						error_no_discourse_anaphor			
465	Es	26117		na						deictic			
466	Es	26436		yes						error_no_discourse_anaphor			
467	es	26695		yes						error_no_discourse_anaphor			
468	es	26729		yes						error_no_discourse_anaphor			
469	Das	26922	forderung	yes	na	na	na	yes	na	discourse_anaphor	naemlich ihn zu gewinnen, ohne selbst die maessigung zu verlieren, die menschlichkeit abzulegen, die eigenen gesetze zu verraten und die freiheit des menschen im eigenen, inneren bereich zu gefaehrden	diese	158
470	es	26975	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir hier im kampf einem gegner aus dem dunkeln gegenueberstehen	diese	161
471	dies	27008	notwendigkeit	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir mit dem wort terrorismus nicht die innere sensibilitaet abstumpfen lassen und eine generalvollmacht fuer jede art von kampf ausstellen duerfen	diese	159
472	es	26886		yes						error_wrong_marking			
473	Das	27106	einschaetzung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass sie die grundlagen mit der charta der grundrechte , der mitentscheidung des parlaments , der oeffentlichkeit , der gesetzgebung , der solidaritaetsklausel , der informationellen selbstbestimmung des menschen , der parlamentarischen und gerichtlichen kontrolle , der aufloesung der saeulenstruktur zugunsten eines gemeinschaftlichen europas schafft	diese	160
474	Das	26963	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir hier im kampf einem gegner aus dem dunkeln gegenueber stehen	diese	161
475	Es	27011		yes						error_wrong_marking			
476	es	27489		yes						error_no_discourse_anaphor			
477	Es	27337		yes						error_no_discourse_anaphor			
478	es	27442		yes						error_no_discourse_anaphor			
479	es	27392		yes						error_no_discourse_anaphor			
480	es	27453		yes						error_no_discourse_anaphor			
481	es	27582		yes						error_wrong_marking			
482	Es	27609		yes						error_wrong_marking			
483	das	27586		yes						error_wrong_marking			
484	Es	27811		yes						error_no_discourse_anaphor			
485	es	28044		yes						error_wrong_marking			
486	was	28011											
487	Es	28089		yes						error_wrong_marking			
488	es	28065		yes						error_wrong_marking			
489	es	28142	massnahme	yes	na	yes	na	na	yes	discourse_anaphor	naemlich die loesungen umzusetzen	eine_solche	162
490	Dies	27962	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir nur so unseren bauern planungssicherheit bieten koennen	diese	163
491	Das	28374	na	yes	yes	na	na	na	na	discourse_anaphor	naemlich die entschuldung	na	166
492	das	28314	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich dass das im fall von indonesien in diesem jahr vier milliarden euro waeren, die indonesien zurueckzahlen muesste	diese	164
493	dies	28211	sachverhalt	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass diese schuldenkrise nach wie vor ein zentrales hindernis dafuer ist, dass es in den laendern des suedens zu einer selbstaendigen dynamischen wirtschaftlichen entwicklung kommen kann	diese	165
494	es	28302		yes						error_wrong_marking			
495	es	28189		yes						error_wrong_marking			
496	Das	28332	entwicklung	yes	na	na	yes	na	na	discourse_anaphor	naemlich wenn das in diesem jahr vier milliarden euro waeren, die indonesien zurueckzahlen muesste	eine_solche	167
497	das	28319		yes						error_no_discourse_anaphor			
498	das	28481		yes						error_wrong_marking			
499	Das	28473	sachverhalt	yes	na	na	na	na	yes	discourse_anaphor	naemlich dass in der schweiz 66% der gueter auf der schiene transportiert werden und 30% auf der strasse	diese	168
500	Das	28678	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass dieser maximalbetrag so niedrig ist, dass kein mensch davon ausgehen kann, dass ueberhaupt ein richtiger anreiz besteht, von der strasse auf die schiene wechseln	diese	169
501	das	28612		yes						error_no_discourse_anaphor			
502	es	28585		yes						error_wrong_marking			
503	es	28822		yes						error_wrong_marking			
504	was	28483											
505	Es	28660		yes						error_wrong_marking			
506	Das	29265	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich wenn sie sie wahrnehmen, wenn sie sich aendern, wenn sie die zeit des schweigens der oesterreichischen innenpolitik beenden, wenn sie zu einem europaeischen aufklaerer werden	eine_solche	170
507	es	29195		yes						error_wrong_marking			
508	es	29164		yes						error_wrong_marking			
509	es	29156		yes						error_wrong_marking			
510	es	29042	notwendigkeit	yes	na	na	na	na	na	discourse_anaphor	naemlich vertrauen herstellen	diese	172
511	Das	29140	fragestellung	yes	na	na	na	na	yes	discourse_anaphor	naemlich ob es zutrifft, dass allein in oesterreich 427 einflussreiche bauern , die fast ausschliesslich ihrer partei nahe stehen , jedes jahr mehr als 72 000 euro an direktzahlungen bekommen	diese	171
512	Es	28874		yes						error_no_discourse_anaphor			
513	es	29147		yes						error_wrong_marking			
514	es	29110		yes						error_wrong_marking			
515	es	28895		yes						error_wrong_marking			
516	es	29553		yes						error_no_discourse_anaphor			
517	das	29518	ansicht	yes	na	na	yes	na	na	discourse_anaphor	dass man glaubte in verschiedenen europaeischen staaten , man muesste rasch handeln , man muesste die amerikaner unterstuetzen .	diese	173
518	Es	29460		yes						error_no_discourse_anaphor			
519	es	29645	ansicht	yes	na	na	yes	na	na	discourse_anaphor	dass sie , frau kommissarin , heute diese balance wirklich exzellent getroffen haben	diese	174
520	Es	29847		yes						error_no_discourse_anaphor			
521	es	29824		yes						error_no_discourse_anaphor			
522	dies	30049	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich wenn sie nicht hingeht, weil es keine sicherheit gibt	diese	175
523	es	30295		yes						error_wrong_marking			
524	es	30359		yes						error_wrong_marking			
525	es	30043		yes						error_wrong_marking			
526	es	30243		yes						error_wrong_marking			
527	es	29899		yes						error_wrong_marking			
528	Das	30018	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich wenn wir uns als uno erst dann wieder voll engagieren, dort wieder hingehen koennen, wenn sicherheit gegeben ist	eine_solche	179
529	dies	29931	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich eine wirklich friedliche entwicklung zu haben	diese	177
530	es	29915		yes						error_wrong_marking			
531	dies	29951		yes						error_no_discourse_anaphor			
532	es	30031		yes						error_wrong_marking			
533	dies	30111	aktion	yes	na	na	na	na	na	discourse_anaphor	naemlich deutlich zu machen, dass terror in keiner weise begruendet sein kann und wir immer gegen terror sind, der hier von minderheiten im irak veruebt wird, und dass wir die mehrheit der bevoelkerung unterstuetzen muessen	eine_solche	176
534	es	30222	frage	yes	na	yes	na	na	na	discourse_anaphor		diese	
535	was	30162											
536	Dies	30212	frage	yes	na	yes	na	na	na	discourse_anaphor		diese	178
537	das	30687	na	yes	yes	na	na	na	na	discourse_anaphor	naemlich das vertrauen in kontrolle	na	180
538	das	30469		yes						error_no_discourse_anaphor			
539	es	30558		yes						error_wrong_marking			
540	es	30411		yes						error_wrong_marking			
541	das	30593		yes						deictic			
542	Es	31025		yes						error_wrong_marking			
543	es	30749		yes						error_wrong_marking			
544	Es	30932		yes						error_wrong_marking			
545	das	31264	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass die anzahl der beschwerden stetig ansteigt	diese	182
546	Es	31151		yes						error_wrong_marking			
547	es	31293		yes						error_wrong_marking			
548	Das	31452	massnahme	yes	na	na	na	na	yes	discourse_anaphor	naemlich dass sie voll zu unterstuetzen sind	diese	181
549	es	31559		yes						error_wrong_marking			
550	Es	31609		yes						error_wrong_marking			
551	Es	31633		na						error_wrong_marking			
552	was	32236											
553	es	31983		na						error_wrong_marking			
554	Es	31736		na						error_wrong_marking			
555	das	32051	tatsache	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass wir im falle , dass unsere gesetzgebungskompetenz beschnitten wird , klar und deutlich dagegen vorgehen	diese	185
556	was	32220											
557	Es	31764		na						error_wrong_marking			
558	Es	31786		na						error_wrong_marking			
559	das	31861	frage	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir bereit sind, einen teil unserer gesetzgebungskompetenz herzugeben	diese	183
560	was	32134		na						na			
561	es	31847		na						error_wrong_marking			
562	das	32015	moeglichkeit	yes	na	na	na	na	na	discourse_anaphor	naemlich die moeglichkeit des rueckholrechts zu haben	diese	186
563	das	31996	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich die moeglichkeit des rueckholrechts zu haben	diese	186
564	Es	32578		yes						error_no_discourse_anaphor			
565	das	32405		yes						error_no_discourse_anaphor			
566	es	32290		yes						error_no_discourse_anaphor			
567	Das	32344	umstand	yes	na	na	yes	na	na	discourse_anaphor	dass inzwischen ist aus dieser ehemals gouvernementalen zusammenarbeit eine interinstitutionelle sache geworden ist	diese	187
568	es	32586		yes						error_no_discourse_anaphor			
569	es	32468		yes						error_no_discourse_anaphor			
570	es	32330		yes						error_no_discourse_anaphor			
571	es	32354		yes						error_no_discourse_anaphor			
572	das	32950		yes						error_wrong_marking			
573	es	33071		yes						error_no_discourse_anaphor			
574	Das	33093	umstand	yes	na	na	na	na	yes	discourse_anaphor	naemlich dass syrien sich jetzt daran messen lassen muss, ob es hamas und hisbollah im libanon und in syrien bekaempft, weil sie ansonste kein guter partner der europaeischen politik sein koennen	diese	189
575	Es	32741		yes						error_wrong_marking			
576	es	33028		yes						error_no_discourse_anaphor			
577	das	32724	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir heute praesident juschtschenko hier haben	diese	188
578	das	33378	na	yes	na	yes	na	na	na	discourse_anaphor		na	
579	Das	33623	einschaetzung	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass wir in europa gegen die dickleibigkeit vieler kinder etwas tun muessen	diese	191
580	es	33725		yes						error_wrong_marking			
581	es	33471		yes						error_wrong_marking			
582	es	33776											
583	das	33783											
584	dies	33631	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich gegen die dickleibigkeit vieler kinder etwas zu tun	eine_solche	190
585	es	33769											
586	Das	33734											
587	es	33729		yes						error_no_discourse_anaphor			
588	Es	33476		yes						error_wrong_marking			
589	Das	33893		na						error_no_discourse_anaphor			
590	es	34042	entwicklung	yes	na	na	na	na	yes	discourse_anaphor	naemlich was geschieht, wenn wir keine fuelle von konkreten massnahmen haben	eine_solche	192
591	es	34049	problem	yes	na	na	na	na	yes	discourse_anaphor	naemlich was geschieht, wenn wir keine fuelle von konkreten massnahmen haben	diese	192
592	es	34056		na						error_no_discourse_anaphor			
593	es	34033		na						error_wrong_marking			
594	Es	34571		yes						error_no_discourse_anaphor			
595	Es	34480		yes						error_no_discourse_anaphor			
596	es	34315		yes						error_no_discourse_anaphor			
597	Dies	34824	notwendigkeit	yes	na	na	na	na	na	discourse_anaphor	naemlich dass die infrastrukturellen investitionen durch israel nicht wieder zerstoert werden	diese	193
598	es	34940		yes						error_no_discourse_anaphor			
599	es	34945		yes						error_no_discourse_anaphor			
600	es	34962		yes						error_no_discourse_anaphor			
601	es	34986		yes						error_no_discourse_anaphor			
602	es	34970		yes						error_no_discourse_anaphor			
603	was	34652											
604	es	34950		yes						error_no_discourse_anaphor			
605	das	34650		yes						error_wrong_marking			
606	es	35127		yes						error_wrong_marking			
607	es	35252		yes						error_wrong_marking			
608	Das	35401	umstand	yes	na	na	yes	na	na	discourse_anaphor	dass andere an diese stelle treten und einfluss gewinnen	diese	194
609	dies	35618		yes						deictic			
610	Dies	35308		yes						deictic			
611	Es	35329		yes						error_no_discourse_anaphor			
612	es	35485		yes						error_no_discourse_anaphor			
613	es	35491		yes						error_no_discourse_anaphor			
614	es	35374		yes						error_no_discourse_anaphor			
615	das	35913	na	na	na	na	na	na	na	discourse_anaphor	dass offensichtlich wird sicherheit nur mehr in einem technologischen kontext verstanden	na	197
616	es	36064		yes						deictic			
617	Das	35898	na	na	na	na	na	na	na	discourse_anaphor	dass wenn [es] um massnahmen geht , die wirklich an die substanz der unfaelle gehen , die wirklich das potenzial haetten , menschen zu einem besseren fahrverhalten zu bringen , wie etwa der verzicht auf alkohol oder an die fahrverhaeltnisse angepasste geschwindigkeiten , dann werden im verkehrsausschuss entsprechende antraege samt und sonders abgelehnt .	diese	195
618	es	35953		yes						error_no_discourse_anaphor			
619	Es	36069		yes						error_no_discourse_anaphor			
620	es	35924		yes						error_no_discourse_anaphor			
621	es	35941		yes						error_no_discourse_anaphor			
622	es	36021		yes						error_no_discourse_anaphor			
623	es	36157		yes						error_no_discourse_anaphor			
624	es	36030		yes						deictic			
625	es	35846		yes						error_no_discourse_anaphor			
626	es	35791	einschaetzung	yes	na	na	yes	na	na	discourse_anaphor	dass fuer ma ich halte diese zahlen sslos ueberschaetzt	diese	196
627	Es	35997		yes						error_no_discourse_anaphor			
628	Es	36493		yes						error_no_discourse_anaphor			
629	es	36528		yes						error_no_discourse_anaphor			
630	das	36548		yes						error_no_discourse_anaphor			
631	es	36230		yes						error_no_discourse_anaphor			
632	es	36366		yes						error_no_discourse_anaphor			
633	Es	36407		yes						error_no_discourse_anaphor			
634	es	36453		yes						error_no_discourse_anaphor			
635	Das	36471	aktion	yes	na	na	yes	na	na	discourse_anaphor	ihren konflikt auf dem gebiet von somalia auszufechten	diese/eine_art_von	198
636	es	36315		yes						error_no_discourse_anaphor			
637	das	36596		yes						error_wrong_marking			
638	es	36837	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich dass es keine beimischungsverpflichtung gab	diese	199
639	es	36831		yes						error_wrong_marking			
640	Es	36822		yes						error_wrong_marking			
641	dies	37218	na	yes	yes	na	na	na	na	discourse_anaphor	naemlich der vorschlag	na	200
642	das	37062	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass in den vermittlungsverfahren eine reihe von substanziellen fortschritten in unsere richtung erzielt worden sind	diese	203
643	es	37238	entwicklung	yes	na	yes	na	na	na	discourse_anaphor	naemlich dass der fortschritt dieser oeffnung des oeffentlichen auftragswesens durch den binnenmarkt erhalten, sogar noch ausgebaut wird	diese	201
