id	text	iset	shellnoun	content	content_phrase	comment
908	proposals	74011	false	_		_
909	view	68354	true	given	448	_
910	Rights	76241	false	_		_
911	adoption	68291	false	_		_
912	situation	54096	false	_		_
913	question	72009	true	external		_
914	position	72138	false	_		_
915	situation	76055	false	_		_
916	rights	63881	false	_		_
917	dangers	63530	false	_		_
918	requirements	68854	false	_		_
919	law	62702	false	_		_
920	question	58077	true	given	449 445	_
921	proposals	74576	false	_		_
922	plans	53964	true	given	459	_
923	issues	53930	false	_		_
924	situation	63014	false	_		_
925	need	74465	true	given	365	_
926	evidence	72146	false	_		_
927	proposals	74495	false	_		_
928	advice	72192	false	_		_
929	policies	72184	false	_		_
930	position	72220	true	given	467	_
931	danger	76667	false	_		_
932	risks	67846	false	_		_
933	approach	67920	true	given	462	_
934	difficulties	62771	false	_		_
935	decisions	68825	false	_		_
936	opportunity	68479	false	_		_
937	rights	62797	false	_		_
938	argument	68761	false	_		_
939	conviction	68414	false	_		_
940	views	76356	false	_		_
941	demand	68117	true	given	451	_
942	reason	68462	true	given	447	_
943	rights	76471	false	_		_
944	incentive	68265	false	_		_
945	need	69133	undefined	_		_
946	conclusion	69244	false	_		_
947	need	69228	true	given	534	_
948	incentives	69296	true	given	529	_
949	reasons	69286	true	given	532	_
950	doubt	73444	false	_		_
951	opportunity	73281	false	_		_
952	question	71038	false	_		_
953	difficulties	70940	false	_		_
954	requirements	73079	false	_		_
955	move	62509	unclear	given	476	_
956	objectives	69122	false	_		_
957	analysis	71422	false	_		_
958	this	62184	false	_		_
959	evidence	77051	false	_		_
960	argument	69906	false	_		_
961	promises	69779	false	_		_
962	opinion	58633	false	_		_
963	role	58614	true	given	487	_
964	tasks	58998	false	_		_
965	proposal	73620	true	given	375	_
966	point	58880	true	given	482	_
967	risk	68811	true	given	483	_
968	amendments	58595	false	_		_
969	understanding	69087	false	_		_
970	conclusion	73502	false	_		_
971	role	71506	true	given	488	_
972	option	61805	false	_		_
973	calls	61983	true	given	485	_
974	failure	69309	false	_		_
975	needs	69348	false	_		_
976	question	71716	true	external		_
977	destination	61343	false	_		_
978	duty	56571	true	given	491	_
979	right	56567	true	given	491	_
980	questions	56851	true	given	494 493 519 520	_
981	questions	70469	true	given	507 505 509	_
982	question	74554	true	external		_
983	commitment	74581	true	given	498	_
984	fact	63332	true	given	439	_
985	danger	74475	true	given	495	_
986	conclusions	63357	true	given	453	_
987	draft	56168	false	_		_
988	courage	63620	false	_		_
989	convictions	63623	false	_		_
990	reasons	72988	true	given	384	_
991	fact	72993	true	given	386	_
992	decision	72924	false	_		_
993	question	74629	true	given	506	_
994	question	74652	true	given	506	_
995	it	74665	false	_		_
996	opinion	70909	true	given	475	_
997	hopes	63727	true	given	417	_
998	opportunity	72767	true	given	423	_
999	desire	72711	true	given	424	_
1000	fact	72489	true	given	426	_
1001	view	74641	false	_		_
1002	objectives	63937	false	_		_
1003	guarantees	72896	false	_		_
1004	objectives	63915	false	_		_
1005	decision	72841	false	_		_
1006	requirement	63907	false	_		_
1007	conclusion	72827	false	_		_
1008	duty	70713	true	given	503	_
1009	reasons	63765	false	_		_
1010	needs	72817	false	_		_
1011	risk	57514	true	given	512	_
1012	position	57183	false	_		_
1013	question	57741	true	given	513	_
1014	issues	69951	false	_		_
1015	view	69827	true	given	514	_
1016	question	75255	true	given	515	_
1017	position	69773	false	_		_
1018	position	69722	false	_		_
1019	holy grail	75426 75427	true	given	518	_
1020	questions	57137	true	given	517 510	_
1021	rulings	63959	false	_		_
1022	right	64502	true	given	362	_
1023	rights	75558	false	_		_
1024	statement	64442	true	given	522	_
1025	questions	70123	true	given	523 521 525	_
1026	opinions	75793	false	_		_
1027	issue	75770	false	_		_
1028	question	69977	true	given	530 528	_
1029	issue	75817	false	_		_
1030	rights	75965	false	_		_
