id	text	lemma	sent	source	pos	mother	rel
23933	Mr	mr	920	t_02-03-11_33	NNP	23934	compound
23934	Kuckelkorn	kuckelkorn	920	t_02-03-11_33	NNP	23935	nsubj
23935	wrote	write	920	t_02-03-11_33	VBD	23935	ROOT
23936	to	to	920	t_02-03-11_33	IN	23935	prep
23937	you	-PRON-	920	t_02-03-11_33	PRP	23936	pobj
23938	as	as	920	t_02-03-11_33	RB	23940	advmod
23939	long	long	920	t_02-03-11_33	RB	23940	advmod
23940	ago	ago	920	t_02-03-11_33	RB	23935	advmod
23941	as	as	920	t_02-03-11_33	IN	23940	prep
23942	17	17	920	t_02-03-11_33	CD	23943	nummod
23943	January	january	920	t_02-03-11_33	NNP	23941	pobj
23944	to	to	920	t_02-03-11_33	TO	23945	aux
23945	point	point	920	t_02-03-11_33	VB	23935	advcl
23946	out	out	920	t_02-03-11_33	RP	23945	prt
23947	the	the	920	t_02-03-11_33	DT	23948	det
23948	problems	problem	920	t_02-03-11_33	NNS	23945	dobj
23949	brought	bring	920	t_02-03-11_33	VBN	23948	acl
23950	in	in	920	t_02-03-11_33	IN	23949	prt
23951	its	-PRON-	920	t_02-03-11_33	PRP$	23952	poss
23952	train	train	920	t_02-03-11_33	NN	23949	dobj
23953	by	by	920	t_02-03-11_33	IN	23949	agent
23954	Parliament	parliament	920	t_02-03-11_33	NNP	23957	poss
23955	's	's	920	t_02-03-11_33	POS	23954	case
23956	alleged	allege	920	t_02-03-11_33	VBN	23957	amod
23957	need	need	920	t_02-03-11_33	NN	23953	pobj
23958	for	for	920	t_02-03-11_33	IN	23957	prep
23959	security	security	920	t_02-03-11_33	NN	23958	pobj
23960	,	,	920	t_02-03-11_33	,	23959	punct
23961	which	which	920	t_02-03-11_33	WDT	23964	nsubjpass
23962	has	have	920	t_02-03-11_33	VBZ	23964	aux
23963	been	be	920	t_02-03-11_33	VBN	23964	auxpass
23964	taken	take	920	t_02-03-11_33	VBN	23959	relcl
23965	to	to	920	t_02-03-11_33	IN	23964	prep
23966	the	the	920	t_02-03-11_33	DT	23967	det
23967	point	point	920	t_02-03-11_33	NN	23965	pobj
23968	of	of	920	t_02-03-11_33	IN	23967	prep
23969	absurdity	absurdity	920	t_02-03-11_33	NN	23968	pobj
23970	after	after	920	t_02-03-11_33	IN	23964	prep
23971	11	11	920	t_02-03-11_33	CD	23972	nummod
23972	September	september	920	t_02-03-11_33	NNP	23970	pobj
23973	,	,	920	t_02-03-11_33	,	23935	punct
23974	and	and	920	t_02-03-11_33	CC	23935	cc
23975	he	-PRON-	920	t_02-03-11_33	PRP	23976	nsubj
23976	counselled	counsel	920	t_02-03-11_33	VBD	23935	conj
23977	common	common	920	t_02-03-11_33	JJ	23978	amod
23978	sense	sense	920	t_02-03-11_33	NN	23976	dobj
23979	.	.	920	t_02-03-11_33	.	23976	punct
23980	With	with	921	t_02-03-11_33	IN	23988	prep
23981	others	other	921	t_02-03-11_33	NNS	23980	pobj
23982	of	of	921	t_02-03-11_33	IN	23981	prep
23983	my	-PRON-	921	t_02-03-11_33	PRP$	23985	poss
23984	fellow	fellow	921	t_02-03-11_33	JJ	23985	amod
23985	MEPs	mep	921	t_02-03-11_33	NNS	23982	pobj
23986	,	,	921	t_02-03-11_33	,	23988	punct
23987	I	-PRON-	921	t_02-03-11_33	PRP	23988	nsubj
23988	associated	associate	921	t_02-03-11_33	VBD	23988	ROOT
23989	myself	-PRON-	921	t_02-03-11_33	PRP	23988	dobj
23990	with	with	921	t_02-03-11_33	IN	23988	prep
23991	this	this	921	t_02-03-11_33	DT	23992	det
23992	letter	letter	921	t_02-03-11_33	NN	23990	pobj
23993	by	by	921	t_02-03-11_33	IN	23988	prep
23994	signing	sign	921	t_02-03-11_33	VBG	23993	pcomp
23995	it	-PRON-	921	t_02-03-11_33	PRP	23994	dobj
23996	.	.	921	t_02-03-11_33	.	23988	punct
23997	To	to	922	t_02-03-11_33	IN	24001	prep
23998	date	date	922	t_02-03-11_33	NN	23997	pobj
23999	we	-PRON-	922	t_02-03-11_33	PRP	24001	nsubj
24000	have	have	922	t_02-03-11_33	VBP	24001	aux
24001	received	receive	922	t_02-03-11_33	VBN	24001	ROOT
24002	no	no	922	t_02-03-11_33	DT	24003	det
24003	reply	reply	922	t_02-03-11_33	NN	24001	dobj
24004	.	.	922	t_02-03-11_33	.	24001	punct
24005	It	-PRON-	923	t_02-03-11_33	PRP	24007	nsubj
24006	may	may	923	t_02-03-11_33	MD	24007	aux
24007	be	be	923	t_02-03-11_33	VB	24007	ROOT
24008	that	that	923	t_02-03-11_33	IN	24007	attr
24009	translating	translate	923	t_02-03-11_33	VBG	24007	advcl
24010	it	-PRON-	923	t_02-03-11_33	PRP	24012	nsubj
24011	is	be	923	t_02-03-11_33	VBZ	24012	aux
24012	taking	take	923	t_02-03-11_33	VBG	24009	ccomp
24013	time	time	923	t_02-03-11_33	NN	24012	dobj
24014	.	.	923	t_02-03-11_33	.	24007	punct
24015	So	so	924	t_02-03-11_33	RB	24027	advmod
24016	,	,	924	t_02-03-11_33	,	24027	punct
24017	today	today	924	t_02-03-11_33	NN	24027	npadvmod
24018	,	,	924	t_02-03-11_33	,	24027	punct
24019	with	with	924	t_02-03-11_33	IN	24027	prep
24020	the	the	924	t_02-03-11_33	DT	24021	det
24021	help	help	924	t_02-03-11_33	NN	24019	pobj
24022	of	of	924	t_02-03-11_33	IN	24021	prep
24023	immediate	immediate	924	t_02-03-11_33	JJ	24024	amod
24024	interpreting	interpreting	924	t_02-03-11_33	NN	24022	pobj
24025	,	,	924	t_02-03-11_33	,	24027	punct
24026	I	-PRON-	924	t_02-03-11_33	PRP	24027	nsubj
24027	ask	ask	924	t_02-03-11_33	VBP	24027	ROOT
24028	you	-PRON-	924	t_02-03-11_33	PRP	24027	dobj
24029	directly	directly	924	t_02-03-11_33	RB	24027	advmod
24030	:	:	924	t_02-03-11_33	:	24027	punct
24031	When	when	924	t_02-03-11_33	WRB	24034	advmod
24032	will	will	924	t_02-03-11_33	MD	24034	aux
24033	we	-PRON-	924	t_02-03-11_33	PRP	24034	nsubj
24034	stop	stop	924	t_02-03-11_33	VB	24027	ccomp
24035	caging	cage	924	t_02-03-11_33	VBG	24034	xcomp
24036	MEPs	mep	924	t_02-03-11_33	NNS	24035	dobj
24037	for	for	924	t_02-03-11_33	IN	24035	prep
24038	their	-PRON-	924	t_02-03-11_33	PRP$	24039	poss
24039	protection	protection	924	t_02-03-11_33	NN	24037	pobj
24040	from	from	924	t_02-03-11_33	IN	24039	prep
24041	their	-PRON-	924	t_02-03-11_33	PRP$	24043	poss
24042	immediate	immediate	924	t_02-03-11_33	JJ	24043	amod
24043	surroundings	surrounding	924	t_02-03-11_33	NNS	24040	pobj
24044	and	and	924	t_02-03-11_33	CC	24040	cc
24045	from	from	924	t_02-03-11_33	IN	24040	conj
24046	the	the	924	t_02-03-11_33	DT	24047	det
24047	public	public	924	t_02-03-11_33	NN	24045	pobj
24048	?	?	924	t_02-03-11_33	.	24027	punct
24049	Mr	mr	925	t_02-03-11_79	NNP	24050	amod
24050	President	president	925	t_02-03-11_79	NNP	24055	npadvmod
24051	,	,	925	t_02-03-11_79	,	24055	punct
24052	I	-PRON-	925	t_02-03-11_79	PRP	24055	nsubj
24053	too	too	925	t_02-03-11_79	RB	24055	advmod
24054	would	would	925	t_02-03-11_79	MD	24055	aux
24055	like	like	925	t_02-03-11_79	VB	24055	ROOT
24056	to	to	925	t_02-03-11_79	TO	24057	aux
24057	congratulate	congratulate	925	t_02-03-11_79	VB	24055	xcomp
24058	the	the	925	t_02-03-11_79	DT	24059	det
24059	rapporteur	rapporteur	925	t_02-03-11_79	NN	24057	dobj
24060	and	and	925	t_02-03-11_79	CC	24059	cc
24061	the	the	925	t_02-03-11_79	DT	24062	det
24062	draftsman	draftsman	925	t_02-03-11_79	NN	24059	conj
24063	for	for	925	t_02-03-11_79	IN	24057	prep
24064	the	the	925	t_02-03-11_79	DT	24065	det
24065	consensus	consensus	925	t_02-03-11_79	NN	24063	pobj
24066	that	that	925	t_02-03-11_79	WDT	24069	dobj
24067	they	-PRON-	925	t_02-03-11_79	PRP	24069	nsubj
24068	have	have	925	t_02-03-11_79	VBP	24069	aux
24069	drawn	draw	925	t_02-03-11_79	VBN	24065	relcl
24070	together	together	925	t_02-03-11_79	RB	24069	advmod
24071	.	.	925	t_02-03-11_79	.	24055	punct
24072	When	when	926	t_02-03-11_79	WRB	24076	advmod
24073	this	this	926	t_02-03-11_79	DT	24074	det
24074	report	report	926	t_02-03-11_79	NN	24076	nsubj
24075	first	first	926	t_02-03-11_79	RB	24076	advmod
24076	appeared	appear	926	t_02-03-11_79	VBD	24078	advcl
24077	it	-PRON-	926	t_02-03-11_79	PRP	24078	nsubj
24078	seemed	seem	926	t_02-03-11_79	VBD	24078	ROOT
24079	to	to	926	t_02-03-11_79	TO	24080	aux
24080	cover	cover	926	t_02-03-11_79	VB	24078	xcomp
24081	a	a	926	t_02-03-11_79	DT	24084	det
24082	small	small	926	t_02-03-11_79	JJ	24084	amod
24083	technical	technical	926	t_02-03-11_79	JJ	24084	amod
24084	matter	matter	926	t_02-03-11_79	NN	24080	dobj
24085	,	,	926	t_02-03-11_79	,	24078	punct
24086	but	but	926	t_02-03-11_79	CC	24078	cc
24087	this	this	926	t_02-03-11_79	DT	24088	nsubj
24088	is	be	926	t_02-03-11_79	VBZ	24078	conj
24089	in	in	926	t_02-03-11_79	IN	24088	prep
24090	fact	fact	926	t_02-03-11_79	NN	24089	pobj
24091	a	a	926	t_02-03-11_79	DT	24094	det
24092	small	small	926	t_02-03-11_79	JJ	24094	amod
24093	technical	technical	926	t_02-03-11_79	JJ	24094	amod
24094	matter	matter	926	t_02-03-11_79	NN	24088	attr
24095	with	with	926	t_02-03-11_79	IN	24094	prep
24096	the	the	926	t_02-03-11_79	DT	24097	det
24097	ability	ability	926	t_02-03-11_79	NN	24095	pobj
24098	to	to	926	t_02-03-11_79	TO	24099	aux
24099	make	make	926	t_02-03-11_79	VB	24097	acl
24100	a	a	926	t_02-03-11_79	DT	24102	det
24101	huge	huge	926	t_02-03-11_79	JJ	24102	amod
24102	difference	difference	926	t_02-03-11_79	NN	24099	dobj
24103	.	.	926	t_02-03-11_79	.	24088	punct
24104	It	-PRON-	927	t_02-03-11_79	PRP	24105	nsubj
24105	is	be	927	t_02-03-11_79	VBZ	24105	ROOT
24106	of	of	927	t_02-03-11_79	IN	24105	prep
24107	great	great	927	t_02-03-11_79	JJ	24108	amod
24108	importance	importance	927	t_02-03-11_79	NN	24106	pobj
24109	,	,	927	t_02-03-11_79	,	24105	punct
24110	as	as	927	t_02-03-11_79	IN	24114	mark
24111	has	have	927	t_02-03-11_79	VBZ	24114	aux
24112	already	already	927	t_02-03-11_79	RB	24114	advmod
24113	been	be	927	t_02-03-11_79	VBN	24114	auxpass
24114	said	say	927	t_02-03-11_79	VBN	24105	advcl
24115	,	,	927	t_02-03-11_79	,	24105	punct
24116	to	to	927	t_02-03-11_79	IN	24105	prep
24117	the	the	927	t_02-03-11_79	DT	24121	det
24118	financial	financial	927	t_02-03-11_79	JJ	24119	amod
24119	services	service	927	t_02-03-11_79	NNS	24120	compound
24120	action	action	927	t_02-03-11_79	NN	24121	compound
24121	plan	plan	927	t_02-03-11_79	NN	24116	pobj
24122	and	and	927	t_02-03-11_79	CC	24116	cc
24123	to	to	927	t_02-03-11_79	IN	24116	conj
24124	the	the	927	t_02-03-11_79	DT	24126	det
24125	better	good	927	t_02-03-11_79	JJR	24126	amod
24126	functioning	functioning	927	t_02-03-11_79	NN	24123	pobj
24127	of	of	927	t_02-03-11_79	IN	24126	prep
24128	the	the	927	t_02-03-11_79	DT	24130	det
24129	internal	internal	927	t_02-03-11_79	JJ	24130	amod
24130	market	market	927	t_02-03-11_79	NN	24127	pobj
24131	.	.	927	t_02-03-11_79	.	24105	punct
24132	As	as	928	t_02-03-11_79	IN	24137	mark
24133	Lord	lord	928	t_02-03-11_79	NNP	24134	compound
24134	Inglewood	inglewood	928	t_02-03-11_79	NNP	24137	nsubj
24135	has	have	928	t_02-03-11_79	VBZ	24137	aux
24136	already	already	928	t_02-03-11_79	RB	24137	advmod
24137	said	say	928	t_02-03-11_79	VBN	24140	advcl
24138	,	,	928	t_02-03-11_79	,	24140	punct
24139	it	-PRON-	928	t_02-03-11_79	PRP	24140	nsubj
24140	is	be	928	t_02-03-11_79	VBZ	24140	ROOT
24141	a	a	928	t_02-03-11_79	DT	24142	det
24142	proposal	proposal	928	t_02-03-11_79	NN	24140	attr
24143	that	that	928	t_02-03-11_79	WDT	24149	nsubj
24144	,	,	928	t_02-03-11_79	,	24149	punct
24145	politically	politically	928	t_02-03-11_79	RB	24146	advmod
24146	speaking	speak	928	t_02-03-11_79	VBG	24149	advcl
24147	,	,	928	t_02-03-11_79	,	24149	punct
24148	has	have	928	t_02-03-11_79	VBZ	24149	aux
24149	come	come	928	t_02-03-11_79	VBN	24142	acl
24150	at	at	928	t_02-03-11_79	IN	24149	prep
24151	the	the	928	t_02-03-11_79	DT	24153	det
24152	right	right	928	t_02-03-11_79	JJ	24153	amod
24153	moment	moment	928	t_02-03-11_79	NN	24150	pobj
24154	.	.	928	t_02-03-11_79	.	24140	punct
24155	The	the	929	t_02-03-11_79	DT	24156	det
24156	collapse	collapse	929	t_02-03-11_79	NN	24180	nsubj
24157	of	of	929	t_02-03-11_79	IN	24156	prep
24158	a	a	929	t_02-03-11_79	DT	24160	det
24159	corporate	corporate	929	t_02-03-11_79	JJ	24160	amod
24160	giant	giant	929	t_02-03-11_79	NN	24157	pobj
24161	like	like	929	t_02-03-11_79	IN	24160	prep
24162	Enron	enron	929	t_02-03-11_79	NNP	24161	pobj
24163	and	and	929	t_02-03-11_79	CC	24162	cc
24164	the	the	929	t_02-03-11_79	DT	24165	det
24165	reverberations	reverberation	929	t_02-03-11_79	NNS	24160	conj
24166	of	of	929	t_02-03-11_79	IN	24165	prep
24167	such	such	929	t_02-03-11_79	PDT	24169	predet
24168	a	a	929	t_02-03-11_79	DT	24169	det
24169	collapse	collapse	929	t_02-03-11_79	NN	24166	pobj
24170	for	for	929	t_02-03-11_79	IN	24169	prep
24171	employees	employee	929	t_02-03-11_79	NNS	24170	pobj
24172	,	,	929	t_02-03-11_79	,	24160	punct
24173	for	for	929	t_02-03-11_79	IN	24156	prep
24174	small	small	929	t_02-03-11_79	JJ	24175	amod
24175	investors	investor	929	t_02-03-11_79	NNS	24173	pobj
24176	,	,	929	t_02-03-11_79	,	24173	punct
24177	for	for	929	t_02-03-11_79	IN	24173	conj
24178	pensioners	pensioner	929	t_02-03-11_79	NNS	24177	pobj
24179	,	,	929	t_02-03-11_79	,	24180	punct
24180	convince	convince	929	t_02-03-11_79	VB	24180	ROOT
24181	us	-PRON-	929	t_02-03-11_79	PRP	24180	dobj
24182	that	that	929	t_02-03-11_79	IN	24205	mark
24183	,	,	929	t_02-03-11_79	,	24205	punct
24184	if	if	929	t_02-03-11_79	IN	24186	mark
24185	there	there	929	t_02-03-11_79	EX	24186	expl
24186	is	be	929	t_02-03-11_79	VBZ	24205	advcl
24187	a	a	929	t_02-03-11_79	DT	24188	det
24188	way	way	929	t_02-03-11_79	NN	24186	attr
24189	of	of	929	t_02-03-11_79	IN	24188	prep
24190	helping	help	929	t_02-03-11_79	VBG	24189	pcomp
24191	prevent	prevent	929	t_02-03-11_79	VB	24190	xcomp
24192	such	such	929	t_02-03-11_79	JJ	24193	amod
24193	misery	misery	929	t_02-03-11_79	NN	24191	dobj
24194	for	for	929	t_02-03-11_79	IN	24191	prep
24195	some	some	929	t_02-03-11_79	DT	24194	pobj
24196	of	of	929	t_02-03-11_79	IN	24195	prep
24197	our	-PRON-	929	t_02-03-11_79	PRP$	24198	poss
24198	citizens	citizen	929	t_02-03-11_79	NNS	24196	pobj
24199	,	,	929	t_02-03-11_79	,	24205	punct
24200	then	then	929	t_02-03-11_79	RB	24205	advmod
24201	we	-PRON-	929	t_02-03-11_79	PRP	24205	nsubj
24202	should	should	929	t_02-03-11_79	MD	24205	aux
24203	of	of	929	t_02-03-11_79	IN	24205	prep
24204	course	course	929	t_02-03-11_79	NN	24203	pobj
24205	pursue	pursue	929	t_02-03-11_79	VB	24180	ccomp
24206	it	-PRON-	929	t_02-03-11_79	PRP	24205	dobj
24207	.	.	929	t_02-03-11_79	.	24180	punct
24208	These	these	930	t_02-03-11_79	DT	24211	det
24209	international	international	930	t_02-03-11_79	JJ	24211	amod
24210	accounting	accounting	930	t_02-03-11_79	NN	24211	compound
24211	standards	standard	930	t_02-03-11_79	NNS	24212	nsubj
24212	seem	seem	930	t_02-03-11_79	VBP	24212	ROOT
24213	to	to	930	t_02-03-11_79	TO	24214	aux
24214	hold	hold	930	t_02-03-11_79	VB	24212	xcomp
24215	out	out	930	t_02-03-11_79	RP	24214	prt
24216	such	such	930	t_02-03-11_79	PDT	24218	predet
24217	a	a	930	t_02-03-11_79	DT	24218	det
24218	promise	promise	930	t_02-03-11_79	NN	24214	dobj
24219	,	,	930	t_02-03-11_79	,	24218	punct
24220	both	both	930	t_02-03-11_79	CC	24221	preconj
24221	within	within	930	t_02-03-11_79	IN	24218	prep
24222	and	and	930	t_02-03-11_79	CC	24221	cc
24223	beyond	beyond	930	t_02-03-11_79	IN	24221	conj
24224	the	the	930	t_02-03-11_79	DT	24226	det
24225	European	european	930	t_02-03-11_79	NNP	24226	compound
24226	Union	union	930	t_02-03-11_79	NNP	24223	pobj
24227	.	.	930	t_02-03-11_79	.	24212	punct
24228	I	-PRON-	931	t_02-03-11_79	PRP	24229	nsubj
24229	hope	hope	931	t_02-03-11_79	VBP	24229	ROOT
24230	that	that	931	t_02-03-11_79	DT	24231	nsubj
24231	is	be	931	t_02-03-11_79	VBZ	24229	ccomp
24232	so	so	931	t_02-03-11_79	RB	24231	acomp
24233	.	.	931	t_02-03-11_79	.	24229	punct
24234	I	-PRON-	932	t_02-03-11_79	PRP	24235	nsubj
24235	hope	hope	932	t_02-03-11_79	VBP	24235	ROOT
24236	also	also	932	t_02-03-11_79	RB	24235	advmod
24237	,	,	932	t_02-03-11_79	,	24235	punct
24238	as	as	932	t_02-03-11_79	IN	24242	mark
24239	other	other	932	t_02-03-11_79	JJ	24240	amod
24240	speakers	speaker	932	t_02-03-11_79	NNS	24242	nsubj
24241	have	have	932	t_02-03-11_79	VBP	24242	aux
24242	said	say	932	t_02-03-11_79	VBN	24235	advcl
24243	,	,	932	t_02-03-11_79	,	24235	punct
24244	that	that	932	t_02-03-11_79	IN	24262	mark
24245	the	the	932	t_02-03-11_79	DT	24246	det
24246	system	system	932	t_02-03-11_79	NN	24262	nsubj
24247	involving	involve	932	t_02-03-11_79	VBG	24246	acl
24248	a	a	932	t_02-03-11_79	DT	24250	det
24249	regulatory	regulatory	932	t_02-03-11_79	JJ	24250	amod
24250	committee	committee	932	t_02-03-11_79	NN	24247	dobj
24251	-	-	932	t_02-03-11_79	:	24250	punct
24252	a	a	932	t_02-03-11_79	DT	24254	det
24253	technical	technical	932	t_02-03-11_79	JJ	24254	amod
24254	committee	committee	932	t_02-03-11_79	NN	24250	appos
24255	set	set	932	t_02-03-11_79	VBN	24254	acl
24256	up	up	932	t_02-03-11_79	RP	24255	prt
24257	within	within	932	t_02-03-11_79	IN	24255	prep
24258	our	-PRON-	932	t_02-03-11_79	PRP$	24259	poss
24259	institutions	institution	932	t_02-03-11_79	NNS	24257	pobj
24260	-	-	932	t_02-03-11_79	,	24262	punct
24261	will	will	932	t_02-03-11_79	MD	24262	aux
24262	provide	provide	932	t_02-03-11_79	VB	24235	ccomp
24263	the	the	932	t_02-03-11_79	DT	24264	det
24264	openness	openness	932	t_02-03-11_79	NN	24262	dobj
24265	and	and	932	t_02-03-11_79	CC	24262	cc
24266	,	,	932	t_02-03-11_79	,	24262	punct
24267	most	most	932	t_02-03-11_79	RBS	24268	advmod
24268	importantly	importantly	932	t_02-03-11_79	RB	24262	advmod
24269	,	,	932	t_02-03-11_79	,	24268	punct
24270	the	the	932	t_02-03-11_79	DT	24272	det
24271	democratic	democratic	932	t_02-03-11_79	JJ	24272	amod
24272	accountability	accountability	932	t_02-03-11_79	NN	24262	dobj
24273	that	that	932	t_02-03-11_79	IN	24276	dobj
24274	this	this	932	t_02-03-11_79	DT	24275	det
24275	Parliament	parliament	932	t_02-03-11_79	NNP	24276	nsubj
24276	seeks	seek	932	t_02-03-11_79	VBZ	24272	relcl
24277	.	.	932	t_02-03-11_79	.	24235	punct
24278	Our	-PRON-	933	t_02-03-11_79	PRP$	24279	poss
24279	society	society	933	t_02-03-11_79	NN	24284	nsubj
24280	,	,	933	t_02-03-11_79	,	24279	punct
24281	our	-PRON-	933	t_02-03-11_79	PRP$	24282	poss
24282	citizens	citizen	933	t_02-03-11_79	NNS	24279	appos
24283	,	,	933	t_02-03-11_79	,	24284	punct
24284	have	have	933	t_02-03-11_79	VBP	24284	ROOT
24285	a	a	933	t_02-03-11_79	DT	24287	det
24286	huge	huge	933	t_02-03-11_79	JJ	24287	amod
24287	stake	stake	933	t_02-03-11_79	NN	24284	dobj
24288	in	in	933	t_02-03-11_79	IN	24287	prep
24289	the	the	933	t_02-03-11_79	DT	24290	det
24290	success	success	933	t_02-03-11_79	NN	24288	pobj
24291	and	and	933	t_02-03-11_79	CC	24290	cc
24292	health	health	933	t_02-03-11_79	NN	24290	conj
24293	of	of	933	t_02-03-11_79	IN	24290	prep
24294	our	-PRON-	933	t_02-03-11_79	PRP$	24296	poss
24295	large	large	933	t_02-03-11_79	JJ	24296	amod
24296	corporations	corporation	933	t_02-03-11_79	NNS	24293	pobj
24297	.	.	933	t_02-03-11_79	.	24284	punct
24298	It	-PRON-	934	t_02-03-11_79	PRP	24299	nsubj
24299	is	be	934	t_02-03-11_79	VBZ	24299	ROOT
24300	clearly	clearly	934	t_02-03-11_79	RB	24299	advmod
24301	our	-PRON-	934	t_02-03-11_79	PRP$	24302	poss
24302	duty	duty	934	t_02-03-11_79	NN	24299	attr
24303	to	to	934	t_02-03-11_79	TO	24304	aux
24304	ensure	ensure	934	t_02-03-11_79	VB	24299	xcomp
24305	that	that	934	t_02-03-11_79	IN	24315	mark
24306	the	the	934	t_02-03-11_79	DT	24307	det
24307	standards	standard	934	t_02-03-11_79	NNS	24315	nsubj
24308	by	by	934	t_02-03-11_79	IN	24312	prep
24309	which	which	934	t_02-03-11_79	WDT	24308	pobj
24310	they	-PRON-	934	t_02-03-11_79	PRP	24312	nsubjpass
24311	are	be	934	t_02-03-11_79	VBP	24312	auxpass
24312	governed	govern	934	t_02-03-11_79	VBN	24307	relcl
24313	or	or	934	t_02-03-11_79	CC	24312	cc
24314	regulated	regulated	934	t_02-03-11_79	JJ	24312	conj
24315	attain	attain	934	t_02-03-11_79	NN	24304	ccomp
24316	the	the	934	t_02-03-11_79	DT	24318	det
24317	best	good	934	t_02-03-11_79	JJS	24318	amod
24318	levels	level	934	t_02-03-11_79	NNS	24315	dobj
24319	of	of	934	t_02-03-11_79	IN	24318	prep
24320	corporate	corporate	934	t_02-03-11_79	JJ	24321	amod
24321	governance	governance	934	t_02-03-11_79	NN	24319	pobj
24322	.	.	934	t_02-03-11_79	.	24299	punct
24323	This	this	935	t_02-03-11_79	DT	24324	det
24324	report	report	935	t_02-03-11_79	NN	24325	nsubj
24325	is	be	935	t_02-03-11_79	VBZ	24325	ROOT
24326	an	an	935	t_02-03-11_79	DT	24328	det
24327	important	important	935	t_02-03-11_79	JJ	24328	amod
24328	step	step	935	t_02-03-11_79	NN	24325	attr
24329	in	in	935	t_02-03-11_79	IN	24328	prep
24330	achieving	achieve	935	t_02-03-11_79	VBG	24329	pcomp
24331	that	that	935	t_02-03-11_79	DT	24330	dobj
24332	and	and	935	t_02-03-11_79	CC	24325	cc
24333	I	-PRON-	935	t_02-03-11_79	PRP	24335	nsubj
24334	can	can	935	t_02-03-11_79	MD	24335	aux
24335	assure	assure	935	t_02-03-11_79	VB	24325	conj
24336	the	the	935	t_02-03-11_79	DT	24337	det
24337	rapporteur	rapporteur	935	t_02-03-11_79	NN	24335	dobj
24338	that	that	935	t_02-03-11_79	IN	24341	mark
24339	he	-PRON-	935	t_02-03-11_79	PRP	24341	nsubj
24340	will	will	935	t_02-03-11_79	MD	24341	aux
24341	have	have	935	t_02-03-11_79	VB	24335	ccomp
24342	the	the	935	t_02-03-11_79	DT	24344	det
24343	full	full	935	t_02-03-11_79	JJ	24344	amod
24344	support	support	935	t_02-03-11_79	NN	24341	dobj
24345	of	of	935	t_02-03-11_79	IN	24344	prep
24346	the	the	935	t_02-03-11_79	DT	24348	det
24347	ELDR	eldr	935	t_02-03-11_79	NNP	24348	compound
24348	Group	group	935	t_02-03-11_79	NNP	24345	pobj
24349	in	in	935	t_02-03-11_79	IN	24348	prep
24350	this	this	935	t_02-03-11_79	DT	24351	det
24351	House	house	935	t_02-03-11_79	NNP	24349	pobj
24352	.	.	935	t_02-03-11_79	.	24335	punct
24353	Mr	mr	936	t_02-03-11_100	NNP	24354	compound
24354	President	president	936	t_02-03-11_100	NNP	24362	nsubj
24355	,	,	936	t_02-03-11_100	,	24354	punct
24356	the	the	936	t_02-03-11_100	DT	24357	det
24357	post	post	936	t_02-03-11_100	NN	24354	conj
24358	and	and	936	t_02-03-11_100	CC	24357	cc
24359	the	the	936	t_02-03-11_100	DT	24361	det
24360	postal	postal	936	t_02-03-11_100	JJ	24361	amod
24361	services	service	936	t_02-03-11_100	NNS	24357	conj
24362	are	be	936	t_02-03-11_100	VBP	24376	ccomp
24363	indeed	indeed	936	t_02-03-11_100	RB	24362	advmod
24364	not	not	936	t_02-03-11_100	RB	24362	neg
24365	just	just	936	t_02-03-11_100	RB	24368	advmod
24366	any	any	936	t_02-03-11_100	DT	24368	det
24367	old	old	936	t_02-03-11_100	JJ	24368	amod
24368	commodity	commodity	936	t_02-03-11_100	NN	24362	attr
24369	and	and	936	t_02-03-11_100	CC	24368	cc
24370	not	not	936	t_02-03-11_100	RB	24373	neg
24371	any	any	936	t_02-03-11_100	DT	24373	det
24372	old	old	936	t_02-03-11_100	JJ	24373	amod
24373	service	service	936	t_02-03-11_100	NN	24368	conj
24374	;	;	936	t_02-03-11_100	:	24376	punct
24375	they	-PRON-	936	t_02-03-11_100	PRP	24376	nsubj
24376	are	be	936	t_02-03-11_100	VBP	24376	ROOT
24377	,	,	936	t_02-03-11_100	,	24376	punct
24378	rather	rather	936	t_02-03-11_100	RB	24382	advmod
24379	a	a	936	t_02-03-11_100	DT	24382	det
24380	very	very	936	t_02-03-11_100	RB	24381	advmod
24381	sensitive	sensitive	936	t_02-03-11_100	JJ	24382	amod
24382	article	article	936	t_02-03-11_100	NN	24376	attr
24383	,	,	936	t_02-03-11_100	,	24382	punct
24384	one	one	936	t_02-03-11_100	NN	24382	appos
24385	that	that	936	t_02-03-11_100	WDT	24387	nsubj
24386	also	also	936	t_02-03-11_100	RB	24387	advmod
24387	needs	need	936	t_02-03-11_100	VBZ	24384	relcl
24388	to	to	936	t_02-03-11_100	TO	24390	aux
24389	be	be	936	t_02-03-11_100	VB	24390	auxpass
24390	handled	handle	936	t_02-03-11_100	VBN	24387	xcomp
24391	with	with	936	t_02-03-11_100	IN	24390	prep
24392	care	care	936	t_02-03-11_100	NN	24391	pobj
24393	.	.	936	t_02-03-11_100	.	24376	punct
24394	In	in	937	t_02-03-11_100	IN	24401	prep
24395	the	the	937	t_02-03-11_100	DT	24397	det
24396	first	first	937	t_02-03-11_100	JJ	24397	amod
24397	round	round	937	t_02-03-11_100	NN	24394	pobj
24398	,	,	937	t_02-03-11_100	,	24401	punct
24399	the	the	937	t_02-03-11_100	DT	24400	det
