id	text	source
14136	Freuen	t_06-07-04_330
14137	wir	t_06-07-04_330
14138	uns	t_06-07-04_330
14139	doch	t_06-07-04_330
14140	einfach	t_06-07-04_330
14141	!	t_06-07-04_330
14142	Wir	t_06-07-04_330
14143	haben	t_06-07-04_330
14144	es	t_06-07-04_330
14145	mit	t_06-07-04_330
14146	der	t_06-07-04_330
14147	Beharrlichkeit	t_06-07-04_330
14148	des	t_06-07-04_330
14149	Parlaments	t_06-07-04_330
14150	und	t_06-07-04_330
14151	der	t_06-07-04_330
14152	Unterstützung	t_06-07-04_330
14153	der	t_06-07-04_330
14154	Kommission	t_06-07-04_330
14155	geschafft	t_06-07-04_330
14156	,	t_06-07-04_330
14157	dass	t_06-07-04_330
14158	dieses	t_06-07-04_330
14159	Dossier	t_06-07-04_330
14160	doch	t_06-07-04_330
14161	noch	t_06-07-04_330
14162	fertig	t_06-07-04_330
14163	geworden	t_06-07-04_330
14164	ist	t_06-07-04_330
14165	.	t_06-07-04_330
14166	Hinter	t_06-07-04_330
14167	uns	t_06-07-04_330
14168	liegen	t_06-07-04_330
14169	fünf	t_06-07-04_330
14170	Jahre	t_06-07-04_330
14171	,	t_06-07-04_330
14172	viel	t_06-07-04_330
14173	Arbeit	t_06-07-04_330
14174	und	t_06-07-04_330
14175	viel	t_06-07-04_330
14176	Schweiß	t_06-07-04_330
14177	.	t_06-07-04_330
14178	Freuen	t_06-07-04_330
14179	wir	t_06-07-04_330
14180	uns	t_06-07-04_330
14181	doch	t_06-07-04_330
14182	einfach	t_06-07-04_330
14183	!	t_06-07-04_330
14184	Zweitens	t_06-07-04_330
14185	,	t_06-07-04_330
14186	Herr	t_06-07-04_330
14187	Kommissar	t_06-07-04_330
14188	,	t_06-07-04_330
14189	seien	t_06-07-04_330
14190	Sie	t_06-07-04_330
14191	mutig	t_06-07-04_330
14192	!	t_06-07-04_330
14193	Wir	t_06-07-04_330
14194	bitten	t_06-07-04_330
14195	darum	t_06-07-04_330
14196	,	t_06-07-04_330
14197	dass	t_06-07-04_330
14198	Sie	t_06-07-04_330
14199	noch	t_06-07-04_330
14200	einmal	t_06-07-04_330
14201	die	t_06-07-04_330
14202	Sonderregelung	t_06-07-04_330
14203	für	t_06-07-04_330
14204	Nachtexpress-Flugdienste	t_06-07-04_330
14205	untersuchen	t_06-07-04_330
14206	.	t_06-07-04_330
14207	Der	t_06-07-04_330
14208	Rat	t_06-07-04_330
14209	würde	t_06-07-04_330
14210	sagen	t_06-07-04_330
14211	,	t_06-07-04_330
14212	das	t_06-07-04_330
14213	versteht	t_06-07-04_330
14214	er	t_06-07-04_330
14215	als	t_06-07-04_330
14216	Ausrede	t_06-07-04_330
14217	,	t_06-07-04_330
14218	um	t_06-07-04_330
14219	nichts	t_06-07-04_330
14220	zu	t_06-07-04_330
14221	tun	t_06-07-04_330
14222	.	t_06-07-04_330
14223	Seien	t_06-07-04_330
14224	Sie	t_06-07-04_330
14225	mutig	t_06-07-04_330
14226	,	t_06-07-04_330
14227	tun	t_06-07-04_330
14228	Sie	t_06-07-04_330
14229	was	t_06-07-04_330
14230	,	t_06-07-04_330
14231	machen	t_06-07-04_330
14232	Sie	t_06-07-04_330
14233	Vorschläge	t_06-07-04_330
14234	.	t_06-07-04_330
14235	Ich	t_06-07-04_330
14236	glaube	t_06-07-04_330
14237	,	t_06-07-04_330
14238	dass	t_06-07-04_330
14239	die	t_06-07-04_330
14240	tatsächlichen	t_06-07-04_330
14241	Lebensverhältnisse	t_06-07-04_330
14242	von	t_06-07-04_330
14243	Piloten	t_06-07-04_330
14244	von	t_06-07-04_330
14245	Passagiermaschinen	t_06-07-04_330
14246	und	t_06-07-04_330
14247	Piloten	t_06-07-04_330
14248	von	t_06-07-04_330
14249	Frachtmaschinen	t_06-07-04_330
14250	einfach	t_06-07-04_330
14251	unterschiedlich	t_06-07-04_330
14252	sind	t_06-07-04_330
14253	.	t_06-07-04_330
14254	Zum	t_06-07-04_330
14255	Schluss	t_06-07-04_330
14256	bitte	t_06-07-04_330
14257	ich	t_06-07-04_330
14258	den	t_06-07-04_330
14259	Herrn	t_06-07-04_330
14260	Vizepräsidenten	t_06-07-04_330
14261	und	t_06-07-04_330
14262	alle	t_06-07-04_330
14263	Kollegen	t_06-07-04_330
14264	um	t_06-07-04_330
14265	Verständnis	t_06-07-04_330
14266	dafür	t_06-07-04_330
14267	,	t_06-07-04_330
14268	dass	t_06-07-04_330
14269	ich	t_06-07-04_330
14270	meine	t_06-07-04_330
14271	zwei	t_06-07-04_330
14272	Minuten	t_06-07-04_330
14273	nicht	t_06-07-04_330
14274	ausschöpfe	t_06-07-04_330
14275	.	t_06-07-04_330
14276	Wir	t_06-07-04_330
14277	sind	t_06-07-04_330
14278	uns	t_06-07-04_330
14279	hier	t_06-07-04_330
14280	alle	t_06-07-04_330
14281	einig	t_06-07-04_330
14282	,	t_06-07-04_330
14283	und	t_06-07-04_330
14284	im	t_06-07-04_330
14285	Fernsehen	t_06-07-04_330
14286	gibt	t_06-07-04_330
14287	es	t_06-07-04_330
14288	etwas	t_06-07-04_330
14289	ganz	t_06-07-04_330
14290	Spannendes	t_06-07-04_330
14291	,	t_06-07-04_330
14292	und	t_06-07-04_330
14293	ich	t_06-07-04_330
14294	bitte	t_06-07-04_330
14295	um	t_06-07-04_330
14296	Verständnis	t_06-07-04_330
14297	,	t_06-07-04_330
14298	dass	t_06-07-04_330
14299	ich	t_06-07-04_330
14300	mich	t_06-07-04_330
14301	nun	t_06-07-04_330
14302	dem	t_06-07-04_330
14303	Spannenden	t_06-07-04_330
14304	zuwenden	t_06-07-04_330
14305	werde	t_06-07-04_330
14306	.	t_06-07-04_330
14307	Herr	t_06-07-04_333
14308	Präsident	t_06-07-04_333
14309	!	t_06-07-04_333
14310	Michael	t_06-07-04_333
14311	Ende	t_06-07-04_333
14312	hat	t_06-07-04_333
14313	seine	t_06-07-04_333
14314	""""	t_06-07-04_333
14315	Unendliche	t_06-07-04_333
14316	Geschichte	t_06-07-04_333
14317	""""	t_06-07-04_333
14318	nicht	t_06-07-04_333
14319	wirklich	t_06-07-04_333
14320	enden	t_06-07-04_333
14321	lassen	t_06-07-04_333
14322	;	t_06-07-04_333
14323	wir	t_06-07-04_333
14324	sind	t_06-07-04_333
14325	in	t_06-07-04_333
14326	diesem	t_06-07-04_333
14327	Haus	t_06-07-04_333
14328	deutlich	t_06-07-04_333
14329	besser	t_06-07-04_333
14330	.	t_06-07-04_333
14331	Nach	t_06-07-04_333
14332	dem	t_06-07-04_333
14333	Bericht	t_06-07-04_333
14334	Sommer	t_06-07-04_333
14335	sind	t_06-07-04_333
14336	wir	t_06-07-04_333
14337	jetzt	t_06-07-04_333
14338	auch	t_06-07-04_333
14339	bei	t_06-07-04_333
14340	der	t_06-07-04_333
14341	EU-OPS	t_06-07-04_333
14342	beinahe	t_06-07-04_333
14343	so	t_06-07-04_333
14344	weit	t_06-07-04_333
14345	.	t_06-07-04_333
14346	Brian	t_06-07-04_333
14347	Simpson	t_06-07-04_333
14348	und	t_06-07-04_333
14349	Ulrich	t_06-07-04_333
14350	Stockmann	t_06-07-04_333
14351	haben	t_06-07-04_333
14352	sehr	t_06-07-04_333
14353	gute	t_06-07-04_333
14354	Arbeit	t_06-07-04_333
14355	geleistet	t_06-07-04_333
14356	.	t_06-07-04_333
14357	Wir	t_06-07-04_333
14358	haben	t_06-07-04_333
14359	beiden	t_06-07-04_333
14360	dafür	t_06-07-04_333
14361	zu	t_06-07-04_333
14362	danken	t_06-07-04_333
14363	.	t_06-07-04_333
14364	Arbeits-	t_06-07-04_333
14365	,	t_06-07-04_333
14366	Sozial-	t_06-07-04_333
14367	und	t_06-07-04_333
14368	vor	t_06-07-04_333
14369	allem	t_06-07-04_333
14370	Sicherheitsvorschriften	t_06-07-04_333
14371	im	t_06-07-04_333
14372	Flugverkehr	t_06-07-04_333
14373	gehören	t_06-07-04_333
14374	sinnvoll	t_06-07-04_333
14375	auf	t_06-07-04_333
14376	den	t_06-07-04_333
14377	heutigen	t_06-07-04_333
14378	Stand	t_06-07-04_333
14379	der	t_06-07-04_333
14380	Dinge	t_06-07-04_333
14381	gebracht	t_06-07-04_333
14382	.	t_06-07-04_333
14383	Aber	t_06-07-04_333
14384	auf	t_06-07-04_333
14385	die	t_06-07-04_333
14386	eingeschränkte	t_06-07-04_333
14387	Rolle	t_06-07-04_333
14388	,	t_06-07-04_333
14389	die	t_06-07-04_333
14390	dem	t_06-07-04_333
14391	europäischen	t_06-07-04_333
14392	Gesetzgeber	t_06-07-04_333
14393	in	t_06-07-04_333
14394	all	t_06-07-04_333
14395	diesen	t_06-07-04_333
14396	Bereichen	t_06-07-04_333
14397	zukommt	t_06-07-04_333
14398	,	t_06-07-04_333
14399	hat	t_06-07-04_333
14400	Kollege	t_06-07-04_333
14401	Gewalt	t_06-07-04_333
14402	schon	t_06-07-04_333
14403	zu	t_06-07-04_333
14404	Recht	t_06-07-04_333
14405	hingewiesen	t_06-07-04_333
14406	.	t_06-07-04_333
14407	Das	t_06-07-04_333
14408	Ganze	t_06-07-04_333
14409	hat	t_06-07-04_333
14410	eine	t_06-07-04_333
14411	Weile	t_06-07-04_333
14412	gedauert	t_06-07-04_333
14413	,	t_06-07-04_333
14414	aber	t_06-07-04_333
14415	jetzt	t_06-07-04_333
14416	liegt	t_06-07-04_333
14417	uns	t_06-07-04_333
14418	ein	t_06-07-04_333
14419	guter	t_06-07-04_333
14420	Bericht	t_06-07-04_333
14421	vor	t_06-07-04_333
14422	,	t_06-07-04_333
14423	der	t_06-07-04_333
14424	---	t_06-07-04_333
14425	wie	t_06-07-04_333
14426	von	t_06-07-04_333
14427	vielen	t_06-07-04_333
14428	Kollegen	t_06-07-04_333
14429	bestätigt	t_06-07-04_333
14430	wurde	t_06-07-04_333
14431	---	t_06-07-04_333
14432	bestmögliche	t_06-07-04_333
14433	Kompromiss	t_06-07-04_333
14434	zwischen	t_06-07-04_333
14435	den	t_06-07-04_333
14436	Luftfahrtunternehmen	t_06-07-04_333
14437	und	t_06-07-04_333
14438	den	t_06-07-04_333
14439	Gewerkschaften	t_06-07-04_333
14440	.	t_06-07-04_333
14441	Der	t_06-07-04_333
14442	Antrag	t_06-07-04_333
14443	deckt	t_06-07-04_333
14444	den	t_06-07-04_333
14445	Bereich	t_06-07-04_333
14446	Flug-	t_06-07-04_333
14447	,	t_06-07-04_333
14448	Dienst-	t_06-07-04_333
14449	und	t_06-07-04_333
14450	Ruhezeiten	t_06-07-04_333
14451	der	t_06-07-04_333
14452	Cockpit-	t_06-07-04_333
14453	und	t_06-07-04_333
14454	Kabinenbesatzungen	t_06-07-04_333
14455	zur	t_06-07-04_333
14456	Gänze	t_06-07-04_333
14457	ab	t_06-07-04_333
14458	und	t_06-07-04_333
14459	beschränkt	t_06-07-04_333
14460	den	t_06-07-04_333
14461	maximalen	t_06-07-04_333
14462	täglichen	t_06-07-04_333
14463	Flugdienstzeitraum	t_06-07-04_333
14464	auf	t_06-07-04_333
14465	13	t_06-07-04_333
14466	bzw.	t_06-07-04_333
14467	11	t_06-07-04_333
14468	Stunden	t_06-07-04_333
14469	.	t_06-07-04_333
14470	Aus	t_06-07-04_333
14471	diesen	t_06-07-04_333
14472	Vorgaben	t_06-07-04_333
14473	haben	t_06-07-04_333
14474	die	t_06-07-04_333
14475	Beteiligten	t_06-07-04_333
14476	in	t_06-07-04_333
14477	der	t_06-07-04_333
14478	Industrie	t_06-07-04_333
14479	---	t_06-07-04_333
14480	Unternehmen	t_06-07-04_333
14481	und	t_06-07-04_333
14482	Gewerkschaften	t_06-07-04_333
14483	---	t_06-07-04_333
14484	jetzt	t_06-07-04_333
14485	das	t_06-07-04_333
14486	Beste	t_06-07-04_333
14487	zu	t_06-07-04_333
14488	machen	t_06-07-04_333
14489	.	t_06-07-04_333
14490	Die	t_06-07-04_333
14491	Kommission	t_06-07-04_333
14492	ist	t_06-07-04_333
14493	aufgefordert	t_06-07-04_333
14494	,	t_06-07-04_333
14495	in	t_06-07-04_333
14496	diesem	t_06-07-04_333
14497	Bereich	t_06-07-04_333
14498	ihre	t_06-07-04_333
14499	Arbeit	t_06-07-04_333
14500	zu	t_06-07-04_333
14501	intensivieren	t_06-07-04_333
14502	und	t_06-07-04_333
14503	durch	t_06-07-04_333
14504	entsprechende	t_06-07-04_333
14505	Sicherheitsvorschriften	t_06-07-04_333
14506	zu	t_06-07-04_333
14507	gewährleisten	t_06-07-04_333
14508	,	t_06-07-04_333
14509	dass	t_06-07-04_333
14510	sich	t_06-07-04_333
14511	die	t_06-07-04_333
14512	Menschen	t_06-07-04_333
14513	,	t_06-07-04_333
14514	die	t_06-07-04_333
14515	in	t_06-07-04_333
14516	diesen	t_06-07-04_333
14517	Tagen	t_06-07-04_333
14518	in	t_06-07-04_333
14519	den	t_06-07-04_333
14520	Urlaub	t_06-07-04_333
14521	aufbrechen	t_06-07-04_333
14522	,	t_06-07-04_333
14523	sicher	t_06-07-04_333
14524	fühlen	t_06-07-04_333
14525	können	t_06-07-04_333
14526	,	t_06-07-04_333
14527	wenn	t_06-07-04_333
14528	sie	t_06-07-04_333
14529	das	t_06-07-04_333
14530	Verkehrsmittel	t_06-07-04_333
14531	Flugzeug	t_06-07-04_333
14532	benutzen	t_06-07-04_333
14533	.	t_06-07-04_333
14534	Herr	t_06-07-04_354
14535	Präsident	t_06-07-04_354
14536	!	t_06-07-04_354
14537	Wie	t_06-07-04_354
14538	die	t_06-07-04_354
14539	heutige	t_06-07-04_354
14540	Aussprache	t_06-07-04_354
14541	gezeigt	t_06-07-04_354
14542	hat	t_06-07-04_354
14543	,	t_06-07-04_354
14544	stößt	t_06-07-04_354
14545	der	t_06-07-04_354
14546	Bericht	t_06-07-04_354
14547	von	t_06-07-04_354
14548	Herrn	t_06-07-04_354
14549	Seppänen	t_06-07-04_354
14550	auf	t_06-07-04_354
14551	breite	t_06-07-04_354
14552	Zustimmung	t_06-07-04_354
14553	.	t_06-07-04_354
14554	Ich	t_06-07-04_354
14555	möchte	t_06-07-04_354
14556	dem	t_06-07-04_354
14557	Berichterstatter	t_06-07-04_354
14558	nochmals	t_06-07-04_354
14559	für	t_06-07-04_354
14560	seinen	t_06-07-04_354
14561	ausgezeichneten	t_06-07-04_354
14562	Bericht	t_06-07-04_354
14563	danken	t_06-07-04_354
14564	,	t_06-07-04_354
14565	der	t_06-07-04_354
14566	vom	t_06-07-04_354
14567	Ausschuss	t_06-07-04_354
14568	für	t_06-07-04_354
14569	Industrie	t_06-07-04_354
14570	,	t_06-07-04_354
14571	Forschung	t_06-07-04_354
14572	und	t_06-07-04_354
14573	Energie	t_06-07-04_354
14574	ausdrücklich	t_06-07-04_354
14575	unterstützt	t_06-07-04_354
14576	wird	t_06-07-04_354
14577	.	t_06-07-04_354
14578	Was	t_06-07-04_354
14579	die	t_06-07-04_354
14580	Frage	t_06-07-04_354
14581	des	t_06-07-04_354
14582	Verbots	t_06-07-04_354
14583	der	t_06-07-04_354
14584	Ausfuhr	t_06-07-04_354
14585	radioaktiver	t_06-07-04_354
14586	Abfälle	t_06-07-04_354
14587	und	t_06-07-04_354
14588	abgebrannter	t_06-07-04_354
14589	Brennelemente	t_06-07-04_354
14590	aus	t_06-07-04_354
14591	der	t_06-07-04_354
14592	Gemeinschaft	t_06-07-04_354
14593	angeht	t_06-07-04_354
14594	,	t_06-07-04_354
14595	so	t_06-07-04_354
14596	möchte	t_06-07-04_354
14597	ich	t_06-07-04_354
14598	Ihnen	t_06-07-04_354
14599	Artikel	t_06-07-04_354
14600	13	t_06-07-04_354
14601	Absatz	t_06-07-04_354
14602	1	t_06-07-04_354
14603	Buchstabe	t_06-07-04_354
14604	c	t_06-07-04_354
14605	der	t_06-07-04_354
14606	vorgeschlagenen	t_06-07-04_354
14607	Richtlinie	t_06-07-04_354
14608	ins	t_06-07-04_354
14609	Gedächtnis	t_06-07-04_354
14610	zurückrufen	t_06-07-04_354
14611	,	t_06-07-04_354
14612	der	t_06-07-04_354
14613	außerdem	t_06-07-04_354
14614	die	t_06-07-04_354
14615	Ausfuhr	t_06-07-04_354
14616	radioaktiver	t_06-07-04_354
14617	Abfälle	t_06-07-04_354
14618	und	t_06-07-04_354
14619	abgebrannter	t_06-07-04_354
14620	Brennelemente	t_06-07-04_354
14621	in	t_06-07-04_354
14622	Länder	t_06-07-04_354
14623	verbietet	t_06-07-04_354
14624	,	t_06-07-04_354
14625	die	t_06-07-04_354
14626	nicht	t_06-07-04_354
14627	über	t_06-07-04_354
14628	die	t_06-07-04_354
14629	erforderlichen	t_06-07-04_354
14630	administrativen	t_06-07-04_354
14631	und	t_06-07-04_354
14632	technischen	t_06-07-04_354
14633	Kapazitäten	t_06-07-04_354
14634	verfügen	t_06-07-04_354
14635	,	t_06-07-04_354
14636	um	t_06-07-04_354
14637	die	t_06-07-04_354
14638	radioaktiven	t_06-07-04_354
14639	Abfälle	t_06-07-04_354
14640	oder	t_06-07-04_354
14641	abgebrannten	t_06-07-04_354
14642	Brennelemente	t_06-07-04_354
14643	sicher	t_06-07-04_354
14644	zu	t_06-07-04_354
14645	entsorgen	t_06-07-04_354
14646	.	t_06-07-04_354
14647	Die	t_06-07-04_354
14648	Kommission	t_06-07-04_354
14649	wird	t_06-07-04_354
14650	strikte	t_06-07-04_354
14651	Kriterien	t_06-07-04_354
14652	für	t_06-07-04_354
14653	entsprechende	t_06-07-04_354
14654	Entscheidungen	t_06-07-04_354
14655	festsetzen	t_06-07-04_354
14656	.	t_06-07-04_354
14657	Die	t_06-07-04_354
14658	Mitgliedstaaten	t_06-07-04_354
14659	müssen	t_06-07-04_354
14660	auf	t_06-07-04_354
14661	der	t_06-07-04_354
14662	Grundlage	t_06-07-04_354
14663	strenger	t_06-07-04_354
14664	Vorgaben	t_06-07-04_354
14665	von	t_06-07-04_354
14666	der	t_06-07-04_354
14667	Kommission	t_06-07-04_354
14668	selbst	t_06-07-04_354
14669	von	t_06-07-04_354
14670	Fall	t_06-07-04_354
14671	zu	t_06-07-04_354
14672	Fall	t_06-07-04_354
14673	entscheiden	t_06-07-04_354
14674	,	t_06-07-04_354
14675	ob	t_06-07-04_354
14676	sie	t_06-07-04_354
14677	die	t_06-07-04_354
14678	Verbringung	t_06-07-04_354
14679	in	t_06-07-04_354
14680	ein	t_06-07-04_354
14681	Drittland	t_06-07-04_354
14682	genehmigen	t_06-07-04_354
14683	.	t_06-07-04_354
14684	Das	t_06-07-04_354
14685	ist	t_06-07-04_354
14686	die	t_06-07-04_354
14687	Antwort	t_06-07-04_354
14688	auf	t_06-07-04_354
14689	die	t_06-07-04_354
14690	im	t_06-07-04_354
14691	Verlaufe	t_06-07-04_354
14692	der	t_06-07-04_354
14693	Aussprache	t_06-07-04_354
14694	gestellte	t_06-07-04_354
14695	Frage	t_06-07-04_354
14696	.	t_06-07-04_354
14697	Ich	t_06-07-04_354
14698	bin	t_06-07-04_354
14699	der	t_06-07-04_354
14700	festen	t_06-07-04_354
14701	Überzeugung	t_06-07-04_354
14702	,	t_06-07-04_354
14703	dass	t_06-07-04_354
14704	wir	t_06-07-04_354
14705	in	t_06-07-04_354
14706	Energiefragen	t_06-07-04_354
14707	eine	t_06-07-04_354
14708	möglichst	t_06-07-04_354
14709	große	t_06-07-04_354
14710	Transparenz	t_06-07-04_354
14711	brauchen	t_06-07-04_354
14712	.	t_06-07-04_354
14713	Das	t_06-07-04_354
14714	gilt	t_06-07-04_354
14715	auch	t_06-07-04_354
14716	für	t_06-07-04_354
14717	die	t_06-07-04_354
14718	Kernenergie	t_06-07-04_354
14719	.	t_06-07-04_354
14720	Herr	t_04-05-03_21
14721	Präsident	t_04-05-03_21
14722	!	t_04-05-03_21
14723	Es	t_04-05-03_21
14724	tut	t_04-05-03_21
14725	mir	t_04-05-03_21
14726	sehr	t_04-05-03_21
14727	leid	t_04-05-03_21
14728	,	t_04-05-03_21
14729	dass	t_04-05-03_21
14730	wir	t_04-05-03_21
14731	gerade	t_04-05-03_21
14732	heute	t_04-05-03_21
14733	bei	t_04-05-03_21
14734	diesen	t_04-05-03_21
14735	besonders	t_04-05-03_21
14736	wichtigen	t_04-05-03_21
14737	Diskussionen	t_04-05-03_21
14738	und	t_04-05-03_21
14739	emotional	t_04-05-03_21
14740	stark	t_04-05-03_21
14741	aufgeladenen	t_04-05-03_21
14742	Themen	t_04-05-03_21
14743	auf	t_04-05-03_21
14744	so	t_04-05-03_21
14745	Banales	t_04-05-03_21
14746	zurückkommen	t_04-05-03_21
14747	müssen	t_04-05-03_21
14748	wie	t_04-05-03_21
14749	ein	t_04-05-03_21
14750	Protokoll	t_04-05-03_21
14751	,	t_04-05-03_21
14752	aber	t_04-05-03_21
14753	wir	t_04-05-03_21
14754	haben	t_04-05-03_21
14755	in	t_04-05-03_21
14756	diesem	t_04-05-03_21
14757	hohen	t_04-05-03_21
14758	Hause	t_04-05-03_21
14759	einen	t_04-05-03_21
14760	selbst	t_04-05-03_21
14761	ernannten	t_04-05-03_21
14762	Helden	t_04-05-03_21
14763	.	t_04-05-03_21
14764	Dieser	t_04-05-03_21
14765	mutige	t_04-05-03_21
14766	Abgeordnete	t_04-05-03_21
14767	der	t_04-05-03_21
14768	Boulevardpresse	t_04-05-03_21
14769	ist	t_04-05-03_21
14770	zu	t_04-05-03_21
14771	allem	t_04-05-03_21
14772	fähig	t_04-05-03_21
14773	.	t_04-05-03_21
14774	Jetzt	t_04-05-03_21
14775	fälscht	t_04-05-03_21
14776	Herr	t_04-05-03_21
14777	Hans-Peter	t_04-05-03_21
14778	Martin	t_04-05-03_21
14779	sogar	t_04-05-03_21
14780	schon	t_04-05-03_21
14781	das	t_04-05-03_21
14782	Protokoll	t_04-05-03_21
14783	des	t_04-05-03_21
14784	Europäischen	t_04-05-03_21
14785	Parlaments	t_04-05-03_21
14786	.	t_04-05-03_21
14787	Bei	t_04-05-03_21
14788	den	t_04-05-03_21
14789	Abstimmungen	t_04-05-03_21
14790	zum	t_04-05-03_21
14791	Bericht	t_04-05-03_21
14792	van	t_04-05-03_21
14793	Hulten	t_04-05-03_21
14794	lässt	t_04-05-03_21
14795	Herr	t_04-05-03_21
14796	Martin	t_04-05-03_21
14797	13	t_04-05-03_21
14798	Mal	t_04-05-03_21
14799	sein	t_04-05-03_21
14800	angebliches	t_04-05-03_21
14801	Stimmverhalten	t_04-05-03_21
14802	korrigieren	t_04-05-03_21
14803	,	t_04-05-03_21
14804	obwohl	t_04-05-03_21
14805	er	t_04-05-03_21
14806	bei	t_04-05-03_21
14807	dieser	t_04-05-03_21
14808	Abstimmung	t_04-05-03_21
14809	überhaupt	t_04-05-03_21
14810	nicht	t_04-05-03_21
14811	anwesend	t_04-05-03_21
14812	war	t_04-05-03_21
14813	.	t_04-05-03_21
14814	Unter	t_04-05-03_21
14815	den	t_04-05-03_21
14816	13	t_04-05-03_21
14817	Fällen	t_04-05-03_21
14818	sind	t_04-05-03_21
14819	bis	t_04-05-03_21
14820	hin	t_04-05-03_21
14821	zur	t_04-05-03_21
14822	Schlussabstimmung	t_04-05-03_21
14823	allein	t_04-05-03_21
14824	sieben	t_04-05-03_21
14825	namentliche	t_04-05-03_21
14826	Voten	t_04-05-03_21
14827	,	t_04-05-03_21
14828	bei	t_04-05-03_21
14829	denen	t_04-05-03_21
14830	der	t_04-05-03_21
14831	Name	t_04-05-03_21
14832	Martin	t_04-05-03_21
14833	im	t_04-05-03_21
14834	Protokoll	t_04-05-03_21
14835	nicht	t_04-05-03_21
14836	zu	t_04-05-03_21
14837	finden	t_04-05-03_21
14838	ist	t_04-05-03_21
14839	.	t_04-05-03_21
14840	An	t_04-05-03_21
14841	keiner	t_04-05-03_21
14842	der	t_04-05-03_21
14843	15	t_04-05-03_21
14844	namentlichen	t_04-05-03_21
14845	Abstimmungen	t_04-05-03_21
14846	zum	t_04-05-03_21
14847	Bericht	t_04-05-03_21
14848	van	t_04-05-03_21
14849	Hulten	t_04-05-03_21
14850	hat	t_04-05-03_21
14851	dieser	t_04-05-03_21
14852	feine	t_04-05-03_21
14853	Herr	t_04-05-03_21
14854	teilgenommen	t_04-05-03_21
14855	.	t_04-05-03_21
14856	Also	t_04-05-03_21
14857	muss	t_04-05-03_21
14858	das	t_04-05-03_21
14859	alles	t_04-05-03_21
14860	wieder	t_04-05-03_21
14861	aus	t_04-05-03_21
14862	dem	t_04-05-03_21
14863	Protokoll	t_04-05-03_21
14864	herausgestrichen	t_04-05-03_21
14865	werden	t_04-05-03_21
14866	.	t_04-05-03_21
14867	Betrug	t_04-05-03_21
14868	und	t_04-05-03_21
14869	Fälschung	t_04-05-03_21
14870	haben	t_04-05-03_21
14871	in	t_04-05-03_21
14872	einem	t_04-05-03_21
14873	Dokument	t_04-05-03_21
14874	dieses	t_04-05-03_21
14875	Parlaments	t_04-05-03_21
14876	keinen	t_04-05-03_21
14877	Platz	t_04-05-03_21
14878	.	t_04-05-03_21
14879	Ich	t_04-05-03_21
14880	muss	t_04-05-03_21
14881	Ihnen	t_04-05-03_21
14882	keinen	t_04-05-03_21
14883	Rat	t_04-05-03_21
14884	geben	t_04-05-03_21
14885	,	t_04-05-03_21
14886	Herr	t_04-05-03_21
14887	Präsident	t_04-05-03_21
14888	,	t_04-05-03_21
14889	aber	t_04-05-03_21
14890	den	t_04-05-03_21
14891	Hinweis	t_04-05-03_21
14892	auf	t_04-05-03_21
14893	Artikel	t_04-05-03_21
14894	124	t_04-05-03_21
14895	unserer	t_04-05-03_21
14896	Geschäftsordnung	t_04-05-03_21
14897	und	t_04-05-03_21
14898	seine	t_04-05-03_21
14899	Möglichkeiten	t_04-05-03_21
14900	kann	t_04-05-03_21
14901	ich	t_04-05-03_21
14902	mir	t_04-05-03_21
14903	doch	t_04-05-03_21
14904	nicht	t_04-05-03_21
14905	verkneifen	t_04-05-03_21
14906	.	t_04-05-03_21
14907	Herr	t_04-05-03_26
14908	Präsident	t_04-05-03_26
14909	!	t_04-05-03_26
14910	Ich	t_04-05-03_26
14911	weise	t_04-05-03_26
14912	in	t_04-05-03_26
14913	der	t_04-05-03_26
14914	Tat	t_04-05-03_26
14915	alle	t_04-05-03_26
14916	diese	t_04-05-03_26
14917	Unterstellungen	t_04-05-03_26
14918	und	t_04-05-03_26
14919	ganz	t_04-05-03_26
14920	gemeinen	t_04-05-03_26
14921	Behauptungen	t_04-05-03_26
14922	zurück	t_04-05-03_26
14923	.	t_04-05-03_26
14924	Ich	t_04-05-03_26
14925	wiederhole	t_04-05-03_26
14926	noch	t_04-05-03_26
14927	einmal	t_04-05-03_26
14928	:	t_04-05-03_26
14929	Auch	t_04-05-03_26
14930	bei	t_04-05-03_26
14931	dieser	t_04-05-03_26
14932	Abstimmung	t_04-05-03_26
14933	habe	t_04-05-03_26
14934	ich	t_04-05-03_26
14935	unmittelbar	t_04-05-03_26
14936	-	t_04-05-03_26
14937	ich	t_04-05-03_26
14938	wurde	t_04-05-03_26
14939	schon	t_04-05-03_26
14940	darauf	t_04-05-03_26
14941	angesprochen	t_04-05-03_26
14942	,	t_04-05-03_26
14943	als	t_04-05-03_26
14944	die	t_04-05-03_26
14945	Abstimmung	t_04-05-03_26
14946	gerade	t_04-05-03_26
14947	zu	t_04-05-03_26
14948	Ende	t_04-05-03_26
14949	ging	t_04-05-03_26
14950	-	t_04-05-03_26
14951	entsprechend	t_04-05-03_26
14952	erklärt	t_04-05-03_26
14953	:	t_04-05-03_26
14954	Ich	t_04-05-03_26
14955	habe	t_04-05-03_26
14956	von	t_04-05-03_26
14957	meinen	t_04-05-03_26
14958	Rechten	t_04-05-03_26
14959	als	t_04-05-03_26
14960	Parlamentarier	t_04-05-03_26
14961	Gebrauch	t_04-05-03_26
