id	text	iset	shellnoun	content	content_phrase	comment
904	conclusion	71666	false	_		_
905	conclusion	71673	false	_		_
906	view	55126	true	given	356	_
907	adoption	68291	false	_		_
908	behalf	54977	false	_		_
909	end	55150	false	_		_
910	amendments	58595	true	given	423	_
911	proposals	74194	false	_		_
912	dangers	54896	false	_		_
913	possibility	73789	true	given	478	_
914	proposal	73991	true	external		_
915	question	58454	true	given	425	_
916	question	71915	true	external		_
917	proposals	74011	false	_		_
918	risk	68811	true	given	427	_
919	issue	75817	true	external		_
920	question	54619	false	_		_
921	rights	75965	false	_		_
922	issue	75770	true	external		_
923	question	72009	true	external		_
924	opinions	75793	false	_		_
925	evidence	72146	false	_		_
926	dangers	63530	false	_		_
927	position	72138	false	_		_
928	line	75513	false	_		_
929	rights	75558	false	_		_
930	question	63953	false	_		_
931	rights	63881	false	_		_
932	plans	53964	true	given	439	_
933	requirements	68854	false	_		_
934	difficulties	62771	false	_		_
935	proposals	74576	false	_		_
936	question	58077	true	given	437	_
937	opinion	54520	false	_		_
938	opinion	54496	false	_		_
939	situation	54096	false	_		_
940	need	74465	true	given	489	_
941	policies	72184	false	_		_
942	proposals	74495	false	_		_
943	advice	72192	false	_		_
944	view	68354	true	given	449	_
945	position	72220	true	given	442	_
946	rights	76471	false	_		_
947	demand	68117	true	given	441	_
948	issues	53930	true	external		_
949	decisions	68825	false	_		_
950	rights	62797	false	_		_
951	Rights	76241	false	_		_
952	opportunity	68479	false	_		_
953	views	76356	false	_		_
954	argument	68761	false	_		_
955	strength of conviction	68412 68413 68414	false	_		_
956	situation	63014	false	_		_
957	reason	68462	true	given	430	_
958	right	63168	false	_		_
959	situation	76055	false	_		_
960	incentive	68265	false	_		_
961	need	69133	true	given	467	_
962	conclusion	69244	false	_		_
963	need	69228	true	given	469	_
964	incentives	69296	false	_		_
965	reasons	69286	true	given	470	_
966	doubt	73444	false	_		_
967	opportunity	73281	true	given	352	_
968	question	71038	true	given	491	_
969	difficulties	70940	true	given	451	_
970	requirements	73079	false	_		_
971	law	62702	false	_		_
972	objectives	69122	false	_		_
973	move	62509	true	given	456	_
974	danger	76667	false	_		_
975	argument	69906	unclear	given	497	_
976	promises	69779	false	_		_
977	proposal	73620	false	_		_
978	understanding	69087	false	_		_
979	role	71506	true	given	465	_
980	position	69180	true	given	466	_
981	opinion	58633	false	_		_
982	conclusion	73502	false	_		_
983	point	58880	true	given	462	_
984	analysis	71422	false	_		_
985	tasks	58998	false	_		_
986	failure	69309	true	given	510	_
987	needs	69348	false	_		_
988	this	62184	false	_		_
989	question	71716	true	external		_
990	questions	56851	true	given	474 477 503 504	_
991	destinations	73803	false	_		_
992	questions	70469	true	given	481 480 492	_
993	fact	63332	true	given	450	_
994	phase	74188	false	_		_
995	issue	73938	unclear	undefined		_
996	choice	73824	false	_		_
997	conclusions	63357	true	given	421	_
998	courage	63620	false	_		_
999	convictions	63623	false	_		_
1000	reasons	72988	true	given	357	_
1001	fact	72993	true	given	357	_
1002	right	56567	true	given	484	_
1003	decision	72924	false	_		_
1004	duty	56571	true	given	484	_
1005	obligation	70895	false	_		_
1006	point of view	74397 74398 74399	false	_		_
1007	opinion	70909	true	given	491	_
1008	commitment	74581	true	given	500	_
1009	opportunity	72767	true	given	405	_
1010	hopes	63727	true	given	432	_
1011	question	74554	true	external		_
1012	desire	72711	true	given	403	_
1013	fact	72489	true	given	407	_
1014	danger	74475	true	given	493	_
1015	guarantees	72896	false	_		_
1016	objectives	63937	unclear	undefined		_
1017	duty	70713	true	given	494	_
1018	decision	72841	false	_		_
1019	objectives	63915	unclear	undefined		_
1020	conclusion	72827	false	_		_
1021	requirement	63907	false	_		_
1022	needs	72817	false	_		_
1023	reasons	63765	false	_		_
1024	suspect	57339	false	_		_
1025	risk	57514	false	_		_
1026	question	57741	false	_		_
1027	view	69827	true	given	497	_
1028	issues	69951	false	_		_
1029	question	74629	true	external		_
1030	commitment	69836	true	given	499	_
1031	question	74652	true	external		_
1032	view	74641	false	_		_
1033	questions	57137	true	given	505 506	_
1034	position	57183	true	given	507	_
1035	rulings	63959	false	_		_
1036	question	69977	true	given	518 517	_
1037	right	64502	false	_		_
1038	questions	70123	true	given	512 516 514	_
1039	question	75255	false	_		_
1040	statement	64442	true	given	509	_
1041	holy grail	75426 75427	false	_		_
