id	text	iset	shellnoun	content	content_phrase	comment
907	fact	64383	false	_		_
908	indication	74853	true	given	539	_
909	opinion	54496	false	_		_
910	fact	57590	false	_		_
911	possibility	70314	true	given	535	_
912	efforts	75208	unclear	given	548	_
913	proposal	70306	false	_		_
914	opportunities	74950	false	_		_
915	assumption	70207	true	given	531	_
916	issues	53930	true	external		_
917	proposals	64151	false	_		_
918	proposals	64139	false	_		_
919	decision	64692	false	_		_
920	needs	65139	false	_		_
921	proposal	65119	false	_		_
922	decision	75523	true	external		_
923	dangers	54896	false	_		_
924	fact	58114	false	_		_
925	suggestion	65294	true	given	536	_
926	ideas	70433	false	_		_
927	view	55126	true	given	471	_
928	proposals	65226	false	_		_
929	proposals	70418	false	_		_
930	behalf	54977	false	_		_
931	fact	58203	true	given	403	_
932	fact	58179	true	given	380	_
933	proposals	70447	false	_		_
934	end	55150	true	given	391	_
935	conclusion	70339	false	_		_
936	attempt	57713	true	given	454	_
937	requirements	70319	false	_		_
938	safety requirements	75336 75337	false	_		_
939	question	54619	false	_		_
940	proposals	70382	false	_		_
941	decision	75594	true	given	461	_
942	decisions	75630	true	given	458	_
943	objectives	75618	true	given	458	_
944	needs	58653	false	_		_
945	decision	75644	true	given	458	_
946	proposal	71211	false	_		_
947	objective	52672	false	_		_
948	fact	65647	true	given	540	_
949	proposals	59055	false	_		_
950	fact	52665	false	_		_
951	conclusion	58973	true	given	396	_
952	speculation	58293	false	_		_
953	refusal	76061	true	given	517	_
954	fact	71262	true	given	464	_
955	idea	76157	true	given	470	_
956	possibilities	71253	false	_		_
957	fact	71542	false	_		_
958	conclusions	71370	false	_		_
959	proposal	65947	true	given	459	_
960	wishes	71638	false	_		_
961	proposal	65928	true	given	457	_
962	opportunity	59732	true	given	553	_
963	proposals	76302	false	_		_
964	conclusion	71673	false	_		_
965	criteria	76695	false	_		_
966	attempt	66003	true	given	465	_
967	ideas	76229	false	_		_
968	conclusion	71666	false	_		_
969	evidence	77051	false	_		_
970	fact	59863	true	given	558	_
971	objectives	52819	false	_		_
972	objectives	52791	false	_		_
973	fact	59177	true	given	398	_
974	ambitions	52898	true	external		_
975	objectives	52878	false	_		_
976	doubt	73444	false	_		_
977	option	53005	true	given	466	_
978	opportunity	73281	true	given	409	_
979	question	52646	true	external		_
980	questions	52513	true	external		_
981	requirements	73079	false	_		_
982	commitment	52822	true	given	463	_
983	commitment	52884	true	given	463	_
984	proposal	73620	false	_		_
985	requirements	68854	false	_		_
986	right	53076	true	given	481	_
987	incentive	68265	false	_		_
988	conclusion	73502	false	_		_
989	calls	53095	true	given	388	_
990	reason	68462	true	given	434	_
991	strength of conviction	68412 68413 68414	false	_		_
992	argument	68761	false	_		_
993	opportunity	68479	false	_		_
994	decisions	68825	false	_		_
995	need	69133	true	given	445	_
996	conclusion	69244	false	_		_
997	fact	63332	true	given	449	_
998	need	69228	true	given	450	_
999	incentives	69296	false	_		_
1000	proposals	74194	false	_		_
1001	reasons	69286	true	given	447	_
1002	conclusions	63357	true	given	456	_
1003	proposal	73991	true	external		_
1004	possibility	73789	true	given	518	_
1005	commitment	53202	true	given	387	_
1006	proposals	74011	false	_		_
1007	objectives	69122	false	_		_
1008	proposals	74576	false	_		_
1009	hopes	63727	true	given	453	_
1010	insistence	53638	true	given	511	_
1011	promises	69779	false	_		_
1012	requirement	63907	false	_		_
1013	reasons	63765	false	_		_
1014	objectives	63937	false	_		_
1015	argument	69906	true	given	520	_
1016	objectives	63915	false	_		_
1017	needs	69348	false	_		_
1018	convictions	63623	false	_		_
1019	way	53592	true	given	515 383	_
1020	failure	69309	true	given	412	_
1021	courage	63620	false	_		_
1022	proposals	74495	false	_		_
1023	need	74465	true	given	524	_
1024	decisions	77094	false	_		_
1025	need	76980	false	_		_
1026	conclusion	76561	true	given	486	_
1027	requirement	76622	true	given	484	_
1028	requirement	76580	true	given	474	_
1029	fact	76682	true	given	493	_
1030	need	76657	false	_		_
1031	doubt	76845	false	_		_
1032	scheme	51419	true	given	545	_
1033	decision	72924	false	_		_
1034	area	52491	unclear	given	386	_
1035	fact	72993	true	given	406	_
1036	this	52362	false	_		_
1037	reasons	72988	false	_		_
1038	fact	72489	true	given	418	_
1039	opportunity	72767	true	given	424	_
1040	desire	72711	true	given	420	_
1041	conclusion	72827	false	_		_
1042	question	51889	true	given	562	_
1043	needs	72817	false	_		_
1044	guarantees	72896	false	_		_
1045	decision	72841	false	_		_
